#Global results summary (2807 files)
#The most constraining analysis corresponds to the one with largest observed r.
#The most senstive (ATLAS/CMS) analysis corresponds to the one with largest expected r from those analyses for which this information is available.
#filename                                                 MostConstrainingAnalysis  r_max     r_exp     MostSensitive(ATLAS)  r(ATLAS)  r_exp(ATLAS)  MostSensitive(CMS)  r(CMS)    r_exp(CMS)
IDM_mhc_1000_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha       ATLAS-SUSY-2016-32        1.59e-09  1.59e-09  ATLAS-SUSY-2016-32    1.59e-09  1.59e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.48e-09  1.48e-09  ATLAS-SUSY-2016-32    1.48e-09  1.48e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.46e-09  1.46e-09  ATLAS-SUSY-2016-32    1.46e-09  1.46e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.46e-09  1.46e-09  ATLAS-SUSY-2016-32    1.46e-09  1.46e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2016-32        1.46e-09  1.46e-09  ATLAS-SUSY-2016-32    1.46e-09  1.46e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.47e-09  1.47e-09  ATLAS-SUSY-2016-32    1.47e-09  1.47e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.45e-09  1.45e-09  ATLAS-SUSY-2016-32    1.45e-09  1.45e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.48e-09  1.48e-09  ATLAS-SUSY-2016-32    1.48e-09  1.48e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.44e-09  1.44e-09  ATLAS-SUSY-2016-32    1.44e-09  1.44e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.48e-09  1.48e-09  ATLAS-SUSY-2016-32    1.48e-09  1.48e-09      N/A                 -1        -1        
IDM_mhc_1000_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha  ATLAS-SUSY-2016-32        1.44e-09  1.44e-09  ATLAS-SUSY-2016-32    1.44e-09  1.44e-09      N/A                 -1        -1        
IDM_mhc_100_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            40.5      37.9      N/A                   -1        -1            CMS-EXO-13-006      40.5      37.9      
IDM_mhc_100_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            41.4      38.7      N/A                   -1        -1            CMS-EXO-13-006      41.4      38.7      
IDM_mhc_100_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            42.1      39.4      N/A                   -1        -1            CMS-EXO-13-006      42.1      39.4      
IDM_mhc_100_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha       CMS-EXO-13-006            39.4      36.9      N/A                   -1        -1            CMS-EXO-13-006      39.4      36.9      
IDM_mhc_100_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            42.3      39.5      N/A                   -1        -1            CMS-EXO-13-006      42.3      39.5      
IDM_mhc_100_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            42.4      39.7      N/A                   -1        -1            CMS-EXO-13-006      42.4      39.7      
IDM_mhc_100_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            42.6      39.9      N/A                   -1        -1            CMS-EXO-13-006      42.6      39.9      
IDM_mhc_100_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            42.8      40.1      N/A                   -1        -1            CMS-EXO-13-006      42.8      40.1      
IDM_mhc_100_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            43        40.2      N/A                   -1        -1            CMS-EXO-13-006      43        40.2      
IDM_mhc_100_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            43.2      40.4      N/A                   -1        -1            CMS-EXO-13-006      43.2      40.4      
IDM_mhc_100_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            43.5      40.7      N/A                   -1        -1            CMS-EXO-13-006      43.5      40.7      
IDM_mhc_100_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            43.7      40.9      N/A                   -1        -1            CMS-EXO-13-006      43.7      40.9      
IDM_mhc_100_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            43.9      41.1      N/A                   -1        -1            CMS-EXO-13-006      43.9      41.1      
IDM_mhc_100_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha        CMS-EXO-13-006            43.4      40.6      N/A                   -1        -1            CMS-EXO-13-006      43.4      40.6      
IDM_mhc_100_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            44.1      41.2      N/A                   -1        -1            CMS-EXO-13-006      44.1      41.2      
IDM_mhc_100_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            44.3      41.4      N/A                   -1        -1            CMS-EXO-13-006      44.3      41.4      
IDM_mhc_100_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.3      41.5      N/A                   -1        -1            CMS-EXO-13-006      44.3      41.5      
IDM_mhc_100_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            44.3      41.5      N/A                   -1        -1            CMS-EXO-13-006      44.3      41.5      
IDM_mhc_100_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            44.4      41.5      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.5      
IDM_mhc_100_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            44.4      41.5      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.5      
IDM_mhc_100_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.4      41.5      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.5      
IDM_mhc_100_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.4      41.5      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.5      
IDM_mhc_100_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.4      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.6      
IDM_mhc_100_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha         CMS-EXO-13-006            44.4      41.5      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.5      
IDM_mhc_100_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.4      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.6      
IDM_mhc_100_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.4      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.6      
IDM_mhc_100_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.4      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.4      41.6      
IDM_mhc_100_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.5      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.6      
IDM_mhc_100_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.5      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.6      
IDM_mhc_100_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha     CMS-EXO-13-006            44.5      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.6      
IDM_mhc_100_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.5      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.6      
IDM_mhc_100_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.5      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.7      
IDM_mhc_100_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.5      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.7      
IDM_mhc_100_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha          CMS-EXO-13-006            44.5      41.6      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.6      
IDM_mhc_100_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.5      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.7      
IDM_mhc_100_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.5      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.5      41.7      
IDM_mhc_100_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha       CMS-EXO-13-006            44.6      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.6      41.7      
IDM_mhc_100_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.6      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.6      41.7      
IDM_mhc_100_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.6      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.6      41.7      
IDM_mhc_100_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha      CMS-EXO-13-006            44.6      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.6      41.7      
IDM_mhc_100_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha          CMS-EXO-13-006            44.6      41.7      N/A                   -1        -1            CMS-EXO-13-006      44.6      41.7      
IDM_mhc_100_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            16.2      15.2      N/A                   -1        -1            CMS-EXO-13-006      16.2      15.2      
IDM_mhc_100_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        53.8      53.8      ATLAS-SUSY-2018-14    53.8      53.8          CMS-EXO-13-006      0.00806   0.00754   
IDM_mhc_100_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            19.8      18.5      N/A                   -1        -1            CMS-EXO-13-006      19.8      18.5      
IDM_mhc_100_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        45.8      45.8      ATLAS-SUSY-2018-14    45.8      45.8          CMS-EXO-13-006      0.0244    0.0228    
IDM_mhc_100_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            23.3      21.8      N/A                   -1        -1            CMS-EXO-13-006      23.3      21.8      
IDM_mhc_100_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        37.9      37.9      ATLAS-SUSY-2018-14    37.9      37.9          CMS-EXO-13-006      0.123     0.115     
IDM_mhc_100_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha        CMS-EXO-13-006            12.6      11.8      N/A                   -1        -1            CMS-EXO-13-006      12.6      11.8      
IDM_mhc_100_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha        ATLAS-SUSY-2018-14        61.8      61.8      ATLAS-SUSY-2018-14    61.8      61.8          CMS-EXO-13-006      0.00067   0.000627  
IDM_mhc_100_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            26.9      25.2      N/A                   -1        -1            CMS-EXO-13-006      26.9      25.2      
IDM_mhc_100_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        29.9      29.9      ATLAS-SUSY-2018-14    29.9      29.9          CMS-EXO-13-006      0.386     0.361     
IDM_mhc_100_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            30.5      28.5      N/A                   -1        -1            CMS-EXO-13-006      30.5      28.5      
IDM_mhc_100_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        21.9      21.9      ATLAS-SUSY-2018-14    21.9      21.9          CMS-EXO-13-006      0.891     0.834     
IDM_mhc_100_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            32.8      30.7      N/A                   -1        -1            CMS-EXO-13-006      32.8      30.7      
IDM_mhc_100_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha    ATLAS-SUSY-2018-14        13.9      13.9      ATLAS-SUSY-2018-14    13.9      13.9          CMS-EXO-13-006      2.01      1.88      
IDM_mhc_100_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            34.5      32.3      N/A                   -1        -1            CMS-EXO-13-006      34.5      32.3      
IDM_mhc_100_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha   ATLAS-SUSY-2018-14        5.94      5.94      ATLAS-SUSY-2018-14    5.94      5.94          CMS-EXO-13-006      3.46      3.24      
IDM_mhc_100_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            36.1      33.8      N/A                   -1        -1            CMS-EXO-13-006      36.1      33.8      
IDM_mhc_100_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            6.12      5.73      N/A                   -1        -1            CMS-EXO-13-006      6.12      5.73      
IDM_mhc_100_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            37.8      35.3      N/A                   -1        -1            CMS-EXO-13-006      37.8      35.3      
IDM_mhc_100_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            9.06      8.48      N/A                   -1        -1            CMS-EXO-13-006      9.06      8.48      
IDM_mhc_120_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            25.6      24        ATLAS-SUSY-2016-32    4.34e-06  4.34e-06      CMS-EXO-13-006      25.6      24        
IDM_mhc_120_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            26.9      25.2      ATLAS-SUSY-2016-32    4.34e-06  4.34e-06      CMS-EXO-13-006      26.9      25.2      
IDM_mhc_120_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            27.3      25.5      ATLAS-SUSY-2016-32    4.34e-06  4.34e-06      CMS-EXO-13-006      27.3      25.5      
IDM_mhc_120_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha       CMS-EXO-13-006            24        22.5      ATLAS-SUSY-2016-32    4.34e-06  4.34e-06      CMS-EXO-13-006      24        22.5      
IDM_mhc_120_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            27.4      25.7      ATLAS-SUSY-2016-32    4.34e-06  4.34e-06      CMS-EXO-13-006      27.4      25.7      
IDM_mhc_120_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha   CMS-EXO-13-006            27.6      25.9      ATLAS-SUSY-2016-32    4.34e-06  4.34e-06      CMS-EXO-13-006      27.6      25.9      
IDM_mhc_120_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha    CMS-EXO-13-006            27.8      26        ATLAS-SUSY-2016-32    4.34e-06  4.34e-06      CMS-EXO-13-006      27.8      26        
