SModelS_status Analysis Disp MT_displaced_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.451e-10 5.011e-05 940.0 0.2901 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.08316 0.0 TSelSel IDM_mhc_900_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.000201 1e-06 900.0 0.006304 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_520_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 1.28 0.03981 520.0 756.042 1[N1,e-]
Non-excluded CMS-EXO-13-006 23.451 79.033 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_180_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.002764 5.011e-06 180.0 0.8326 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1119 THSCPM1b IDM_mhc_600_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.5467 0.003981 600.0 56.703 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 2.826 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 19.818 0.001995 240.0 182.71 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_640_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.5945 0.07943 640.0 996.6 1[N1,e-]
Non-excluded CMS-SUS-17-009 4.73 2.293 TSelSel IDM_mhc_460_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.145e-05 3.981e-06 460.0 0.09672 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 0.0 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 19.942 0.7943 120.0 310262.521 1[N1,e-]
Non-excluded CMS-SUS-17-009 2.127 0.8745 TSelSel IDM_mhc_560_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.377e-05 5.011e-06 560.0 0.08221 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 1.334 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_520_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.07745 0.0002511 520.0 4.777 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06801 THSCPM1b IDM_mhc_660_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.3431 0.005011 660.0 58.903 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.5006 THSCPM1b IDM_mhc_320_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 8.011 0.006309 320.0 320.856 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.03262 0.2511 980.0 1333.29 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 24.112 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 6.298 0.0001584 240.0 14.509 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_840_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1516 0.02511 840.0 182.71 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.4814 THSCPM1b IDM_mhc_440_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 1.951 0.003162 440.0 84.327 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.6347 0.3641 TSelSel IDM_mhc_660_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 5.364e-07 2.511e-05 660.0 0.2953 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_740_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.2519 0.01258 740.0 117.456 1[N1,e-]
Non-excluded CMS-EXO-13-006 2.65 8.421 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_340_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.00759 3.162e-05 340.0 1.419 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_820_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.2027 1.0 820.0 7618.801 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_480_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 1.77 0.2511 480.0 5605.879 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 32.561 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_240_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.6272 3.981e-05 240.0 3.647 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02222 THSCPM1b IDM_mhc_420_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 3.062 0.02511 420.0 736.294 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.03656 0.1 960.0 554.289 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.468 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_620_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.01864 0.0003162 620.0 4.216 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_300_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 10.644 0.1258 300.0 7308.406 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1364 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 12.924 0.01995 280.0 1333.29 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.0004531 0.0006309 1000.0 3.224 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.09978 0.04349 TSelSel IDM_mhc_880_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002067 1e-06 880.0 0.006599 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001489 0.0003981 960.0 2.209 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 3.474 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 2.362 0.0006309 360.0 25.233 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 177.119 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 23.745 7.943e-05 100.0 45.677 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_360_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 5.573 0.2511 360.0 10067.702 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.06857 THSCPM1b IDM_mhc_780_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.007915 0.0006309 780.0 5.304 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 56.416 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.798 6.309e-05 200.0 8.432 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.332 0.4237 TSelSel IDM_mhc_640_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.423e-05 1.995e-06 640.0 0.02497 1[N1,e-]
Non-excluded CMS-EXO-13-006 4.52 17.786 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_280_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.03573 2.511e-05 280.0 1.672 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_820_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.1879 0.03981 820.0 303.113 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.701 0.74 TSelSel IDM_mhc_580_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.000323 1e-06 580.0 0.01529 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01145 THSCPM1b IDM_mhc_300_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 10.635 0.1 300.0 5803.734 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.2311 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_700_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.004933 0.0003162 700.0 3.305 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1136 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 38.879 0.03981 200.0 5318.786 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 8.663 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 16.056 0.0006309 240.0 57.867 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 2.095 THSCPM1b IDM_mhc_320_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 6.409 0.001584 320.0 80.541 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.04308 0.2511 940.0 1450.933 1[N1,e-]
Non-excluded CMS-SUS-17-009 11.116 5.467 TSelSel IDM_mhc_380_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 7.399e-05 1.995e-06 380.0 0.07149 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01875 THSCPM1b IDM_mhc_620_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.5977 0.01 620.0 133.329 1[N1,e-]
Non-excluded CMS-EXO-13-006 2.375 23.707 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_260_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1739 3.162e-05 260.0 2.457 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 22.312 1.0 240.0 91779.982 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.3961 0.1131 TSelSel IDM_mhc_740_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.453e-07 2.511e-05 740.0 0.2349 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4553 0.09823 TSelSel IDM_mhc_760_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 6.555e-05 1.995e-06 760.0 0.01761 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.5136 0.3134 TSelSel IDM_mhc_680_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.176e-07 3.162e-05 680.0 0.3504 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 0.3241 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 19.863 0.03162 120.0 12332.935 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1782 THSCPM1b IDM_mhc_580_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.5287 0.002511 580.0 38.315 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.04881 0.1258 920.0 761.88 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 470.585 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 12.68 1.584e-05 100.0 9.093 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 13.836 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 18.964 0.001 120.0 390.746 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 4.009 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 1.355 0.0003981 380.0 14.299 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.05544 0.005011 900.0 31.622 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 8.123 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 25.882 0.001258 160.0 268.107 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.296 0.5796 TSelSel IDM_mhc_600_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.283e-06 1e-05 600.0 0.1429 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1213 THSCPM1b IDM_mhc_300_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 10.46 0.01995 300.0 1153.958 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.02842 0.2511 1000.0 1281.343 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_600_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.8328 0.7943 600.0 11340.63 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 11.217 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_320_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1535 6.309e-05 320.0 3.208 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 0.01189 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 19.925 0.3981 120.0 155375.561 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.075 THSCPM1b IDM_mhc_560_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.9297 0.007943 560.0 129.82 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.6244 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_600_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.04068 0.0003981 600.0 5.67 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_420_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 3.143 0.1258 420.0 3681.473 1[N1,e-]
Non-excluded CMS-SUS-17-009 11.439 4.443 TSelSel IDM_mhc_400_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002949 1e-06 400.0 0.03229 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.1018 0.08485 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_780_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 5.701e-05 0.0001584 780.0 1.333 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.2488 0.3622 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_660_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001341 0.0001 660.0 1.174 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.07863 0.09468 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_760_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003279 0.0001995 760.0 1.761 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.1465 0.05016 TSelSel IDM_mhc_860_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.423e-08 5.011e-05 860.0 0.3467 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.5984 THSCPM1b IDM_mhc_580_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.1431 0.0007943 580.0 12.105 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 5.355 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.7685 0.0001995 380.0 7.149 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 4.093 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_400_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.691 0.0002511 400.0 8.12 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 12.681 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 23.123 0.0007943 160.0 168.655 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.06e-07 0.0001584 1000.0 0.8087 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 6.812 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.8309 0.0001584 360.0 6.344 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 96.627 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 17.194 0.0001258 120.0 49.208 1[N1,e-]
Non-excluded CMS-EXO-13-006 55.507 443.759 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.005743 1.258e-06 100.0 0.7228 1[N1,e-]
Non-excluded CMS-SUS-17-009 5.064 2.771 TSelSel IDM_mhc_440_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.328e-05 5.011e-06 440.0 0.1333 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4021 0.08574 TSelSel IDM_mhc_780_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.599e-06 1e-05 780.0 0.08396 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01762 THSCPM1b IDM_mhc_780_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.1216 0.003981 780.0 33.502 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_440_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 2.586 0.2511 440.0 6689.049 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.05784 THSCPM1b IDM_mhc_820_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.002135 0.0005011 820.0 3.816 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_640_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 0.6067 0.5011 640.0 6264.348 1[N1,e-]
Non-excluded CMS-SUS-17-009 46.099 30.542 TSelSel IDM_mhc_240_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.000137 1e-06 240.0 0.09177 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1521 THSCPM1b IDM_mhc_340_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 6.657 0.01258 340.0 565.406 1[N1,e-]
Non-excluded CMS-SUS-17-009 8.009 3.638 TSelSel IDM_mhc_420_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 7.963e-05 1.995e-06 420.0 0.05838 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6044 THSCPM1b IDM_mhc_400_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 2.997 0.003162 400.0 102.241 1[N1,e-]
Non-excluded CMS-EXO-13-006 9.995 30.601 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_240_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.03484 1.584e-05 240.0 1.45 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002473 0.0003981 920.0 2.406 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02799 THSCPM1b IDM_mhc_460_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 2.0 0.01584 460.0 386.158 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.626e-09 7.943e-05 1000.0 0.406 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_680_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.3952 0.01995 680.0 221.218 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_380_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 4.485 0.3981 380.0 14299.055 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 7.036 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2327 7.943e-05 360.0 3.177 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.3149 0.06528 TSelSel IDM_mhc_820_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.766e-05 2.511e-06 820.0 0.01915 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 60.884 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_200_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.307 3.981e-05 200.0 5.318 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.03145 0.06309 980.0 336.161 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.2963 0.07481 TSelSel IDM_mhc_800_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.309e-07 1.995e-05 800.0 0.1591 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03206 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 29.005 0.1 160.0 21286.619 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 2.702 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_440_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.3901 0.0003162 440.0 8.432 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_760_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.2635 0.1584 760.0 1409.478 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.8829 1.881 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.003076 6.309e-05 480.0 1.409 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 25.955 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 27.188 0.0006309 100.0 362.733 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.1839 0.08574 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_780_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.568e-07 7.943e-05 780.0 0.6689 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.005616 0.001584 980.0 8.432 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02588 THSCPM1b IDM_mhc_780_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.05963 0.001995 780.0 16.722 1[N1,e-]
Non-excluded CMS-EXO-13-006 2.933 4.444 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_400_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003186 2.511e-05 400.0 0.812 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 246.227 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 10.31 3.162e-05 120.0 12.332 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 8.146 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 23.319 0.0007943 220.0 86.928 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_580_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.9583 0.05011 580.0 764.833 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.04577 0.1019 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_740_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.001241 0.0002511 740.0 2.349 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 3.711 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 36.614 0.001995 200.0 266.658 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 21.696 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 2.657 0.0001258 260.0 9.768 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 2.002e-09 0.0001 940.0 0.5786 1[N1,e-]
