SModelS_status Analysis Disp MT_displaced_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded CMS-EXO-13-006 1.814 2.77 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_440_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001994 3.162e-05 440.0 0.8432 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 125.106 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_160_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.133 2.511e-05 160.0 5.347 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 16.966 0.1995 260.0 15537.556 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.429e-09 6.309e-06 920.0 0.03809 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_780_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.2381 0.06309 780.0 530.448 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.633 0.3133 TSlepSlep IDM_mhc_680_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.473e-06 1e-05 680.0 0.1108 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.8199 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 19.847 0.01584 120.0 6185.798 1[N1,mu-]
Non-excluded CMS-SUS-17-009 48.971 79.053 TSlepSlep IDM_mhc_180_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.973e-05 1.258e-06 180.0 0.2094 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01057 THSCPM1b IDM_mhc_560_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 1.054 0.02511 560.0 411.097 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.08e-10 1.258e-05 940.0 0.07281 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01675 THSCPM1b IDM_mhc_600_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.73 0.01258 600.0 179.388 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 11.859 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 2.105 0.0001995 300.0 11.539 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_520_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 1.308 0.1258 520.0 2394.744 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 1.935 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1572 0.0002511 480.0 5.605 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_540_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 1.16 0.2511 540.0 4424.371 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.7628 0.3133 TSlepSlep IDM_mhc_680_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.169e-05 3.981e-06 680.0 0.04414 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.1208 0.2624 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_700_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.0005199 0.0001584 700.0 1.658 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.04 THSCPM1b IDM_mhc_320_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 7.436 0.003162 320.0 160.428 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 1.015 THSCPM1b,THSCPM8 IDM_mhc_500_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.416 0.0007943 500.0 16.308 1[N1,mu-]
Non-excluded CMS-SUS-17-009 2.993 1.592 TSlepSlep IDM_mhc_500_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003778 1e-06 500.0 0.02057 1[N1,mu-]
Non-excluded CMS-SUS-17-009 1.817 0.8734 TSlepSlep IDM_mhc_560_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002348 1.258e-06 560.0 0.02061 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1722 THSCPM1b IDM_mhc_480_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 1.434 0.005011 480.0 112.117 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.9796 1.337 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_520_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.976e-05 3.981e-05 520.0 0.756 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02076 THSCPM1b IDM_mhc_800_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.06866 0.002511 800.0 20.094 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2194 1.105 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_540_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.009309 0.0001258 540.0 2.217 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.171e-10 1.584e-06 940.0 0.009177 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.4962 THSCPM1b IDM_mhc_620_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.06356 0.0006309 620.0 8.432 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.1316 1.0 880.0 6599.563 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.02757 0.07943 1000.0 406.022 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 5.553 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 1.575 0.0003162 360.0 12.649 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02184 THSCPM1b IDM_mhc_740_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.1621 0.003981 740.0 37.231 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_840_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1707 0.2511 840.0 1827.101 1[N1,mu-]
Non-excluded CMS-SUS-17-009 13.571 13.789 TSlepSlep IDM_mhc_300_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.425e-05 3.981e-06 300.0 0.2307 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.5491 0.2703 TSlepSlep IDM_mhc_700_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.374e-06 1e-05 700.0 0.1044 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 2.917e-05 0.0003162 1000.0 1.617 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02868 THSCPM1b IDM_mhc_300_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 10.569 0.03981 300.0 2307.917 1[N1,mu-]
Non-excluded CMS-EXO-13-006 3.717 10.781 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_320_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.004671 2.511e-05 320.0 1.273 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.7202 0.5796 TSlepSlep IDM_mhc_600_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.72e-07 3.162e-05 600.0 0.4505 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1721 THSCPM1b IDM_mhc_440_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 2.25 0.006309 440.0 168.655 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.1982 0.05015 TSlepSlep IDM_mhc_860_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.336e-06 7.943e-06 860.0 0.05496 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.004509 0.001258 960.0 6.972 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 3.184 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 27.642 0.005011 100.0 2880.685 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.704 82.691 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_180_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.5261 1.584e-05 180.0 2.638 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.09044 THSCPM1b IDM_mhc_480_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 1.596 0.01 480.0 223.473 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1017 0.02511 900.0 159.134 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_700_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.3876 0.7943 700.0 8291.048 1[N1,mu-]
Non-excluded CMS-SUS-17-009 1.23 0.8746 TSlepSlep IDM_mhc_560_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.533e-06 1.584e-05 560.0 0.2596 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_500_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 1.513 0.1 500.0 2057.632 1[N1,mu-]
Non-excluded CMS-SUS-17-009 16.99 13.789 TSlepSlep IDM_mhc_300_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.655e-05 1.995e-06 300.0 0.1153 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.1922 0.195 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_720_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 2.764e-05 0.0001 720.0 0.9866 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.02245 0.07384 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_780_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.00114 0.0003162 780.0 2.659 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01693 THSCPM1b IDM_mhc_640_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.5027 0.01 640.0 124.89 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_440_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 2.593 1.0 440.0 26629.819 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2417 0.1131 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_740_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.861e-07 6.309e-05 740.0 0.5907 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.4414 THSCPM1b IDM_mhc_520_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.7021 0.001995 520.0 37.947 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_700_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.3777 0.07943 700.0 829.104 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_820_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1983 0.1258 820.0 957.897 1[N1,mu-]
Non-excluded CMS-SUS-17-009 3.652 1.905 TSlepSlep IDM_mhc_480_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003682 1e-06 480.0 0.02234 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.5869 2.727 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_440_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0243 7.943e-05 440.0 2.114 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_760_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.2658 0.3162 760.0 2802.939 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 2.899 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_440_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.1455 0.0001584 440.0 4.225 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.231 181.6 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.8446 1e-05 140.0 2.818 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.2134 THSCPM1b IDM_mhc_640_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1327 0.001258 640.0 15.786 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 8.882 THSCPM1b,THSCPM8 IDM_mhc_320_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 1.911 0.0002511 320.0 12.73 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.259 THSCPM1b IDM_mhc_640_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.07081 0.0007943 640.0 9.966 1[N1,mu-]
Non-excluded CMS-SUS-17-009 1.004 0.4941 TSlepSlep IDM_mhc_620_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002228 1.258e-06 620.0 0.01686 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.04157 0.06309 940.0 365.42 1[N1,mu-]
Non-excluded CMS-SUS-17-009 7.533 6.771 TSlepSlep IDM_mhc_360_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.15e-05 5.011e-06 360.0 0.2005 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.01982 0.01 1000.0 51.12 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.59e-09 5.011e-06 1000.0 0.02562 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.01285 0.003162 980.0 16.865 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6486 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 21.785 0.007943 240.0 728.143 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.2097 THSCPM1b IDM_mhc_660_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.07633 0.001 660.0 11.745 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.04767 0.05011 920.0 302.648 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2148 0.5564 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_600_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.001966 0.0001258 600.0 1.793 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.02373 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 19.908 0.1995 120.0 77994.847 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_640_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.5532 0.01995 640.0 249.78 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.3672 0.08572 TSlepSlep IDM_mhc_780_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.179e-05 5.011e-06 780.0 0.04216 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.198 THSCPM1b,THSCPM8 IDM_mhc_400_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 2.379 0.001584 400.0 51.253 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01422 THSCPM1b IDM_mhc_460_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 2.063 0.03162 460.0 770.808 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1221 THSCPM1b IDM_mhc_380_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 4.26 0.01258 380.0 451.549 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.8368 0.4951 TSlepSlep IDM_mhc_620_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.466e-06 1.584e-05 620.0 0.2114 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 5.625 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 43.365 0.001584 180.0 263.806 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01705 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 46.345 0.1584 180.0 26380.61 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.656 1.908 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.631e-06 2.511e-05 480.0 0.5605 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_760_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.2609 0.1 760.0 884.874 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_620_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.7143 1.0 620.0 13332.902 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.869 4.412 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_400_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.03615 6.309e-05 400.0 2.038 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.0 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 13.672 0.6309 140.0 177772.039 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.1538 0.04402 TSlepSlep IDM_mhc_880_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.708e-07 1.995e-05 880.0 0.1315 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.145e-10 3.162e-06 960.0 0.01761 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2423 0.2702 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_700_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 7.571e-06 7.943e-05 700.0 0.8291 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.3216 0.7267 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_580_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.001409 0.0001 580.0 1.529 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0164 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 13.044 0.07943 280.0 5304.488 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 13.539 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 37.885 0.0006309 180.0 104.961 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_740_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 0.3073 0.5011 740.0 4687.101 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_800_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.2062 0.03162 800.0 252.983 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.7539 THSCPM1b IDM_mhc_560_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.1371 0.0006309 560.0 10.331 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 34.086 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 18.403 0.0003981 120.0 155.375 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.08134 THSCPM1b IDM_mhc_720_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1372 0.002511 720.0 24.821 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.018 1.126 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_540_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.905e-06 3.162e-05 540.0 0.5574 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_540_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 1.135 0.05011 540.0 884.874 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.2724 0.06537 TSlepSlep IDM_mhc_820_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 7.086e-06 6.309e-06 820.0 0.04801 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_660_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.5088 0.1584 660.0 1861.575 1[N1,mu-]
Non-excluded CMS-SUS-17-009 14.01 8.451 TSlepSlep IDM_mhc_340_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002645 1e-06 340.0 0.04494 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_520_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 1.295 0.06309 520.0 1195.92 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.1361 0.07479 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_800_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 2.059e-06 0.0001 800.0 0.7988 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.6753 1.329 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_520_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0007648 6.309e-05 520.0 1.195 1[N1,mu-]
Non-excluded CMS-SUS-17-009 9.685 8.453 TSlepSlep IDM_mhc_340_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.69e-05 3.981e-06 340.0 0.1793 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6917 THSCPM1b IDM_mhc_340_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 6.073 0.003981 340.0 179.388 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.2228 0.05717 TSlepSlep IDM_mhc_840_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.741e-05 3.162e-06 840.0 0.02291 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.3476 0.4937 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_620_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001365 7.943e-05 620.0 1.06 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.4933 0.2703 TSlepSlep IDM_mhc_700_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.346e-06 1.584e-05 700.0 0.1658 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1372 THSCPM1b IDM_mhc_400_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 3.519 0.01 400.0 322.957 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.01063 THSCPM1b IDM_mhc_920_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.006856 0.001258 920.0 7.618 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 2.313 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 13.511 0.005011 140.0 1409.478 1[N1,mu-]
Non-excluded CMS-SUS-17-009 39.943 114.212 TSlepSlep IDM_mhc_160_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.381e-05 1.995e-06 160.0 0.4243 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2598 THSCPM1b IDM_mhc_400_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 3.37 0.006309 400.0 203.85 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 183.553 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.382 2.511e-05 140.0 7.072 1[N1,mu-]
