SModelS_status Analysis Disp MT_displaced_xsec THSCPM1b Tx Tx_weights file r_max m(N1) m(H+) ctau(H+) BR(H+)
Excluded ATLAS-SUSY-2016-32 0.0 7.803 73.38695874865269 THSCPM1b "{'THSCPM1b': 73.38695874865269}" IDM_mhc_240_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 73.386 0.001 240.0 91.779 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.7635 0.26477512658924457 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.26477512658924457, 'THSCPM2b': 4.3941024441323895e-05}" IDM_mhc_580_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.2648 0.0003981 580.0 6.071 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.016 0.4168 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.0160074766845177}" IDM_mhc_600_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.016 1e-05 600.0 0.1429 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 24.312 4.617 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 24.312109265647326}" IDM_mhc_360_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 24.312 3.981e-06 360.0 0.1591 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02654 9.545251839694431e-06 THSCPM1b,THSCPM2b "{'THSCPM1b': 9.545251839694431e-06, 'THSCPM2b': 9.267479037163193e-09}" IDM_mhc_880_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 9.554e-06 0.0001584 880.0 1.049 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.6456 0.05223 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.6456095437145319}" IDM_mhc_780_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.6456 6.309e-06 780.0 0.05304 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01053 2.442415691749492e-09 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.442415691749492e-09, 'THSCPM2b': 3.603197019863998e-10}" IDM_mhc_920_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.802e-09 1.995e-06 920.0 0.01203 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.069 0.2982 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.069130823836836}" IDM_mhc_620_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.069 1.584e-05 620.0 0.2114 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.811 3.048 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.8118270741421196}" IDM_mhc_400_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.811 5.011e-05 400.0 1.617 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 15.700716717801207 THSCPM1b "{'THSCPM1b': 15.700716717801207}" IDM_mhc_420_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 15.7 0.6309 420.0 18441.772 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.485 1.569 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.485328907628951}" IDM_mhc_460_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.485 2.511e-05 460.0 0.6109 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 4.010992047713656e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 4.010992047713656e-10, 'THSCPM2b': 4.4699295435082234e-12}" IDM_mhc_960_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.055e-10 7.943e-05 960.0 0.4404 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3396 0.02659 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.33966837041387965}" IDM_mhc_880_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.3396 5.011e-06 880.0 0.0331 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.158 45.54450528648009 THSCPM1b "{'THSCPM1b': 45.54450528648009}" IDM_mhc_300_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 45.544 0.002511 300.0 146.168 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 5.4593059045425197e-05 THSCPM1b,THSCPM2b "{'THSCPM1b': 5.4593059045425197e-05, 'THSCPM2b': 2.911523634501362e-08}" IDM_mhc_940_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 5.462e-05 0.0003162 940.0 1.827 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 52.362 44.648 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 52.36227240057522}" IDM_mhc_200_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 52.362 6.309e-06 200.0 0.8432 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.02140695665821585 THSCPM1b "{'THSCPM1b': 0.02140695665821585}" IDM_mhc_940_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.0214 0.005011 940.0 29.018 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.7515 0.1035 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.7515468212220734}" IDM_mhc_740_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.7515 3.162e-05 740.0 0.2958 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.727 1.9167283402842161 THSCPM1b "{'THSCPM1b': 1.9167283402842161}" IDM_mhc_480_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 1.916 0.0006309 480.0 14.094 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 18.815 115.10210586051667 THSCPM1b "{'THSCPM1b': 115.10210586051667}" IDM_mhc_100_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 115.102 0.001584 100.0 909.34 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.098929858931919 THSCPM1b "{'THSCPM1b': 1.098929858931919}" IDM_mhc_740_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 1.098 0.1584 740.0 1483.661 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1507 1.5127337635884146 THSCPM1b "{'THSCPM1b': 1.5127337635884146}" IDM_mhc_640_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 1.512 0.003981 640.0 49.83 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03619 0.13796630732591741 THSCPM1b "{'THSCPM1b': 0.13796630732591741}" IDM_mhc_860_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.1379 0.003162 860.0 21.876 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 4.783 110.86046356991507 THSCPM1b "{'THSCPM1b': 110.86046356991507}" IDM_mhc_220_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 110.86 0.001995 220.0 218.766 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.818 0.8381 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 4.818450415479172}" IDM_mhc_520_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.818 1.258e-05 520.0 0.2394 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.0723507764011315 THSCPM1b "{'THSCPM1b': 1.0723507764011315}" IDM_mhc_740_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 1.072 0.06309 740.0 590.799 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 25.038 3.687 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 25.038990844002416}" IDM_mhc_380_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 25.038 1.995e-06 380.0 0.07149 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.602 0.4913 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 4.602824218711898}" IDM_mhc_580_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 4.602 1.584e-06 580.0 0.02418 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.3029 0.04163212380701589 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.04163212380701589, 'THSCPM2b': 1.1454167672998472e-05}" IDM_mhc_660_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.04164 0.0003162 660.0 3.723 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 37.997 43.74215842456077 THSCPM1b "{'THSCPM1b': 43.74215842456077}" IDM_mhc_220_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 43.742 0.0001584 220.0 17.309 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.40974820006726886 THSCPM1b "{'THSCPM1b': 0.40974820006726886}" IDM_mhc_860_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.4097 0.3981 860.0 2752.119 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 90.91686978540392 THSCPM1b "{'THSCPM1b': 90.91686978540392}" IDM_mhc_240_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 90.916 1.0 240.0 91779.982 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.019318832066732617 THSCPM1b "{'THSCPM1b': 0.019318832066732617}" IDM_mhc_980_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.01931 0.007943 980.0 42.254 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2578 0.02334 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.25787110575333244}" IDM_mhc_900_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2578 1.584e-05 900.0 0.1001 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1371 9.800165469484062 THSCPM1b "{'THSCPM1b': 9.800165469484062}" IDM_mhc_460_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 9.8 0.01584 460.0 386.158 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.7779 0.2541 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.7779503624617591}" IDM_mhc_640_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.7779 7.943e-05 640.0 0.9966 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.147 160.3268092913727 THSCPM1b "{'THSCPM1b': 160.3268092913727}" IDM_mhc_200_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 160.326 0.01 200.0 1333.29 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.22 21.582806771591645 THSCPM1b "{'THSCPM1b': 21.582806771591645}" IDM_mhc_380_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 21.582 0.01584 380.0 568.665 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.603 2.472423701243525 THSCPM1b "{'THSCPM1b': 2.472423701243525}" IDM_mhc_440_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 2.472 0.0005011 440.0 13.332 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 157.505 64.22416447559128 THSCPM1b,THSCPM2b "{'THSCPM1b': 64.22416447559128, 'THSCPM2b': 0.0014842955955298796}" IDM_mhc_120_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 64.225 0.0001258 120.0 49.208 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.034361645822313644 THSCPM1b "{'THSCPM1b': 0.034361645822313644}" IDM_mhc_960_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.03436 0.3162 960.0 1761.847 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.1938 53.17586993285441 THSCPM1b "{'THSCPM1b': 53.17586993285441}" IDM_mhc_140_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 53.175 0.1 140.0 28189.566 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2016 4.362770382146604 THSCPM1b "{'THSCPM1b': 4.362770382146604}" IDM_mhc_540_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 4.362 0.006309 540.0 110.857 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.383 0.1865 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.3836428297318548}" IDM_mhc_680_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.383 1.258e-06 680.0 0.01399 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 4.216 201.69919851741503 THSCPM1b "{'THSCPM1b': 201.69919851741503}" IDM_mhc_180_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 201.699 0.003162 180.0 526.205 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 35.324 91.87794462207401 THSCPM1b "{'THSCPM1b': 91.87794462207401}" IDM_mhc_200_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 91.877 0.0002511 200.0 33.559 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.299 0.03036 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.2990333628083697}" IDM_mhc_860_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.299 3.162e-05 860.0 0.2187 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 3.795 13.14553775556087 THSCPM1b "{'THSCPM1b': 13.14553775556087}" IDM_mhc_360_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 13.145 0.0007943 360.0 31.775 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.05587189448919488 THSCPM1b "{'THSCPM1b': 0.05587189448919488}" IDM_mhc_920_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.05587 0.006309 920.0 38.094 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.6826 0.2951 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.6826665028715998}" IDM_mhc_620_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.6826 0.0001 620.0 1.333 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 79.225 98.88 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 79.22585491243527}" IDM_mhc_160_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 79.225 3.162e-06 160.0 0.6734 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.9864 4.425016877393755 THSCPM1b "{'THSCPM1b': 4.425016877393755}" IDM_mhc_480_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 4.425 0.001584 480.0 35.426 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02757 4.945214740088025 THSCPM1b "{'THSCPM1b': 4.945214740088025}" IDM_mhc_560_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 4.945 0.03981 560.0 651.244 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 7.088733962364106 THSCPM1b "{'THSCPM1b': 7.088733962364106}" IDM_mhc_500_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 7.088 0.7943 500.0 16308.013 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.08809 0.04851 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.0880905480172624}" IDM_mhc_780_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.08809 0.0002511 780.0 2.112 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.1509 116.87040809375152 THSCPM1b "{'THSCPM1b': 116.87040809375152}" IDM_mhc_100_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 116.87 0.1995 100.0 114724.978 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.582 6.165 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.582624714343652}" IDM_mhc_340_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.582 3.981e-05 340.0 1.793 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 57.642 9.679 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 57.64204923997643}" IDM_mhc_300_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 57.642 1.258e-06 300.0 0.07308 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01971 53.61362964641652 THSCPM1b "{'THSCPM1b': 53.61362964641652}" IDM_mhc_300_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 53.613 0.2511 300.0 14616.812 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.769454021450319 THSCPM1b "{'THSCPM1b': 1.769454021450319}" IDM_mhc_680_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 1.769 0.6309 680.0 6997.41 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.40438416696933466 THSCPM1b "{'THSCPM1b': 0.40438416696933466}" IDM_mhc_860_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.4043 0.1584 860.0 1096.26 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 8.342 1.002 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 8.34238611861421}" IDM_mhc_500_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 8.342 1e-06 500.0 0.02057 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.3625905257049714 THSCPM1b "{'THSCPM1b': 0.3625905257049714}" IDM_mhc_880_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.3625 0.7943 880.0 5248.057 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.209 0.4166 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 4.209467526670583}" IDM_mhc_600_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 4.209 1.995e-06 600.0 0.02843 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 59.7 31.503 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 59.700323654707105}" IDM_mhc_220_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 59.7 5.011e-06 220.0 0.5496 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 72.457 22.803 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 72.45737342749398}" IDM_mhc_240_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 72.457 2.511e-06 240.0 0.2302 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.02733995958476829 THSCPM1b "{'THSCPM1b': 0.02733995958476829}" IDM_mhc_960_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.02733 0.01584 960.0 88.092 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.827 2.535 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.827436314830492}" IDM_mhc_420_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.827 6.309e-05 420.0 1.844 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1756 0.7496807104047535 THSCPM1b "{'THSCPM1b': 0.7496807104047535}" IDM_mhc_680_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.7496 0.002511 680.0 27.831 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.325 3.45 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.3258043513493538}" IDM_mhc_400_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.325 7.943e-05 400.0 2.566 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 3.832038994262694e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.832038994262694e-10, 'THSCPM2b': 7.0154181155625956e-12}" IDM_mhc_960_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.902e-10 5.011e-05 960.0 0.2779 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2423 0.02335 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.24232406380126503}" IDM_mhc_900_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2423 2.511e-05 900.0 0.1591 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04081 0.3856244383845659 THSCPM1b "{'THSCPM1b': 0.3856244383845659}" IDM_mhc_780_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.3856 0.005011 780.0 42.163 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.163 68.44415095490162 THSCPM1b "{'THSCPM1b': 68.44415095490162}" IDM_mhc_260_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 68.444 0.006309 260.0 490.863 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 161.7321331468617 THSCPM1b "{'THSCPM1b': 161.7321331468617}" IDM_mhc_200_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 161.732 1.0 200.0 133329.029 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.03933590935526767 THSCPM1b "{'THSCPM1b': 0.03933590935526767}" IDM_mhc_940_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 0.03933 0.2511 940.0 1450.933 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.06272 120.7506854597281 THSCPM1b "{'THSCPM1b': 120.7506854597281}" IDM_mhc_220_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 120.75 0.1584 220.0 17309.382 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 3.6 2.29605719946533 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.29605719946533, 'THSCPM2b': 0.00027524772803238503}" IDM_mhc_420_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 2.296 0.0003162 420.0 9.264 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3179 0.0266 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.3179333087780054}" IDM_mhc_880_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.3179 7.943e-06 880.0 0.05248 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.795 0.4916 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 4.795323395920983}" IDM_mhc_580_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 4.795 2.511e-06 580.0 0.03831 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.3538900188855707 THSCPM1b "{'THSCPM1b': 0.3538900188855707}" IDM_mhc_880_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 0.3538 0.1258 880.0 832.603 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4126 0.04551 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.41263344233438787}" IDM_mhc_800_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4126 3.981e-05 800.0 0.3182 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.3786 5.29609512044499 THSCPM1b "{'THSCPM1b': 5.29609512044499}" IDM_mhc_500_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 5.296 0.003981 500.0 81.878 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.3011 116.85621455410093 THSCPM1b "{'THSCPM1b': 116.85621455410093}" IDM_mhc_100_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 116.856 0.1 100.0 57529.726 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.02592 53.19810963762877 THSCPM1b "{'THSCPM1b': 53.19810963762877}" IDM_mhc_140_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 53.198 0.6309 140.0 177772.039 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 21.477 21.927265546484133 THSCPM1b "{'THSCPM1b': 21.927265546484133}" IDM_mhc_260_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 21.927 0.0001995 260.0 15.537 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 6.864 2.265111549173735 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.265111549173735, 'THSCPM2b': 0.00047486364567252387}" IDM_mhc_360_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 2.265 0.0001258 360.0 5.033 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3885 0.03469 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.3885842894951961}" IDM_mhc_840_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.3885 1.258e-05 840.0 0.09135 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.6529 0.26271818692596965 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.26271818692596965, 'THSCPM2b': 3.866521198900585e-05}" IDM_mhc_600_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2627 0.0005011 600.0 7.149 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 7.033677272425151 THSCPM1b "{'THSCPM1b': 7.033677272425151}" IDM_mhc_500_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 7.033 0.1258 500.0 2589.592 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.1874 0.021349754196777152 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.021349754196777152, 'THSCPM2b': 5.56322438127528e-06}" IDM_mhc_720_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.02135 0.0003981 720.0 3.93 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 170.523 157.518 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 170.52352509268135}" IDM_mhc_140_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 170.523 1.258e-06 140.0 0.3549 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.7659 2.277 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.7659381805596}" IDM_mhc_440_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.7659 0.0001 440.0 2.662 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1523 0.03002 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.15239980071131992}" IDM_mhc_860_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1523 1e-06 860.0 0.006923 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 43.35669832093181 THSCPM1b "{'THSCPM1b': 43.35669832093181}" IDM_mhc_320_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 43.356 0.3162 320.0 16042.842 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.04747 74.01385705919598 THSCPM1b,THSCPM2b "{'THSCPM1b': 74.01385705919598, 'THSCPM2b': 4.51080904848465e-07}" IDM_mhc_120_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 74.013 0.5011 120.0 195373.231 1[N1,mu-]
