mHch[GeV],mN1[GeV],y_relic,GammaHch_relic[GeV]
560,1.9952623149688787e-6,2.3283900955060032e-8,6.039898746037175e-15
560,2.5118864315095823e-6,2.075179856961045e-8,4.797662108853103e-15
560,3.162277660168379e-6,1.8495059943127843e-8,3.810918473728863e-15
560,3.981071705534969e-6,1.6483739525152553e-8,3.0271201439152024e-15
560,5.011872336272725e-6,1.4691148315744508e-8,2.4045270002144733e-15
560,6.30957344480193e-6,1.3093499718669295e-8,1.9099836874272367e-15
560,7.943282347242822e-6,1.1669593907717935e-8,1.5171539707862485e-15
560,0.00001,1.0400536517893456e-8,1.205118235419576e-15
560,0.000012589254117941661,9.269487928666828e-9,9.572594405748737e-16
560,0.00001584893192461114,8.261439812443738e-9,7.603782016049918e-16
560,0.000019952623149688786,7.363015983175962e-9,6.039898746037175e-16
560,0.000025118864315095822,6.5622949024993395e-9,4.797662108853104e-16
560,0.000031622776601683795,5.8486514881628425e-9,3.810918473728864e-16
560,0.000039810717055349695,5.212616125642472e-9,3.027120143915203e-16
560,0.00005011872336272725,4.645749012109953e-9,2.404527000214473e-16
560,0.00006309573444801929,4.140528165376938e-9,1.9099836874272362e-16
560,0.00007943282347242822,3.6902496117614177e-9,1.5171539707862486e-16
560,0.0001,3.2889384284300938e-9,1.2051182354195759e-16
560,0.00012589254117941674,2.9312694598025016e-9,9.57259440574872e-17
560,0.00015848931924611142,2.6124966559718536e-9,7.60378201604991e-17
560,0.0001995262314968881,2.3283900955062955e-9,6.039898746037158e-17
560,0.0002511886431509582,2.0751798569614604e-9,4.797662108853093e-17
560,0.00031622776601683794,1.8495059943133704e-9,3.8109184737288485e-17
560,0.00039810717055349735,1.6483739525160828e-9,3.0271201439151825e-17
560,0.0005011872336272725,1.4691148315756206e-9,2.404527000214451e-17
560,0.0006309573444801936,1.3093499718685808e-9,1.909983687427206e-17
560,0.0007943282347242822,1.1669593907741274e-9,1.517153970786213e-17
560,0.001,1.0400536517926425e-9,1.2051182354195313e-17
560,0.0012589254117941675,9.269487928713391e-10,9.572594405748162e-18
560,0.001584893192461114,8.261439812509518e-10,7.60378201604921e-18
560,0.0019952623149688807,7.363015983268874e-10,6.0398987460362736e-18
560,0.002511886431509582,6.562294902630589e-10,4.7976621088519785e-18
560,0.0031622776601683794,5.848651488348234e-10,3.810918473727443e-18
560,0.003981071705534973,5.212616125904343e-10,3.027120143913414e-18
560,0.005011872336272725,4.645749012479861e-10,2.4045270002122245e-18
560,0.006309573444801936,4.1405281658994455e-10,1.9099836874244034e-18
560,0.00794328234724282,3.6902496124994813e-10,1.517153970782685e-18
560,0.01,3.2889384294726353e-10,1.2051182354150891e-18
560,0.012589254117941687,2.9312694612751287e-10,9.572594405692228e-19
560,0.01584893192461114,2.612496658051997e-10,7.603782015978801e-19
560,0.01995262314968879,2.328390098444578e-10,6.039898745947646e-19
560,0.025118864315095822,2.0751798611118922e-10,4.797662108740391e-19
560,0.03162277660168379,1.8495060001760117e-10,3.8109184735869686e-19
560,0.039810717055349776,1.6483739607972826e-10,3.0271201437365626e-19
560,0.05011872336272725,1.4691148432731272e-10,2.404526999989585e-19
560,0.06309573444801943,1.3093499883917477e-10,1.909983687144114e-19
560,0.07943282347242822,1.166959414113722e-10,1.5171539704298238e-19
560,0.1,1.0400536847606962e-10,1.2051182349708633e-19
560,0.12589254117941687,9.269488394399533e-11,9.572594400099763e-20
560,0.15848931924611143,8.2614404703087e-11,7.6037820089383e-20
560,0.19952623149688828,7.363016912434957e-11,6.039898737084165e-20
560,0.25118864315095824,6.562296215112667e-11,4.7976620975819484e-20
560,0.31622776601683794,5.848653342278665e-11,3.8109184595393166e-20
560,0.39810717055349776,5.212618744651164e-11,3.027120126051614e-20
560,0.5011872336272725,4.6457527115591564e-11,2.404526977725549e-20
560,0.6309573444801942,4.140533390990262e-11,1.9099836591153405e-20
560,0.7943282347242822,3.690256993141885e-11,1.517153935143662e-20
560,1.,3.2889488549193324e-11,1.2051181905481652e-20
580,1.e-6,3.347861865707e-8,1.2932818992000378e-14
580,1.2589254117941661e-6,2.9837850285535565e-8,1.0272903279924329e-14
580,1.584893192461114e-6,2.6593012058877802e-8,8.160057127835562e-15
580,1.9952623149688787e-6,2.370104694527686e-8,6.48176377360292e-15
580,2.5118864315095823e-6,2.1123580324729932e-8,5.148647976185798e-15
580,3.162277660168379e-6,1.8826410781159087e-8,4.089716458140412e-15
580,3.981071705534969e-6,1.6779056270399306e-8,3.2485772547175177e-15
580,5.011872336272725e-6,1.495434964199228e-8,2.580436636105215e-15
580,6.30957344480193e-6,1.3328078147605666e-8,2.0497136779753203e-15
580,7.943282347242822e-6,1.1878662152573416e-8,1.6281454475163484e-15
580,0.00001,1.058686878725488e-8,1.2932818992000375e-15
580,0.000012589254117941661,9.435556738539788e-9,1.0272903279924331e-15
580,0.00001584893192461114,8.409448795037767e-9,8.160057127835565e-16
580,0.000019952623149688786,7.49492912776511e-9,6.481763773602918e-16
580,0.000025118864315095822,6.679862616366591e-9,5.148647976185798e-16
580,0.000031622776601683795,5.9534338234412685e-9,4.0897164581404116e-16
580,0.000039810717055349695,5.306003480259214e-9,3.248577254717518e-16
580,0.00005011872336272725,4.728980579521952e-9,2.5804366361052143e-16
580,0.00006309573444801929,4.2147083779152245e-9,2.0497136779753204e-16
580,0.00007943282347242822,3.7563627957771236e-9,1.6281454475163476e-16
580,0.0001,3.3478618657070992e-9,1.2932818992000374e-16
580,0.00012589254117941674,2.983785028553695e-9,1.0272903279924316e-16
580,0.00015848931924611142,2.6593012058879776e-9,8.160057127835555e-17
580,0.0001995262314968881,2.370104694527964e-9,6.481763773602905e-17
580,0.0002511886431509582,2.112358032473387e-9,5.1486479761857873e-17
580,0.00031622776601683794,1.8826410781164658e-9,4.089716458140401e-17
580,0.00039810717055349735,1.6779056270407159e-9,3.2485772547174975e-17
580,0.0005011872336272725,1.495434964200338e-9,2.5804366361051932e-17
580,0.0006309573444801936,1.332807814762134e-9,2.0497136779752908e-17
580,0.0007943282347242822,1.1878662152595568e-9,1.6281454475163145e-17
580,0.001,1.058686878728617e-9,1.293281899199994e-17
580,0.0012589254117941675,9.43555673858398e-10,1.0272903279923772e-17
580,0.001584893192461114,8.409448795100198e-10,8.160057127834877e-18
580,0.0019952623149688807,7.494929127853296e-10,6.481763773602048e-18
580,0.002511886431509582,6.67986261649116e-10,5.1486479761847085e-18
580,0.0031622776601683794,5.953433823617228e-10,4.089716458139041e-18
580,0.003981071705534973,5.30600348050776e-10,3.2485772547157887e-18
580,0.005011872336272725,4.728980579873038e-10,2.5804366361030418e-18
580,0.006309573444801936,4.2147083784111424e-10,2.0497136779725822e-18
580,0.00794328234724282,3.75636279647763e-10,1.628145447512904e-18
580,0.01,3.347861866696589e-10,1.2932818991957004e-18
580,0.012589254117941687,2.9837850299513853e-10,1.0272903279869708e-18
580,0.01584893192461114,2.65930120786227e-10,8.160057127766824e-19
580,0.01995262314968879,2.3701046973167266e-10,6.481763773516382e-19
580,0.025118864315095822,2.1123580364126177e-10,5.148647976076854e-19
580,0.03162277660168379,1.8826410836807766e-10,4.08971645800326e-19
580,0.039810717055349776,1.6779056349005138e-10,3.2485772545448467e-19
580,0.05011872336272725,1.495434975302599e-10,2.5804366358878423e-19
580,0.06309573444801943,1.3328078304444937e-10,2.0497136777016603e-19
580,0.07943282347242822,1.18786623741148e-10,1.6281454471718365e-19
580,0.1,1.0586869100190405e-10,1.2932818987663226e-19
580,0.12589254117941687,9.43555718057296e-11,1.0272903274464156e-19
580,0.15848931924611143,8.40944941942625e-11,8.160057120961638e-20
580,0.19952623149688828,7.49493000973732e-11,6.481763764949148e-20
580,0.25118864315095824,6.679863862185546e-11,5.1486479652913603e-20
580,0.31622776601683794,5.953435583207509e-11,4.0897164444251283e-20
580,0.39810717055349776,5.306005965995521e-11,3.2485772374509865e-20
580,0.5011872336272725,4.728984090718783e-11,2.5804366143679422e-20
580,0.6309573444801942,4.214713337614723e-11,2.0497136506096994e-20
580,0.7943282347242822,3.756369801543704e-11,1.6281454130650542e-20
580,1.,3.3478717616262164e-11,1.2932818558283804e-20
600,1.e-6,3.405779278740448e-8,1.3845683274186942e-14
600,1.2589254117941661e-6,3.035403977253897e-8,1.0998017153736437e-14
600,1.584893192461114e-6,2.7053066423424364e-8,8.73603555119482e-15
600,1.9952623149688787e-6,2.4111070829271506e-8,6.939279697869151e-15
600,2.5118864315095823e-6,2.1489014495997403e-8,5.5120657926664426e-15
600,3.162277660168379e-6,1.915210432912735e-8,4.378389490772836e-15
600,3.981071705534969e-6,1.7069330950570127e-8,3.477878395140936e-15
600,5.011872336272725e-6,1.5213057223010994e-8,2.7625770061980117e-15
600,6.30957344480193e-6,1.355865152189091e-8,2.1943929166231602e-15
600,7.943282347242822e-6,1.2084160888713803e-8,1.74306825175274e-15
600,0.00001,1.0770019728625298e-8,1.3845683274186943e-15
600,0.000012589254117941661,9.59879018685625e-9,1.0998017153736435e-15
600,0.00001584893192461114,8.554930758984619e-9,8.736035551194816e-16
600,0.000019952623149688786,7.624590064614284e-9,6.93927969786915e-16
600,0.000025118864315095822,6.795423047972717e-9,5.512065792666441e-16
600,0.000031622776601683795,6.056427166521369e-9,4.3783894907728357e-16
600,0.000039810717055349695,5.397796393900882e-9,3.477878395140934e-16
600,0.00005011872336272725,4.81079109991912e-9,2.762577006198013e-16
600,0.00006309573444801929,4.287622080968409e-9,2.19439291662316e-16
600,0.00007943282347242822,3.821347202026079e-9,1.7430682517527394e-16
600,0.0001,3.4057792787405417e-9,1.3845683274186938e-16
600,0.00012589254117941674,3.0354039772540284e-9,1.0998017153736418e-16
600,0.00015848931924611142,2.7053066423426243e-9,8.736035551194814e-17
600,0.0001995262314968881,2.4111070829274143e-9,6.939279697869135e-17
600,0.0002511886431509582,2.1489014496001148e-9,5.512065792666431e-17
600,0.00031622776601683794,1.915210432913264e-9,4.378389490772823e-17
600,0.00039810717055349735,1.706933095057759e-9,3.4778783951409154e-17
600,0.0005011872336272725,1.521305722302155e-9,2.7625770061979916e-17
600,0.0006309573444801936,1.3558651521905816e-9,2.1943929166231317e-17
600,0.0007943282347242822,1.2084160888734863e-9,1.7430682517527057e-17
600,0.001,1.0770019728655048e-9,1.3845683274186523e-17
600,0.0012589254117941675,9.59879018689827e-10,1.0998017153735898e-17
600,0.001584893192461114,8.55493075904398e-10,8.736035551194154e-18
600,0.0019952623149688807,7.62459006469813e-10,6.939279697868307e-18
600,0.002511886431509582,6.795423048091156e-10,5.5120657926653875e-18
600,0.0031622776601683794,6.056427166688669e-10,4.378389490771509e-18
600,0.003981071705534973,5.397796394137197e-10,3.477878395139261e-18
600,0.005011872336272725,4.810791100252926e-10,2.7625770061959087e-18
600,0.006309573444801936,4.28762208143992e-10,2.1943929166205092e-18
600,0.00794328234724282,3.82134720269211e-10,1.7430682517494066e-18
600,0.01,3.4057792796813366e-10,1.384568327414498e-18
600,0.012589254117941687,3.035403978582933e-10,1.0998017153683576e-18
600,0.01584893192461114,2.705306644219755e-10,8.736035551128305e-19
600,0.01995262314968879,2.4111070855789334e-10,6.939279697785412e-19
600,0.025118864315095822,2.1489014533454828e-10,5.51206579256102e-19
600,0.03162277660168379,1.9152104382037373e-10,4.378389490640119e-19
600,0.039810717055349776,1.7069331025307502e-10,3.4778783949738476e-19
600,0.05011872336272725,1.5213057328580368e-10,2.7625770059876703e-19
600,0.06309573444801943,1.35586516710116e-10,2.1943929163583506e-19
600,0.07943282347242822,1.20841610993524e-10,1.7430682514193712e-19
600,0.1,1.0770020026160227e-10,1.3845683269990075e-19
600,0.12589254117941687,9.598790607135504e-11,1.0998017148452865e-19
600,0.15848931924611143,8.554931352644875e-11,8.736035544543227e-20
600,0.19952623149688828,7.624590903181712e-11,6.939279689495282e-20
600,0.25118864315095824,6.795424232480778e-11,5.512065782124383e-20
600,0.31622776601683794,6.056428839683648e-11,4.378389477501166e-20
600,0.39810717055349776,5.397798757305796e-11,3.4778783784328825e-20
600,0.5011872336272725,4.810794438318156e-11,2.7625769851638244e-20
600,0.6309573444801942,4.287626796584294e-11,2.1943928901426695e-20
600,0.7943282347242822,3.8213538630148546e-11,1.7430682184157625e-20
600,1.,3.4057886876468645e-11,1.3845682854498832e-20
620,1.e-6,3.462755639965556e-8,1.4789909779549614e-14
620,1.2589254117941661e-6,3.086184212647221e-8,1.1748042926921039e-14
620,1.584893192461114e-6,2.750564574775389e-8,9.331802199606261e-15
620,1.9952623149688787e-6,2.4514432576660132e-8,7.412513968009414e-15
620,2.5118864315095823e-6,2.184851103176478e-8,5.887969135077989e-15
620,3.162277660168379e-6,1.947250595388586e-8,4.676980129177558e-15
620,3.981071705534969e-6,1.7354889199215724e-8,3.715057369850155e-15
620,5.011872336272725e-6,1.546756128000821e-8,2.9509749624925005e-15
620,6.30957344480193e-6,1.3785478501448523e-8,2.3440427326722237e-15
620,7.943282347242822e-6,1.2286320647038568e-8,1.8619393259618058e-15
620,0.00001,1.0950194802885138e-8,1.478990977954961e-15
620,0.000012589254117941661,9.75937139081865e-9,1.1748042926921039e-15
620,0.00001584893192461114,8.698048907662755e-9,9.331802199606259e-16
620,0.000019952623149688786,7.752144248887637e-9,7.412513968009412e-16
620,0.000025118864315095822,6.909105834369226e-9,5.887969135077987e-16
620,0.000031622776601683795,6.157747056546916e-9,4.676980129177557e-16
620,0.000039810717055349695,5.48809784093776e-9,3.715057369850154e-16
620,0.00005011872336272725,4.891272349305571e-9,2.950974962492502e-16
620,0.00006309573444801929,4.3593510699862575e-9,2.3440427326722234e-16
620,0.00007943282347242822,3.8852757307796205e-9,1.8619393259618054e-16
620,0.0001,3.4627556399656445e-9,1.4789909779549604e-16
620,0.00012589254117941674,3.0861842126473458e-9,1.174804292692102e-16
620,0.00015848931924611142,2.7505645747755676e-9,9.331802199606253e-17
620,0.0001995262314968881,2.451443257666264e-9,7.412513968009395e-17
620,0.0002511886431509582,2.1848511031768346e-9,5.887969135077978e-17
620,0.00031622776601683794,1.9472505953890898e-9,4.676980129177545e-17
620,0.00039810717055349735,1.735488919922283e-9,3.715057369850134e-17
620,0.0005011872336272725,1.5467561280018264e-9,2.9509749624924804e-17
620,0.0006309573444801936,1.3785478501462715e-9,2.344042732672195e-17
620,0.0007943282347242822,1.2286320647058628e-9,1.861939325961774e-17
620,0.001,1.0950194802913472e-9,1.4789909779549208e-17
620,0.0012589254117941675,9.759371390858665e-10,1.1748042926920513e-17
620,0.001584893192461114,8.698048907719286e-10,9.331802199605612e-18
620,0.0019952623149688807,7.752144248967486e-10,7.412513968008594e-18
620,0.002511886431509582,6.909105834482023e-10,5.887969135076968e-18
620,0.0031622776601683794,6.157747056706245e-10,4.676980129176272e-18
620,0.003981071705534973,5.488097841162815e-10,3.715057369848531e-18
620,0.005011872336272725,4.891272349623474e-10,2.9509749624904646e-18
620,0.006309573444801936,4.359351070435305e-10,2.344042732669656e-18
620,0.00794328234724282,3.8852757314139207e-10,1.861939325958577e-18
620,0.01,3.462755640861617e-10,1.4789909779508957e-18
620,0.012589254117941687,3.0861842139129386e-10,1.1748042926869836e-18
620,0.01584893192461114,2.7505645765632666e-10,9.331802199541824e-19
620,0.01995262314968879,2.451443260191458e-10,7.412513967928298e-19
620,0.025118864315095822,2.184851106743764e-10,5.887969134975871e-19
620,0.03162277660168379,1.9472506004275112e-10,4.676980129048998e-19
620,0.039810717055349776,1.7354889270392418e-10,3.7150573696882986e-19
620,0.05011872336272725,1.5467561380547991e-10,2.950974962288747e-19
620,0.06309573444801943,1.3785478643464723e-10,2.344042732415707e-19
620,0.07943282347242822,1.2286320847641805e-10,1.861939325638877e-19
620,0.1,1.0950195086244743e-10,1.4789909775484176e-19
620,0.12589254117941687,9.759371791074725e-11,1.1748042921802933e-19
620,0.15848931924611143,8.698049473039515e-11,9.331802193162973e-20
620,0.19952623149688828,7.75214504750356e-11,7.412513959897782e-20
620,0.25118864315095824,6.909106962444281e-11,5.88796912486607e-20
620,0.31622776601683794,6.157748649995436e-11,4.676980116321512e-20
620,0.39810717055349776,5.4881000917439554e-11,3.7150573536653414e-20
620,0.5011872336272725,4.8912755286545985e-11,2.950974942117034e-20
620,0.6309573444801942,4.35935556093783e-11,2.3440427070210155e-20
620,0.7943282347242822,3.885282074421156e-11,1.8619392936688348e-20
620,1.,3.462764600606041e-11,1.4789909373004806e-20
640,1.e-6,3.518750210226248e-8,1.5764746620245902e-14
640,1.2589254117941661e-6,3.136089425922459e-8,1.2522383353735525e-14
640,1.584893192461114e-6,2.795042642924709e-8,9.946882663913451e-15
640,1.9952623149688787e-6,2.4910843776304717e-8,7.90108974743594e-15
640,2.5118864315095823e-6,2.220181288533474e-8,6.2760586714788995e-15
640,3.162277660168379e-6,1.9787386562324475e-8,4.9852506055418585e-15
640,3.981071705534969e-6,1.7635526836886767e-8,3.959925313158224e-15
640,5.011872336272725e-6,1.571767983785817e-8,3.1454804836409653e-15
640,6.30957344480193e-6,1.4008396900776955e-8,2.498543959930209e-15
640,7.943282347242822e-6,1.2484996879567307e-8,1.984664013072376e-15
640,0.00001,1.1127265181511252e-8,1.5764746620245897e-15
640,0.000012589254117941661,9.917185531884874e-9,1.2522383353735526e-15
640,0.00001584893192461114,8.838700908938798e-9,9.94688266391345e-16
640,0.000019952623149688786,7.8775004769753e-9,7.901089747435938e-16
640,0.000025118864315095822,7.020829690253262e-9,6.276058671478899e-16
640,0.000031622776601683795,6.2573210479154825e-9,4.985250605541858e-16
640,0.000039810717055349695,5.576843254158716e-9,3.959925313158222e-16
640,0.00005011872336272725,4.970366782093813e-9,3.1454804836409635e-16
640,0.00006309573444801929,4.429844057409935e-9,2.498543959930208e-16
640,0.00007943282347242822,3.948102671952822e-9,1.984664013072376e-16
640,0.0001,3.518750210226333e-9,1.5764746620245897e-16
640,0.00012589254117941674,3.136089425922578e-9,1.2522383353735504e-16
640,0.00015848931924611142,2.7950426429248797e-9,9.946882663913449e-17
640,0.0001995262314968881,2.491084377630711e-9,7.901089747435921e-17
640,0.0002511886431509582,2.220181288533814e-9,6.27605867147889e-17
640,0.00031622776601683794,1.978738656232928e-9,4.985250605541845e-17
640,0.00039810717055349735,1.7635526836893545e-9,3.9599253131582025e-17
640,0.0005011872336272725,1.5717679837867753e-9,3.1454804836409436e-17
640,0.0006309573444801936,1.400839690079049e-9,2.4985439599301812e-17
640,0.0007943282347242822,1.248499687958644e-9,1.984664013072345e-17
640,0.001,1.1127265181538277e-9,1.5764746620245507e-17
640,0.0012589254117941675,9.91718553192304e-10,1.252238335373501e-17
640,0.001584893192461114,8.838700908992717e-10,9.946882663912824e-18
640,0.0019952623149688807,7.87750047705146e-10,7.901089747435142e-18
640,0.002511886431509582,7.020829690360848e-10,6.2760586714779085e-18
640,0.0031622776601683794,6.257321048067451e-10,4.985250605540611e-18
640,0.003981071705534973,5.576843254373374e-10,3.959925313156648e-18
640,0.005011872336272725,4.970366782397032e-10,3.1454804836389884e-18
640,0.006309573444801936,4.4298440578382403e-10,2.49854395992772e-18
640,0.00794328234724282,3.948102672557822e-10,1.9846640130692452e-18
640,0.01,3.518750211080918e-10,1.576474662020648e-18
640,0.012589254117941687,3.13608942712971e-10,1.2522383353685872e-18
640,0.01584893192461114,2.7950426446300013e-10,9.946882663850976e-19
640,0.01995262314968879,2.4910843800392603e-10,7.901089747357285e-19
640,0.025118864315095822,2.2201812919359792e-10,6.276058671379885e-19
640,0.03162277660168379,1.9787386610386137e-10,4.985250605417204e-19
640,0.039810717055349776,1.7635526904775647e-10,3.959925313001283e-19
640,0.05011872336272725,1.571767993375379e-10,3.1454804834434016e-19
640,0.06309573444801943,1.4008397036233109e-10,2.498543959681486e-19
640,0.07943282347242822,1.248499707090423e-10,1.9846640127592594e-19
640,0.1,1.1127265451781841e-10,1.5764746616303988e-19
640,0.12589254117941687,9.917185913652222e-11,1.2522383348772926e-19
640,0.15848931924611143,8.838701448199536e-11,9.946882657665945e-20
640,0.19952623149688828,7.877501238701358e-11,7.901089739570776e-20
640,0.25118864315095824,7.020830766219991e-11,6.276058661577266e-20
640,0.31622776601683794,6.25732256775902e-11,4.9852505930764385e-20
640,0.39810717055349776,5.5768454009950735e-11,3.9599252974651794e-20
640,0.5011872336272725,4.9703698145814625e-11,3.145480463884601e-20
640,0.6309573444801942,4.429848340914116e-11,2.498543935058406e-20
640,0.7943282347242822,3.9481087225667295e-11,1.98466398176062e-20
640,1.,3.518758756953306e-11,1.576474622605389e-20
660,1.e-6,3.573815495770079e-8,1.677020360381527e-14
660,1.2589254117941661e-6,3.185166413322002e-8,1.3321046224585386e-14
660,1.584893192461114e-6,2.8387825539853295e-8,1.058128313225545e-14
660,1.9952623149688787e-6,2.530067614397136e-8,8.405011951562294e-15
660,2.5118864315095823e-6,2.2549251348732536e-8,6.6763383063209565e-15
660,3.162277660168379e-6,2.0097041418771505e-8,5.303204021282028e-15
660,3.981071705534969e-6,1.7911507018192855e-8,4.212484688607669e-15
660,5.011872336272725e-6,1.596364743335354e-8,3.34609552650479e-15
660,6.30957344480193e-6,1.4227615751012706e-8,2.6578981527873674e-15
660,7.943282347242822e-6,1.268037588549652e-8,2.1112435477805147e-15
660,0.00001,1.1301396903837306e-8,1.677020360381528e-15
660,0.000012589254117941661,1.0072380592766811e-8,1.3321046224585385e-15
660,0.00001584893192461114,8.977018652543547e-9,1.0581283132255446e-15
660,0.000019952623149688786,8.000776295723577e-9,8.405011951562297e-16
660,0.000025118864315095822,7.13069937936187e-9,6.676338306320957e-16
660,0.000031622776601683795,6.355242511405991e-9,5.303204021282028e-16
660,0.000039810717055349695,5.664115850358061e-9,4.212484688607669e-16
660,0.00005011872336272725,5.0481485653298464e-9,3.3460955265047892e-16
660,0.00006309573444801929,4.499167144688765e-9,2.657898152787367e-16
660,0.00007943282347242822,4.0098869385244054e-9,2.1112435477805154e-16
660,0.0001,3.5738154957701604e-9,1.6770203603815266e-16
660,0.00012589254117941674,3.185166413322115e-9,1.332104622458536e-16
660,0.00015848931924611142,2.8387825539854922e-9,1.0581283132255444e-16
660,0.0001995262314968881,2.5300676143973646e-9,8.405011951562276e-17
660,0.0002511886431509582,2.2549251348735784e-9,6.676338306320944e-17
660,0.00031622776601683794,2.00970414187761e-9,5.303204021282017e-17
660,0.00039810717055349735,1.7911507018199328e-9,4.2124846886076486e-17
660,0.0005011872336272725,1.5963647433362695e-9,3.34609552650477e-17
660,0.0006309573444801936,1.4227615751025636e-9,2.6578981527873404e-17
660,0.0007943282347242822,1.2680375885514795e-9,2.1112435477804843e-17
660,0.001,1.1301396903863118e-9,1.677020360381489e-17
660,0.0012589254117941675,1.0072380592803266e-9,1.3321046224584881e-17
660,0.001584893192461114,8.977018652595052e-10,1.0581283132254842e-17
660,0.0019952623149688807,8.000776295796323e-10,8.405011951561523e-18
660,0.002511886431509582,7.130699379464634e-10,6.676338306319997e-18
660,0.0031622776601683794,6.355242511551148e-10,5.303204021280819e-18
660,0.003981071705534973,5.664115850563096e-10,4.21248468860614e-18
660,0.005011872336272725,5.048148565619473e-10,3.346095526502873e-18
660,0.006309573444801936,4.4991671450978695e-10,2.6578981527849505e-18
660,0.00794328234724282,4.009886939102286e-10,2.111243547777477e-18
660,0.01,3.573815496586438e-10,1.6770203603777023e-18
660,0.012589254117941687,3.1851664144751357e-10,1.3321046224537196e-18
660,0.01584893192461114,2.8387825556141796e-10,1.0581283132194819e-18
660,0.01995262314968879,2.530067616697948e-10,8.405011951485965e-19
660,0.025118864315095822,2.254925138123237e-10,6.676338306224863e-19
660,0.03162277660168379,2.0097041464678746e-10,5.303204021161057e-19
660,0.039810717055349776,1.7911507083038535e-10,4.2124846884553648e-19
660,0.05011872336272725,1.5963647524950522e-10,3.346095526313061e-19
660,0.06309573444801943,1.422761588039687e-10,2.657898152545989e-19
660,0.07943282347242822,1.2680376068256534e-10,2.1112435474766457e-19
660,0.1,1.1301397161992684e-10,1.6770203599989777e-19
660,0.12589254117941687,1.0072380957420971e-10,1.3321046219769338e-19
660,0.15848931924611143,8.977019167631267e-11,1.0581283126192441e-19
660,0.19952623149688828,8.000777023304333e-11,8.405011943929402e-20
660,0.25118864315095824,7.130700407097073e-11,6.676338296711737e-20
660,0.31622776601683794,6.355243963120674e-11,5.3032040091847375e-20
660,0.39810717055349776,5.6641179009598216e-11,4.212484673378069e-20
660,0.5011872336272725,5.048151461882445e-11,3.3460955073318676e-20
660,0.6309573444801942,4.499171236179428e-11,2.6578981286500752e-20
660,0.7943282347242822,4.0098927179116614e-11,2.111243517393455e-20
660,1.,3.5738236593785263e-11,1.6770203221264522e-20
680,1.e-6,3.6280642725888896e-8,1.7806927957935475e-14
680,1.2589254117941661e-6,3.233515686554374e-8,1.4144545650689351e-14
680,1.584893192461114e-6,2.8818738891117668e-8,1.1235411977689075e-14
680,1.9952623149688787e-6,2.568472807254009e-8,8.924604962637819e-15
680,2.5118864315095823e-6,2.2891537990361492e-8,7.089065705583653e-15
680,3.162277660168379e-6,2.040210470923396e-8,5.6310450477607094e-15
680,3.981071705534969e-6,1.8183394962007685e-8,4.4728980724406766e-15
680,5.011872336272725e-6,1.620596781834576e-8,3.552949229983439e-15
680,6.30957344480193e-6,1.4443584021465956e-8,2.8222078899177425e-15
680,7.943282347242822e-6,1.2872857809145104e-8,2.2417594112232977e-15
680,0.00001,1.147294659886289e-8,1.7806927957935476e-15
680,0.000012589254117941661,1.022527441939492e-8,1.4144545650689351e-15
680,0.00001584893192461114,9.11328541896071e-9,1.1235411977689076e-15
680,0.000019952623149688786,8.122224179129323e-9,8.92460496263782e-16
680,0.000025118864315095822,7.238939919381599e-9,7.089065705583651e-16
680,0.000031622776601683795,6.451711994242678e-9,5.631045047760709e-16
680,0.000039810717055349695,5.7500943674375344e-9,4.472898072440675e-16
680,0.00005011872336272725,5.124776999336276e-9,3.552949229983438e-16
680,0.00006309573444801929,4.567462308384714e-9,2.8222078899177427e-16
680,0.00007943282347242822,4.070755067238416e-9,2.2417594112232954e-16
680,0.0001,3.628064272588968e-9,1.7806927957935475e-16
680,0.00012589254117941674,3.233515686554483e-9,1.414454565068933e-16
680,0.00015848931924611142,2.881873889111922e-9,1.1235411977689065e-16
680,0.0001995262314968881,2.568472807254227e-9,8.924604962637799e-17
680,0.0002511886431509582,2.2891537990364596e-9,7.089065705583641e-17
680,0.00031622776601683794,2.040210470923835e-9,5.631045047760697e-17
680,0.00039810717055349735,1.8183394962013875e-9,4.472898072440655e-17
680,0.0005011872336272725,1.6205967818354523e-9,3.5529492299834206e-17
680,0.0006309573444801936,1.4443584021478324e-9,2.822207889917717e-17
680,0.0007943282347242822,1.287285780916258e-9,2.241759411223267e-17
680,0.001,1.147294659888758e-9,1.7806927957935107e-17
680,0.0012589254117941675,1.0225274419429792e-9,1.4144545650688875e-17
680,0.001584893192461114,9.113285419009972e-10,1.1235411977688485e-17
680,0.0019952623149688807,8.122224179198904e-10,8.92460496263707e-18
680,0.002511886431509582,7.238939919479891e-10,7.08906570558272e-18
680,0.0031622776601683794,6.451711994381518e-10,5.6310450477595335e-18
680,0.003981071705534973,5.750094367633647e-10,4.472898072439191e-18
680,0.005011872336272725,5.124776999613298e-10,3.5529492299815776e-18
680,0.006309573444801936,4.567462308776015e-10,2.8222078899153958e-18
680,0.00794328234724282,4.070755067791148e-10,2.2417594112203454e-18
680,0.01,3.6280642733697203e-10,1.7806927957898316e-18
680,0.012589254117941687,3.2335156876573236e-10,1.4144545650642546e-18
680,0.01584893192461114,2.8818738906697286e-10,1.1235411977630184e-18
680,0.01995262314968879,2.568472809454688e-10,8.924604962563674e-19
680,0.025118864315095822,2.2891538021446913e-10,7.089065705490312e-19
680,0.03162277660168379,2.0402104753143294e-10,5.631045047643207e-19
