,mA0,mHc,mH0,deltaM,dHc,rmax,ana,topo,bestTx,pions
3148,700.3454,533.0441,532.8555,0.18859999999995125,0.1204273815951654,0.04327755,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3149,264.439,200.0832,199.9093,0.17390000000000327,0.1733857580932464,1.323862,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3150,322.2315,285.519,285.4297,0.08929999999998017,238.2859979987798,8.823622,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3151,176.401,170.906,170.7682,0.1377999999999986,26.58448537374594,17.29169,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3152,587.84,478.6632,478.524,0.13920000000001664,25.218984340599192,0.963805,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,False
3153,413.2618,409.1683,409.0407,0.12759999999997262,39.65856991945622,2.321953,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b']",THSCPM2b,False
3154,237.679,209.7508,209.4371,0.3137000000000114,0.019673849231793876,0.1437495,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3155,697.0472,515.4792,515.3582,0.1209999999999809,52.28016936861893,0.8085338,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3156,407.6,310.6744,310.4718,0.2026000000000181,0.09004691004390009,0.3011153,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3157,303.7427,261.5617,261.4202,0.1414999999999509,1.1566076543671266,0.2444,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3158,331.3996,269.703,269.5171,0.18589999999994689,0.1282283297433658,0.5394262,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3159,182.6169,160.6754,160.5664,0.10900000000000887,88.58370677537872,20.07096,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3160,381.7926,369.023,368.8435,0.17950000000001864,0.1492941304444473,0.19712,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3161,681.6368,639.6958,639.6042,0.09159999999997126,209.6007158673891,0.5053772,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3162,168.6742,130.6216,130.5233,0.09829999999999472,147.76318149322714,27.38904,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3163,275.8174,227.5858,227.4471,0.13870000000000005,25.656890100319156,10.02139,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3164,466.467,403.5402,403.3943,0.1459000000000401,0.6042760888330585,0.1009366,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3165,126.1684,106.5076,106.4573,0.050299999999992906,4211.339257440894,49.43425,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3166,397.3646,306.4212,305.9681,0.4531000000000063,0.006146311462231298,0.0003362117,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3167,513.9967,378.7825,378.6559,0.12660000000005311,41.255644454805335,3.289493,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,False
3168,635.8613,489.6739,489.5339,0.13999999999998636,2.613474603900913,0.04888791,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,True
3169,408.1876,352.0749,351.7332,0.341700000000003,0.014917517034842977,0.006737964,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3170,167.8118,151.0177,150.8779,0.13979999999997972,3.888228475711404,2.545756,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3171,464.3749,436.2895,436.1526,0.1368999999999687,27.488607560713643,1.716453,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3172,708.2056,692.2693,692.1703,0.09900000000004638,142.87253114737007,0.3135242,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3173,157.6299,147.3448,147.2055,0.13929999999999154,25.05129903522673,16.10455,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3174,244.7068,228.3939,228.2547,0.13919999999998822,25.208584396727126,9.784558,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3175,499.1967,395.0982,394.9607,0.13750000000004547,26.766533815987177,2.441284,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,False
3176,772.055,603.2843,603.1271,0.1571999999999889,0.3039333771013276,0.01389328,ATLAS-SUSY-2016-06,['TDTM2S'],TDTM2S,True
3177,157.512,134.3606,134.2356,0.125,44.16814492408591,23.64271,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3178,255.0874,225.3902,225.2489,0.1413000000000011,1.27745437902297,0.3358413,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3179,266.291,255.9977,255.8907,0.10699999999999932,96.77179319264424,11.28835,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3180,260.9309,235.8911,235.7516,0.13949999999999818,6.4345082181264655,2.936842,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3181,511.9923,387.9135,387.774,0.13949999999999818,24.83473216413748,2.560537,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,False
3182,230.009,229.879,229.739,0.13999999999998636,2.405418948645701,0.4027706,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b']",THSCPM2b,True
3183,367.286,290.9357,290.7591,0.17660000000000764,0.16122430632385168,0.4440957,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3184,187.161,140.9537,140.5949,0.35880000000000223,0.012809206725405895,0.2091848,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3185,248.6489,229.4068,229.2667,0.1401000000000181,2.390440098416791,0.4269496,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3186,615.8976,485.2331,485.0945,0.13859999999999673,25.765471631191875,0.8971815,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,False
3187,554.3689,533.78,533.6008,0.17919999999992342,0.15026595813887253,0.0468622,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3188,637.509,618.1015,617.9791,0.12239999999997053,49.13695454128011,0.4140708,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3189,443.5292,420.5845,420.4449,0.13959999999997308,6.387844652816647,0.7245493,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3190,659.5613,538.378,538.3255,0.052500000000009095,3420.6426276226875,1.087725,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3191,231.6539,196.3622,196.2357,0.12649999999999295,41.6749695248265,20.78907,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3192,392.9669,349.5538,349.4217,0.13210000000003674,33.28978380496423,4.02772,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3193,376.6851,333.4254,333.3333,0.09210000000001628,205.4922255518499,6.304573,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3194,271.0967,247.8802,247.7137,0.16650000000001342,0.21614163787193752,0.7020477,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3195,172.566,139.6714,139.4265,0.24490000000000123,0.045136329832560176,1.978381,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3196,483.9249,451.3177,451.1782,0.13949999999999818,6.405426660412404,0.5113075,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3197,200.8517,193.0517,192.9121,0.1396000000000015,6.400027110310347,4.869662,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3198,676.6895,533.9244,533.8696,0.05480000000000018,2747.518835685829,1.109275,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3199,201.6329,188.6185,188.3987,0.21980000000002065,0.06628619470834846,1.205851,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3200,235.3896,211.2652,210.9843,0.2809000000000026,0.028274850525824072,0.2982081,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3201,566.561,433.9486,433.8062,0.14240000000000919,0.9395466325346468,0.05868657,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3202,175.6733,139.8162,139.5012,0.3149999999999977,0.019445269078159137,0.578376,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3203,587.0088,474.9153,474.8358,0.07949999999999591,429.3649869358398,1.641961,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3204,275.9563,256.4724,256.3329,0.13949999999999818,24.82519946571132,6.517815,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3205,428.6502,412.3052,412.1654,0.13980000000003656,3.3861669917825257,0.2627946,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3206,478.0257,362.9966,362.7275,0.26909999999998035,0.03260351683906645,0.04882762,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3207,508.0596,392.9347,392.6865,0.2481999999999971,0.04297197436961402,0.05641895,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3208,244.5756,181.7003,181.4015,0.29879999999999995,0.02307657084873002,0.3347507,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3209,440.2462,397.4826,397.3511,0.13150000000001683,33.93477657219941,2.787259,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3210,326.6481,272.5556,272.1833,0.3723000000000525,0.011374332326054741,0.009388356,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3211,224.5601,205.3254,205.1857,0.13970000000000482,10.292726093927593,7.430178,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3212,123.6944,105.2176,105.0778,0.13980000000000814,4.239552415121784,8.450112,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3213,381.2757,346.2901,346.1991,0.09100000000000819,217.83350998857418,5.531801,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3214,213.0902,166.4929,166.3533,0.1396000000000015,11.39536511696911,8.8901,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,True
3215,395.273,311.6545,311.426,0.22849999999999682,0.057531420838832864,0.2043602,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3216,330.4378,299.6805,299.5312,0.14929999999998245,0.46185900869516777,0.3087383,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3217,134.6117,114.9918,114.8695,0.12229999999999563,49.43612318822933,35.79333,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3218,273.751,273.3644,273.2734,0.09100000000000819,216.83010420302736,10.11864,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3219,333.0731,326.3145,326.1461,0.16840000000001965,0.2032760504052471,0.3050922,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3220,426.3194,359.1585,359.106,0.052500000000009095,3406.6695450261527,5.349877,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3221,393.5789,377.7471,377.609,0.13810000000000855,26.29207226859024,3.309635,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3222,710.4225,629.956,629.7935,0.16250000000002274,0.2477105134125051,0.01183009,ATLAS-SUSY-2016-06,['TDTM2S'],TDTM2S,True
3223,666.7236,573.6359,573.4879,0.14800000000002456,0.5030731392722748,0.02943978,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3224,380.2922,363.4992,363.3006,0.198599999999999,0.09756386058654985,0.178611,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3225,382.3794,310.9582,310.8165,0.14169999999995753,1.1023634924388392,0.1563498,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3226,204.8078,200.2765,200.1188,0.1577000000000055,0.2980516047799815,1.147575,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3227,190.4944,174.1806,173.8568,0.32380000000000564,0.017774560607452177,0.2178181,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3228,195.0732,193.565,193.4252,0.13980000000000814,3.552702053401961,1.909793,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b']",THSCPM2b,True
3229,541.4982,482.3621,482.2224,0.13970000000000482,6.177177763782425,0.3333907,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3230,190.5799,143.6427,143.2916,0.3511000000000024,0.013710220988088875,0.2325908,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3231,398.8396,339.5502,339.4064,0.14379999999999882,0.7682087125312961,0.1530325,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3232,287.3402,282.7879,282.6479,0.13999999999998636,2.734692745339239,0.2505279,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b']",THSCPM2b,True
3233,244.7311,211.2354,210.9348,0.30060000000000286,0.02260263459064529,0.1914781,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3234,582.7614,486.5945,486.4716,0.12289999999995871,48.125133890686214,1.05023,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,False
3235,344.5349,283.3807,282.9233,0.4574000000000069,0.005967457047435809,0.0004341467,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3236,297.7781,262.8152,262.6755,0.13970000000000482,4.072213807266585,0.8970157,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3237,483.7784,457.3623,457.2217,0.14060000000000628,1.616693273990055,0.0321547,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3238,668.3433,520.6452,520.5885,0.05670000000009168,2318.9562462089325,1.219033,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3239,232.2547,173.3708,173.2312,0.1396000000000015,6.408135056156275,3.273266,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3240,187.245,175.6199,175.4792,0.1407000000000096,1.551527289690761,0.5167921,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3241,406.7038,308.1661,308.0242,0.14189999999996417,1.043388807693406,0.1675207,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3242,378.5993,353.2328,353.0925,0.14030000000002474,1.9356855306327854,0.08913133,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3243,437.0988,391.4108,391.271,0.13979999999997972,3.6450028531391334,0.3796874,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3244,685.2063,677.1269,677.019,0.10789999999997235,93.10083179509488,0.3222988,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3245,435.8864,407.0949,406.9042,0.19069999999999254,0.11497263582735522,0.1264186,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3246,240.1811,227.5599,227.4204,0.13949999999999818,24.907758289286033,9.832522,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3247,331.1607,246.0398,245.9,0.13980000000000814,3.7042214643212006,0.8835714,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM1b,True
3248,592.2988,471.1992,471.0592,0.1400000000000432,2.6823655830034583,0.0645525,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,True
3249,473.1818,432.6489,432.5098,0.13910000000004175,25.211286654959864,1.71168,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3250,528.7835,445.3401,445.2002,0.13990000000001146,3.2897293731599575,0.1486515,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM1b,True
3251,303.7526,269.2293,269.1343,0.09500000000002728,176.10943002430255,10.35298,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3252,562.3554,447.9343,447.7948,0.13949999999999818,6.408307788843851,0.4884736,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,False
3253,385.7934,359.2303,359.0823,0.14800000000002456,0.50630495818694,0.1644886,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3254,264.8473,250.201,250.0627,0.13829999999998677,26.08899322514934,7.310992,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3255,550.8497,536.222,536.071,0.15099999999995362,0.41547050584032164,0.04173166,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3256,190.1237,185.7409,185.5877,0.15319999999999823,0.3664323099928338,1.246699,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3257,184.4531,135.3017,135.1619,0.13980000000000814,4.266178766842165,3.89662,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3258,459.1602,449.1623,449.0228,0.13949999999999818,6.425977666940001,0.5382919,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3259,807.5907,602.7792,602.6876,0.09159999999997126,210.08993067279363,0.6779609,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3260,361.965,360.4703,360.3319,0.1383999999999901,25.99907635240765,3.710619,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b']",THSCPM2b,False
3261,277.8834,218.324,218.2098,0.11420000000001096,69.93776732361857,18.35039,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3262,441.4062,343.4759,343.3778,0.09810000000004493,149.1822755391245,5.416696,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3263,189.3932,156.1504,156.0601,0.09029999999998495,226.07826817723577,17.0947,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3264,574.8172,448.6206,448.4808,0.13980000000003656,4.103051011649162,0.2293554,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,True
3265,283.34,210.738,210.6275,0.11050000000000182,82.14493838428032,20.97477,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3266,459.4172,391.3093,391.1697,0.13960000000002992,7.402954972845293,1.163606,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3267,387.6935,371.5884,371.335,0.2533999999999992,0.04001691256451024,0.06463967,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3268,488.233,407.8332,407.6931,0.14009999999996126,2.2713102704184767,0.08361772,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM1b,True
3269,122.4729,108.1554,108.0158,0.1396000000000015,19.12322657276431,32.90368,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3270,240.4454,187.7288,187.4731,0.2557000000000187,0.038796906811087564,0.7276851,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3271,553.4792,433.8361,433.6528,0.18329999999997426,0.13600368596977808,0.1048279,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3272,475.6329,383.0312,382.8919,0.13929999999999154,24.986453560603326,2.720048,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,False
3273,424.6364,347.2393,347.0998,0.13949999999999818,6.401902104869736,0.6100026,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3274,279.6762,206.5799,206.4402,0.13970000000000482,8.193387348285635,5.418728,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3275,274.7871,271.7532,271.6121,0.14109999999999445,1.3170064971887614,0.2014351,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3276,214.289,185.6859,185.2372,0.4487000000000023,0.00634599130305414,0.005774089,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3277,643.6233,576.1176,575.9737,0.14390000000003056,0.7597174781124895,0.02304141,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3278,158.6203,148.2446,148.0982,0.14639999999999986,0.5786608152185292,1.582013,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3279,118.6301,107.9786,107.8387,0.13989999999999725,2.8449589765417476,3.406831,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3280,122.6699,121.5883,121.2323,0.35600000000000875,0.013127902090342255,0.3854552,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM2S,True
3281,755.4157,562.8018,562.6432,0.15859999999997854,0.2872267042519796,0.03841579,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3282,227.2888,179.3304,179.1907,0.13970000000000482,11.818518066209393,10.37893,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3283,328.215,276.6311,276.5302,0.10090000000002419,130.33404350619756,9.032233,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3284,266.575,257.4306,257.2531,0.1775000000000091,0.15719935969019547,0.6404792,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3285,341.8673,303.0965,302.9568,0.13970000000000482,17.415287790850687,2.690374,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,True
3286,292.2236,238.5324,238.3255,0.20689999999999031,0.08312238387440024,0.6758925,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3287,216.8244,167.7502,167.6098,0.14039999999999964,1.757860847518084,0.5104378,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3288,264.9473,225.3244,225.1852,0.13919999999998822,6.474123828302838,3.347994,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3289,278.2669,227.2688,227.1531,0.11570000000000391,65.53169220946134,16.0046,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3290,182.9126,149.3466,149.2427,0.10389999999998167,112.36487539432662,18.74662,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3291,319.4782,274.2928,274.1533,0.13949999999999818,6.400004276616061,1.618297,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3292,672.6502,539.03,538.9252,0.10479999999995471,107.82716903667057,0.8749554,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3293,301.7883,224.2436,224.104,0.13959999999997308,11.036817425006921,5.271498,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3294,402.2364,325.9469,325.8274,0.11950000000001637,55.48418364003947,4.99105,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3295,450.4937,364.3328,364.1933,0.13949999999999818,6.428253200001173,1.286052,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,False
3296,611.877,453.1469,453.0533,0.09360000000003765,189.15166559841717,1.888088,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3297,262.9986,240.3827,240.2431,0.1396000000000015,5.823210692177549,2.410261,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3298,336.9645,310.5038,310.1192,0.38460000000003447,0.010259221070430327,0.003566531,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3299,289.3686,252.4548,252.2811,0.17369999999999663,0.17438312179972443,0.6795733,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3300,444.9055,394.3604,394.1617,0.19870000000003074,0.09724105473859647,0.1313464,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3301,477.9904,429.6619,429.5216,0.14030000000002474,1.9125691768359405,0.03486356,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3302,394.0823,381.7947,381.6551,0.13959999999997308,6.395117466148462,1.181193,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3303,322.5826,262.8948,262.7831,0.11169999999998481,78.31573886508427,9.956566,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3304,489.442,444.3927,444.2527,0.13999999999998636,2.4606633083854406,0.07558943,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
3305,545.587,412.3843,412.2447,0.13959999999997308,21.66625903378624,1.868151,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,True
3306,240.6669,228.0707,227.9311,0.1396000000000015,6.3983523798400235,3.342133,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
3307,200.2692,198.4229,198.2988,0.12409999999999854,45.719033859259994,21.10571,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
3308,317.921,294.1741,293.7803,0.3937999999999988,0.00952437336791241,0.00341372,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
3309,346.6061,344.0001,343.8605,0.13959999999997308,6.3900332435207785,0.6287289,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b']",THSCPM2b,False
