,mA0,mHc,mH0,deltaM,dHc,rmax,ana,topo,bestTx,pions
31,390.2099,311.8026,311.6612,0.141399999999976,1.2257314435553304,0.1418995,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
32,507.437,392.5379,392.3719,0.16599999999999682,0.21937674801647677,0.160627,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
33,480.5837,365.7489,365.4129,0.33600000000001273,0.01575742007076822,0.006852737,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
34,187.5328,170.7407,170.5858,0.15489999999999782,0.33718511977640764,1.588603,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
35,201.7341,151.0658,150.8979,0.16790000000000305,0.20722399902417785,2.491958,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
36,420.0316,315.1387,314.9995,0.1391999999999598,25.07173068144076,3.326074,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
37,383.61,337.6299,337.5467,0.08320000000003347,341.53868709886297,6.311456,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
38,230.2379,229.8491,229.7384,0.11069999999998004,81.95051318096414,15.97654,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
39,266.2731,200.8812,200.5623,0.3189000000000135,0.018661822783412333,0.1493276,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
40,237.8371,221.2567,221.1178,0.13890000000000668,25.46913486916509,10.87148,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
41,163.7643,153.4638,153.3872,0.0765999999999849,516.5928805437484,19.64368,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
42,129.551,114.8784,114.7384,0.14000000000000057,2.371540606592918,1.777612,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
43,700.5076,619.3301,619.2094,0.1207000000000562,52.769324535281186,0.424197,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
44,227.4308,218.3916,218.2111,0.18050000000002342,0.1456297765815526,1.035853,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
45,134.9196,100.1804,100.0644,0.11599999999999966,64.72987612098491,47.43698,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM8', 'THSCPM9']",THSCPM2b,False
46,274.3593,213.32,213.1804,0.1396000000000015,17.21201818654115,9.123616,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,True
47,685.9302,651.3206,651.1817,0.1389000000000351,25.41938897843949,0.1998517,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
48,495.2312,380.7561,380.6142,0.141900000000021,1.0726563544532246,0.08406424,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
49,350.8757,321.2089,321.0811,0.1278000000000361,39.394761348678365,4.410194,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
50,230.6179,198.0961,197.8754,0.22069999999999368,0.06526863337653187,1.039294,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
51,119.5487,101.7706,101.7037,0.06690000000000396,1010.419947183782,53.58925,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
52,396.3394,355.4029,355.3223,0.080600000000004,399.8723232311851,5.686973,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
53,641.7562,479.3532,479.2715,0.0817000000000121,373.3331287256281,1.573462,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
54,734.9141,553.3991,553.3354,0.06369999999992615,1294.6777917607103,1.036954,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
55,162.5693,132.0305,131.8906,0.13989999999998304,3.0641977490926124,2.199483,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
56,866.3597,698.4405,698.2922,0.14830000000006294,0.49622380449038095,0.006129282,ATLAS-SUSY-2016-06,['TDTM2S'],TDTM2S,True
57,215.0529,214.2647,214.1218,0.14289999999999736,0.8653069956384577,0.5145284,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
58,511.8082,378.5818,378.4421,0.13970000000000482,5.908800729202694,0.9841305,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,True
59,710.3139,612.1511,612.0378,0.11330000000009477,72.6574776799348,0.507816,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
60,286.9994,228.3278,228.1882,0.1396000000000015,8.856442369959707,4.30525,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
61,218.5612,186.9907,186.7827,0.2079999999999984,0.08139037540132495,1.383196,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
62,166.3821,125.3883,125.1167,0.2716000000000065,0.03166526987800768,1.813395,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
63,171.2146,140.4969,140.398,0.09890000000001464,143.87498859315258,22.9793,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
64,366.4495,300.0391,299.8995,0.13960000000002992,9.006569308155662,1.606246,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
65,538.6995,411.3326,411.1929,0.13970000000000482,5.842085677976112,0.6551866,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,True
66,305.1409,291.561,291.3302,0.2307999999999879,0.055509172515049415,0.2532987,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
67,261.2365,240.271,240.1496,0.12139999999999418,51.22668452480747,12.06715,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
68,497.7494,497.4427,497.3823,0.06040000000001555,1693.6525673483961,1.442683,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
69,206.6868,195.2453,194.9538,0.291499999999985,0.025001567430862008,0.3121692,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
70,528.1687,442.3002,442.1614,0.13880000000000337,25.471426378634007,1.428661,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,False
71,128.9615,109.5355,109.1168,0.4187000000000012,0.007885280803619846,0.135844,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM2S,True
72,429.7661,359.411,359.2764,0.13459999999997763,30.05949579393665,3.985369,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
73,691.6223,525.6292,525.5377,0.09149999999999636,211.4398383599614,1.060359,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
74,243.9219,224.916,224.7767,0.13929999999999154,25.022704918451883,10.26856,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
75,701.8636,651.7637,651.6179,0.14580000000000837,0.6064648180102076,0.007596313,ATLAS-SUSY-2016-06,['TDTM2S'],TDTM2S,True
76,385.7443,317.0877,316.9223,0.1653999999999769,0.2240908965896001,0.3317699,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
77,194.065,189.7128,189.5691,0.1436999999999955,0.7642692676457293,0.7620343,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
78,812.3761,641.8333,641.7499,0.08339999999998327,337.600942528244,0.5183243,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
79,131.4384,107.7799,107.6167,0.16320000000000334,0.24193520786440184,4.784691,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
80,294.792,273.9603,273.8213,0.13900000000001,25.34450515302002,5.219248,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
81,329.2367,302.2488,302.1094,0.13940000000002328,6.429690106639391,1.168027,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
82,210.5504,179.1933,179.0697,0.12359999999998195,46.84958930284537,26.81079,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
83,585.2753,446.5676,446.4274,0.14020000000004984,2.273333535972822,0.05447774,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,True
84,758.8836,652.1376,652.0601,0.07749999999998636,486.47377631861167,0.485677,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
85,249.3451,184.2889,184.1492,0.13970000000000482,4.103737927968285,2.611742,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
86,293.6256,267.0282,266.8885,0.13970000000000482,5.268080839984398,1.377418,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
87,341.1261,255.5612,255.4216,0.1396000000000015,24.79701293069334,6.643452,ATLAS-SUSY-2016-32,"['THSCPM1b', 'THSCPM3']",THSCPM1b,False
88,465.9529,367.6019,367.4615,0.14039999999999964,1.8155665299611168,0.06144874,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
89,166.7816,150.5249,150.3852,0.13970000000000482,9.687812323989197,8.738552,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
90,302.9965,239.1431,239.0071,0.13599999999999568,28.381429937405727,8.973078,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
91,255.0692,224.7256,224.5339,0.19169999999999732,0.11251621304702596,0.9026922,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
92,328.7557,246.2202,245.9062,0.31399999999999295,0.019605297259319605,0.07516784,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
93,533.1575,403.511,403.413,0.09800000000001319,149.8876893640973,2.966226,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
94,158.0323,134.071,133.9277,0.14330000000001064,0.8273201980788153,1.527681,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
95,522.589,480.4373,480.343,0.09429999999997563,181.78663732347457,1.45798,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
96,176.9619,133.0972,132.6343,0.46289999999999054,0.005768418186622013,0.02021011,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM2S,True
97,216.2626,182.8251,182.6448,0.18029999999998836,0.14645959096793637,1.668591,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
98,308.1458,290.0582,289.9178,0.14039999999999964,1.955284447329515,0.1191042,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
99,509.4296,384.6526,384.513,0.13960000000002992,6.403961087992585,1.025476,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,False
100,360.5457,298.34,298.1536,0.1863999999999919,0.12638751714522337,0.3961967,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
101,342.7317,314.3959,314.2861,0.109800000000007,84.9599150654863,6.582452,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
102,442.078,378.0843,377.9449,0.13939999999996644,24.971550722254115,3.025048,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
103,116.7783,106.4054,106.2486,0.15680000000000405,0.310139975297993,4.350385,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
104,172.4022,160.0872,159.9476,0.1396000000000015,16.56631751301305,10.26839,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
105,463.4431,371.768,371.7042,0.06379999999995789,1283.1279630570589,4.566692,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
106,125.2616,116.1383,115.9979,0.14039999999999964,1.8322581817908317,0.9803712,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
107,166.3378,131.8665,131.5358,0.3307000000000073,0.016625513291301245,0.4896956,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
108,207.6665,193.8924,193.7514,0.14100000000001955,1.3992820460396431,0.4472275,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
109,177.4258,148.4402,148.3,0.140199999999993,2.093689794781187,0.5584353,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
110,614.227,465.5848,465.4449,0.13989999999995462,2.6833581196853404,0.06812244,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,True
111,410.7801,365.5836,365.3437,0.23989999999997735,0.048370844897922156,0.08927257,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
112,564.2366,449.0794,448.9406,0.13880000000000337,25.53920364091762,1.324618,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,False
113,611.289,592.6365,592.4688,0.16769999999996799,0.20801325967423695,0.03175114,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
114,251.7805,189.1995,189.0868,0.11269999999998959,74.72358613100789,27.60368,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
115,343.0366,331.7285,331.5537,0.17480000000000473,0.16876715020513938,0.2886842,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
116,361.9059,277.6488,277.5092,0.13959999999997308,6.404374706452818,1.438021,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM1b,False
117,482.5301,388.2814,388.1419,0.13949999999999818,6.410789507551846,0.9823446,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,False
118,549.5845,493.3724,493.2584,0.11400000000003274,70.53524140374581,1.105035,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
119,127.7981,111.6871,111.5744,0.1127000000000038,74.71801208357127,40.94568,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
120,200.7125,164.2317,164.0921,0.1396000000000015,6.394170421722177,4.092503,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
121,445.6926,379.3728,379.0853,0.2874999999999659,0.0261790757342108,0.02405333,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
122,593.4933,463.5809,463.4881,0.0928000000000111,197.62208187013854,1.71161,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
123,457.8174,389.8425,389.7032,0.13929999999999154,25.011030021161154,2.624511,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
124,899.9417,681.8129,681.748,0.06489999999996598,1175.0469150523347,0.3938725,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
125,184.689,176.5883,176.4279,0.16040000000000987,0.26737040455622113,1.612407,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
126,299.5469,239.1571,238.7783,0.37880000000001246,0.010767841958805474,0.01559584,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
127,222.833,183.9175,183.777,0.14050000000000296,1.7369894917606215,0.4209873,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
128,627.4873,491.9364,491.798,0.1383999999999901,25.980577555679467,0.8350501,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM4']",THSCPM2b,False
129,592.1741,530.0456,529.9043,0.1413000000000011,1.2311505672454197,0.02288473,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
130,216.255,171.952,171.8123,0.13970000000000482,9.047215817023071,5.914085,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,True
131,338.5516,325.4605,324.9612,0.4993000000000052,0.004550263283397059,4.553863e-05,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
132,459.8229,359.2959,359.1561,0.13980000000003656,3.673510647274766,0.5230154,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM3', 'THSCPM4']",THSCPM2b,True
133,333.8513,245.6368,245.4943,0.14249999999998408,0.9414481785667256,0.3388833,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
134,556.0461,479.1961,479.0565,0.13959999999997308,7.986273004077252,0.4604372,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
135,134.8506,111.9081,111.7692,0.13890000000000668,25.5429195545988,32.30821,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
136,445.0465,421.0504,420.9107,0.13970000000000482,5.074375816628195,0.5139305,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
137,128.2871,113.1516,113.0772,0.07439999999999714,599.0435742832215,43.15472,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
138,373.4299,275.7456,275.6062,0.13940000000002328,24.96360854511931,5.096844,ATLAS-SUSY-2016-32,"['THSCPM1b', 'THSCPM3']",THSCPM1b,False
139,490.7527,436.3673,436.1882,0.17910000000000537,0.15093652609913205,0.1057219,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
140,473.8123,396.5584,396.4179,0.14050000000003138,1.7612200501401756,0.04919452,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
141,423.1968,343.1016,342.9611,0.14050000000003138,1.7955597319591758,0.07714536,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
142,161.2392,119.003,118.8633,0.13970000000000482,8.435349021119643,14.09561,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
143,665.6314,634.2042,634.1241,0.08010000000001583,409.8432039325328,0.5600621,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
144,228.1002,193.2607,192.8812,0.3795000000000073,0.010713250434782608,0.03706705,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
145,165.8085,132.7219,132.5844,0.13750000000001705,26.90205090600627,21.07979,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
146,318.2098,264.6266,264.4896,0.13700000000000045,27.40101129482131,6.220707,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
147,302.8043,230.8131,230.6733,0.13979999999997972,3.5008018397096077,1.02749,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
148,117.2202,116.3129,116.1732,0.13970000000000482,4.621768357068324,7.384061,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b']",THSCPM2b,True
149,219.978,209.789,209.6493,0.1396999999999764,5.086806930116384,3.165609,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
150,413.3806,354.9309,354.85,0.08089999999998554,391.7453688116335,5.569737,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
151,252.5502,230.6291,230.366,0.2630999999999801,0.03517852112192092,0.3235662,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
152,483.7496,424.881,424.7429,0.1380999999999517,26.284538938278484,1.846737,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
153,461.3143,402.4561,402.3153,0.14080000000001291,1.4999832448673664,0.05348644,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
154,136.4947,135.1044,134.9495,0.15489999999999782,0.337209263449346,2.625048,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
155,219.3199,213.5025,213.3631,0.13939999999999486,24.992488685127924,11.99393,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
156,359.8343,310.9883,310.8478,0.14049999999997453,1.7862348213442878,0.1050225,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
157,147.6313,129.6785,129.4593,0.21920000000000073,0.06695771979009055,3.18008,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
158,765.3694,608.7885,608.6579,0.13059999999995853,35.20604349109766,0.3667963,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
159,121.4122,106.0049,105.8652,0.13970000000000482,4.099274949702064,7.987297,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
160,336.509,327.9108,327.7698,0.14100000000001955,1.3909629556791507,0.1104532,ATLAS-SUSY-2016-06,"['TDTM1S', 'TDTM2S']",TDTM1S,True
161,413.1599,373.1748,373.0354,0.13940000000002328,6.422440916988482,1.254567,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,False
162,454.7589,411.8926,411.753,0.13960000000002992,8.660171614138324,1.09785,CMS-EXO-13-006,"['THSCPM1b', 'THSCPM2b', 'THSCPM9']",THSCPM2b,True
163,336.4873,304.6148,304.4755,0.13929999999999154,25.074837017711307,3.720051,ATLAS-SUSY-2016-32,['THSCPM1b'],THSCPM1b,False
