SModelS_status Analysis Disp MT_displaced_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.04025 0.6309 940.0 3654.203 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.3856 0.05011 860.0 346.796 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_840_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.4284 0.03162 840.0 229.183 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01937 THSCPM1b IDM_mhc_340_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 34.674 0.1995 340.0 8969.407 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 338.966 THSCPM1b,THSCPM2b IDM_mhc_120_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.804 7.943e-06 120.0 3.102 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1155 THSCPM1b IDM_mhc_200_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 161.029 0.1 200.0 13332.902 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.38 0.03027 TSelSel IDM_mhc_860_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001034 1.995e-06 860.0 0.01379 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 2.033 THSCPM1b IDM_mhc_340_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 26.601 0.001995 340.0 89.694 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02908 THSCPM1b IDM_mhc_900_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.09821 0.003162 900.0 19.972 1[N1,e-]
Non-excluded CMS-EXO-13-006 7.337 3.71 THSCPM1b,THSCPM2b IDM_mhc_380_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.01626 3.162e-05 380.0 1.134 1[N1,e-]
Excluded CMS-EXO-12-026 0.0 0.07717 THSCPM1b IDM_mhc_140_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 53.191 0.2511 140.0 70726.51 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.02604 0.3162 1000.0 1617.434 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.825 THSCPM1b IDM_mhc_260_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 66.245 0.003981 260.0 309.289 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0333 THSCPM1b IDM_mhc_820_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2975 0.005011 820.0 38.167 1[N1,e-]
Excluded CMS-EXO-12-026 0.0 0.02525 THSCPM1b IDM_mhc_100_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 116.881 1.0 100.0 575297.269 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.3297 THSCPM1b IDM_mhc_560_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 3.227 0.003162 560.0 51.791 1[N1,e-]
Non-excluded CMS-EXO-13-006 2.196 0.4169 THSCPM1b,THSCPM2b IDM_mhc_600_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 9.112e-07 3.162e-05 600.0 0.4505 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.4586 THSCPM1b IDM_mhc_440_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 10.618 0.005011 440.0 133.329 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1306 THSCPM1b IDM_mhc_280_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 53.292 0.05011 280.0 3344.524 1[N1,e-]
Non-excluded CMS-SUS-17-009 27.986 2.38 TSelSel IDM_mhc_420_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0009251 1e-06 420.0 0.02927 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.3833 THSCPM1b IDM_mhc_620_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.6884 0.001258 620.0 16.865 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.04535 THSCPM1b IDM_mhc_880_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.01072 0.0007943 880.0 5.248 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0332 THSCPM1b IDM_mhc_720_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.151 0.01258 720.0 124.105 1[N1,e-]
Non-excluded CMS-SUS-17-009 8.619 1.569 TSelSel IDM_mhc_460_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.299e-06 1.258e-05 460.0 0.3064 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02197 THSCPM1b IDM_mhc_560_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 4.982 0.05011 560.0 822.195 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03846 THSCPM1b IDM_mhc_540_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 5.185 0.03162 540.0 557.42 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.09442 0.5011 920.0 3026.487 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.8616 0.08073 TSelSel IDM_mhc_760_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.305e-06 1.584e-05 760.0 0.1409 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 140.611 THSCPM1b,THSCPM2b IDM_mhc_160_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.079 1.995e-05 160.0 4.243 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.2679 0.0397 THSCPM1b,THSCPM2b IDM_mhc_820_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.296e-07 7.943e-05 820.0 0.6052 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02853 THSCPM1b IDM_mhc_880_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.1462 0.003981 880.0 26.31 1[N1,e-]
Non-excluded CMS-EXO-13-006 2.374 0.7019 THSCPM1b,THSCPM2b IDM_mhc_540_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002751 5.011e-05 540.0 0.8848 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 88.843 44.615 THSCPM1b IDM_mhc_200_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.000378 3.981e-06 200.0 0.5318 1[N1,e-]
Non-excluded CMS-EXO-13-006 4.058 0.8381 THSCPM1b,THSCPM2b IDM_mhc_520_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.44e-06 2.511e-05 520.0 0.4777 1[N1,e-]
Non-excluded CMS-SUS-17-009 26.766 5.832 TSelSel IDM_mhc_340_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.984e-05 6.309e-06 340.0 0.2835 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.04102 0.0561 THSCPM1b,THSCPM2b IDM_mhc_800_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.00241 0.0003162 800.0 2.529 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.412 0.1312 TSelSel IDM_mhc_720_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.903e-06 1e-05 720.0 0.09866 1[N1,e-]
Excluded CMS-PAS-EXO-16-036 0.0 1.502 THSCPM1b IDM_mhc_500_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.034 0.0005011 500.0 10.331 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.07976 0.01995 920.0 120.321 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.3559 0.1584 880.0 1049.611 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 45.149 THSCPM1b,THSCPM2b IDM_mhc_220_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.258 3.981e-05 220.0 4.365 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_660_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 2.068 0.6309 660.0 7418.306 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 65.41 THSCPM1b IDM_mhc_160_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 64.478 0.0001995 160.0 42.435 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_800_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.5764 0.03981 800.0 318.269 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.4115 0.7943 860.0 5496.572 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.9852 THSCPM1b IDM_mhc_220_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 120.155 0.01 220.0 1096.26 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.07895 THSCPM1b IDM_mhc_220_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 120.701 0.1258 220.0 13799.088 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.03314 0.07943 960.0 440.461 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04476 THSCPM1b IDM_mhc_340_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 34.581 0.1 340.0 4494.919 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 3.189 THSCPM1b IDM_mhc_360_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 15.355 0.001 360.0 40.025 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02535 THSCPM1b IDM_mhc_840_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.2815 0.006309 840.0 45.783 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01057 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.725e-09 3.162e-05 920.0 0.1915 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 8.404 THSCPM1b IDM_mhc_340_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 5.521 0.0002511 340.0 11.275 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.02866 0.06309 980.0 336.161 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2386 THSCPM1b IDM_mhc_480_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 7.612 0.007943 480.0 177.772 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.23 0.0397 THSCPM1b,THSCPM2b IDM_mhc_820_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 3.81e-06 0.0001 820.0 0.7618 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_500_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 7.047 0.1584 500.0 3261.602 1[N1,e-]
Non-excluded CMS-SUS-17-009 2.517 0.1869 TSelSel IDM_mhc_680_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001216 2.511e-06 680.0 0.02783 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02498 THSCPM1b IDM_mhc_580_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 4.364 0.03981 580.0 607.159 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.1658 THSCPM1b,THSCPM2b IDM_mhc_720_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.0122 0.0003162 720.0 3.122 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 7.112 THSCPM1b,THSCPM2b IDM_mhc_360_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 3.128 0.0001584 360.0 6.344 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4653 0.03469 TSelSel IDM_mhc_840_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.757e-06 1.584e-05 840.0 0.1147 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2808 0.02511 900.0 159.134 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.6538 0.1521 THSCPM1b,THSCPM2b IDM_mhc_700_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.06e-05 7.943e-05 700.0 0.8291 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.00019 0.0005011 1000.0 2.562 1[N1,e-]
Non-excluded CMS-EXO-13-006 145.724 157.519 THSCPM1b,THSCPM2b IDM_mhc_140_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.00012 1.584e-06 140.0 0.4464 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.06293 THSCPM1b IDM_mhc_360_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 27.714 0.06309 360.0 2523.362 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.9016 0.05222 TSelSel IDM_mhc_780_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.956e-05 3.981e-06 780.0 0.0335 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04455 THSCPM1b IDM_mhc_380_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 22.325 0.07943 380.0 2847.43 1[N1,e-]
Non-excluded CMS-SUS-17-009 26.809 4.617 TSelSel IDM_mhc_360_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.406e-05 5.011e-06 360.0 0.2005 1[N1,e-]
Non-excluded CMS-SUS-17-009 56.597 9.68 TSelSel IDM_mhc_300_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001024 2.511e-06 300.0 0.1461 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.0299 0.3162 980.0 1686.555 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.224 0.1033 TSelSel IDM_mhc_740_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001542 1.995e-06 740.0 0.01861 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 36.382 THSCPM1b IDM_mhc_160_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 99.707 0.0003981 160.0 84.689 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 19.075 THSCPM1b,THSCPM2b IDM_mhc_280_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.558 7.943e-05 280.0 5.304 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1235 THSCPM1b IDM_mhc_400_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 18.279 0.02511 400.0 812.045 1[N1,e-]
Non-excluded CMS-EXO-13-006 1.765 0.5809 THSCPM1b,THSCPM2b IDM_mhc_560_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.001144 6.309e-05 560.0 1.033 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 11.291 THSCPM1b IDM_mhc_220_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 96.717 0.0007943 220.0 86.928 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_400_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 18.783 0.3162 400.0 10224.194 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_600_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 3.821 0.5011 600.0 7149.527 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_660_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 2.064 0.3981 660.0 4687.101 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1384 THSCPM1b IDM_mhc_420_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 15.088 0.01995 420.0 583.807 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02768 THSCPM1b IDM_mhc_480_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 8.567 0.06309 480.0 1409.478 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.4212 THSCPM1b IDM_mhc_420_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 13.804 0.006309 420.0 184.417 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02444 THSCPM1b IDM_mhc_460_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 10.3 0.07943 460.0 1934.578 1[N1,e-]
Non-excluded CMS-SUS-17-009 128.313 22.802 TSelSel IDM_mhc_240_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002591 1.258e-06 240.0 0.1153 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.005118 0.001584 980.0 8.432 1[N1,e-]
Excluded CMS-EXO-12-026 0.0 112.625 THSCPM1b IDM_mhc_100_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 106.083 0.0002511 100.0 144.034 1[N1,e-]
Non-excluded CMS-SUS-17-009 5.324 0.491 TSelSel IDM_mhc_580_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0005688 1.258e-06 580.0 0.01915 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1714 THSCPM1b IDM_mhc_460_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 9.643 0.01258 460.0 306.408 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.494e-09 1.995e-06 1000.0 0.01022 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 42.312 THSCPM1b IDM_mhc_220_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 34.6 0.0001258 220.0 13.799 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.3413 0.02334 TSelSel IDM_mhc_900_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.604e-06 1.258e-05 900.0 0.07956 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 11.106 THSCPM1b IDM_mhc_320_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 5.813 0.0001995 320.0 10.119 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.05758 THSCPM1b IDM_mhc_300_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 53.48 0.1 300.0 5803.734 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1554 THSCPM1b IDM_mhc_740_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.02671 0.0005011 740.0 4.687 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.3436 0.0397 TSelSel IDM_mhc_820_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.799e-07 5.011e-05 820.0 0.3816 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4015 0.03469 TSelSel IDM_mhc_840_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 7.012e-07 2.511e-05 840.0 0.1827 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_580_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 4.522 0.3981 580.0 6071.598 1[N1,e-]
Non-excluded CMS-EXO-13-006 1.543 0.7139 THSCPM1b,THSCPM2b IDM_mhc_540_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.006069 7.943e-05 540.0 1.399 1[N1,e-]
Non-excluded CMS-EXO-13-006 3.419 1.003 THSCPM1b,THSCPM2b IDM_mhc_500_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003688 3.981e-05 500.0 0.8187 1[N1,e-]
Non-excluded CMS-SUS-17-009 2.025 0.1867 TSelSel IDM_mhc_680_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003006 1.584e-06 680.0 0.01761 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.8807 THSCPM1b,THSCPM2b IDM_mhc_560_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.2549 0.0003162 560.0 5.179 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4116 0.0266 TSelSel IDM_mhc_880_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.211e-06 1e-05 880.0 0.06599 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 129.839 THSCPM1b,THSCPM2b IDM_mhc_120_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 66.031 0.0001584 120.0 61.857 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.005013 THSCPM1b IDM_mhc_620_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 2.772 0.05011 620.0 668.904 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02839 THSCPM1b IDM_mhc_600_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 3.635 0.03162 600.0 450.518 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2756 THSCPM1b IDM_mhc_380_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 21.347 0.01258 380.0 451.549 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.6929 0.1312 THSCPM1b,THSCPM2b IDM_mhc_720_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.776e-06 6.309e-05 720.0 0.6224 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.83e-10 3.981e-05 960.0 0.2209 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 9.836e-10 1.995e-05 980.0 0.106 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_420_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 15.669 0.2511 420.0 7362.946 1[N1,e-]
Non-excluded CMS-SUS-17-009 11.928 1.003 TSelSel IDM_mhc_500_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002369 1.995e-06 500.0 0.04102 1[N1,e-]
Non-excluded CMS-EXO-13-006 65.68 157.542 THSCPM1b,THSCPM2b IDM_mhc_140_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.006685 2.511e-06 140.0 0.7072 1[N1,e-]
Excluded CMS-EXO-13-006 35.31 289.035 THSCPM1b,THSCPM2b IDM_mhc_120_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.643 5.011e-06 120.0 1.953 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.165 THSCPM1b IDM_mhc_480_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 3.712 0.001258 480.0 28.109 1[N1,e-]
Non-excluded CMS-SUS-17-009 68.197 9.68 TSelSel IDM_mhc_300_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002565 1.584e-06 300.0 0.09177 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.8884 THSCPM1b IDM_mhc_300_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 50.292 0.006309 300.0 366.098 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2156 THSCPM1b IDM_mhc_240_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 90.349 0.03981 240.0 3647.448 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.02589 0.01258 960.0 69.726 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 5.937 THSCPM1b,THSCPM2b IDM_mhc_120_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 73.434 0.003981 120.0 1553.755 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_220_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 121.098 0.7943 220.0 86928.177 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.324 THSCPM1b IDM_mhc_660_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.3072 0.001 660.0 11.745 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.3901 THSCPM1b,THSCPM2b IDM_mhc_640_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.09201 0.0003981 640.0 4.983 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_400_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 18.792 0.3981 400.0 12897.187 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 1.972 THSCPM1b,THSCPM2b IDM_mhc_480_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.6821 0.0002511 480.0 5.605 1[N1,e-]
