SModelS_status Analysis Disp MT_displaced_xsec Tx Tx_weights file r_max theory_pred MASS9000006 MASS37 ctau(37) BR(37)
Excluded ATLAS-SUSY-2016-32 0.0 5.51 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 10.713760686017016, 'THSCPM11': 23.182984422403216, 'THSCPM8': 4.966671108873305}" IDM_mhc_260_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 38.863 3.497707 0.001258 260.0 97.686 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1274 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.014194341777346893, 'THSCPM11': 0.06865662551260093, 'THSCPM8': 0.004173090073212687}" IDM_mhc_840_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.08702 0.006961925 0.001584 840.0 11.472 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01147 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.023570442179776444, 'THSCPM11': 0.10205242780763848, 'THSCPM8': 0.008269644940819604}" IDM_mhc_980_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.1338 0.0107114 0.01584 980.0 84.327 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.03288 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 10.162720549112372, 'THSCPM11': 22.44125112593936, 'THSCPM8': 4.929074678615871}" IDM_mhc_280_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 37.533 3.377974 0.1995 280.0 13332.902 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 17.682 89.288 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.04112647832938444, 'THSCPM1b': 0.0024662010585426563, 'THSCPM8': 0.00016252853049612478}" IDM_mhc_200_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.04375 0.003937969 7.943e-06 200.0 1.06 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 4.752 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.9067974867610724, 'THSCPM11': 5.3597852797160055, 'THSCPM8': 0.7222636058512686}" IDM_mhc_360_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 7.988 0.7189962 0.0006309 360.0 25.233 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02787 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.029474415279239136, 'THSCPM11': 0.12647097301964216, 'THSCPM8': 0.010400436528879798}" IDM_mhc_920_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.1663 0.01330767 0.007943 920.0 48.011 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.202 0.6807 TSelSel "{'TSelSel': 1.9952106657399006e-05}" IDM_mhc_640_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.995e-05 0.1529402 3.981e-06 640.0 0.04983 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.002957 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.191688085378573, 'THSCPM11': 3.7406642908884025, 'THSCPM8': 0.5125642911388406}" IDM_mhc_500_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 5.444 0.4355933 0.6309 500.0 12982.037 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 0.1539 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 9.387185026547595, 'THSCPM8': 11.175878560212295, 'THSCPM2b': 8.296189052589173e-07, 'THSCPM9': 1.0983086815030338e-06}" IDM_mhc_140_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 20.563 20.97433 0.1258 140.0 35490.461 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.1598 0.2751 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 1.482672662630343e-05, 'THSCPM1b': 6.123474732004128e-07, 'THSCPM8': 1.7010081390976763e-07, 'THSCPM2b': 1.946789583379913e-09, 'THSCPM9': 6.011047690505467e-10}" IDM_mhc_760_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 1.561e-05 1.561172e-06 0.0001 760.0 0.8848 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.002744 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.716708104000436, 'THSCPM11': 2.387870130066638, 'THSCPM8': 0.30157358041055127}" IDM_mhc_560_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 3.406 0.2724921 0.5011 560.0 8221.956 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001672 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.15023471572250183, 'THSCPM11': 0.5764458725803023, 'THSCPM8': 0.058890491041203474}" IDM_mhc_760_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.7855 0.06284569 0.3162 760.0 2802.939 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.3277 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.2354439747795341, 'THSCPM11': 0.8901375474132517, 'THSCPM8': 0.08597553366034097}" IDM_mhc_620_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 1.211 0.09692456 0.002511 620.0 33.502 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 1.2 1.865 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 4.47118115794748e-06, 'THSCPM1b': 1.0810305064971889e-07, 'THSCPM8': 1.6889908267227524e-08, 'THSCPM2b': 5.132264484856823e-10, 'THSCPM9': 9.326681716162945e-11}" IDM_mhc_520_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.596e-06 1.103227e-06 3.162e-05 520.0 0.6016 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.25 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 4.080763307374282, 'THSCPM11': 10.100614788354623, 'THSCPM8': 1.7267654203627645}" IDM_mhc_360_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 15.908 1.431733 0.01584 360.0 634.491 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1816 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.7225991016662354, 'THSCPM11': 2.423782509799395, 'THSCPM8': 0.29453847410458156}" IDM_mhc_540_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 3.44 0.2752736 0.007943 540.0 139.948 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02467 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.19272065371366842, 'THSCPM11': 0.7027880557975934, 'THSCPM8': 0.07259990736424973}" IDM_mhc_720_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.9681 0.07744869 0.02511 720.0 248.21 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1075 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.0006340203461819558, 'THSCPM11': 0.0026649414354895395, 'THSCPM8': 0.0002223509278618371, 'THSCPM2b': 5.80235319136048e-07, 'THSCPM9': 2.262652331188526e-07}" IDM_mhc_900_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.003522 0.0003522119 0.0005011 900.0 3.162 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.07606 0.1029 TSelSel "{'TSelSel': 0.00018392386057532195}" IDM_mhc_900_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001839 0.0231397 1e-06 900.0 0.006304 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04019 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.01467993789855648, 'THSCPM1b': 0.003491804237678242, 'THSCPM8': 0.0009952901264240076}" IDM_mhc_1000_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.01916 0.001533363 0.001995 1000.0 10.224 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.4492 0.3182 TSelSel "{'TSelSel': 1.6305253703957353e-06}" IDM_mhc_740_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.63e-06 0.07094892 1.258e-05 740.0 0.1174 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.007252 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.17081257698548577, 'THSCPM11': 0.6442139892657273, 'THSCPM8': 0.06567741666799705}" IDM_mhc_740_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.8807 0.07045632 0.07943 740.0 741.83 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 2.874 3.964 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 5.459573614620026e-06, 'THSCPM1b': 3.911553146855519e-08, 'THSCPM8': 1.864384920752894e-09, 'THSCPM2b': 2.650613285275524e-10, 'THSCPM9': 2.4101561112779407e-10}" IDM_mhc_440_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.501e-06 1.320254e-06 1.584e-05 440.0 0.4225 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 6.748 46.043 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.1833743288849757, 'THSCPM1b': 0.01421559570505964, 'THSCPM8': 0.0019105322925799281}" IDM_mhc_240_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1995 0.01795504 1.995e-05 240.0 1.827 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.2484 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.08917420447304258, 'THSCPM11': 0.3606085718379017, 'THSCPM8': 0.02973226811117737}" IDM_mhc_700_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.4795 0.0383612 0.001995 700.0 20.859 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.4097 0.582 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 8.648643571245946e-07, 'THSCPM1b': 3.0346179994898245e-08, 'THSCPM8': 4.395879836858895e-09, 'THSCPM2b': 1.3847138204905432e-10, 'THSCPM9': 2.3108228097027823e-11}" IDM_mhc_660_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 8.997e-07 8.99768e-08 5.011e-05 660.0 0.589 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.8271 0.9401 TSelSel "{'TSelSel': 4.861411909816884e-07}" IDM_mhc_600_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.861e-07 0.2119649 2.511e-05 600.0 0.3581 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.3909 0.2382 TSelSel "{'TSelSel': 3.783803632117822e-06}" IDM_mhc_780_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.783e-06 0.05301737 7.943e-06 780.0 0.06689 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0253 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.01570633059193059, 'THSCPM11': 0.07071338659690474, 'THSCPM8': 0.00532286351343284}" IDM_mhc_980_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.09174 0.007339406 0.006309 980.0 33.616 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.03391 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.21583536589796043, 'THSCPM11': 0.7994391393664859, 'THSCPM8': 0.08453836096629183}" IDM_mhc_700_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 1.099 0.08798503 0.01995 700.0 208.59 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0006377 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.04593687985750688, 'THSCPM11': 0.19570646011196316, 'THSCPM8': 0.01778280854312962}" IDM_mhc_920_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.2594 0.02075409 0.3981 920.0 2406.426 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.605 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 24.79670163227406, 'THSCPM11': 28.399187196239744, 'THSCPM8': 8.678760188351914}" IDM_mhc_160_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 61.874 5.568718 0.01 160.0 2128.661 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.533 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.481731035715374, 'THSCPM11': 4.305784753383398, 'THSCPM8': 0.5762387923529909}" IDM_mhc_420_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 6.363 0.5727379 0.001584 420.0 46.429 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1279 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.4012103165940106, 'THSCPM11': 4.109335474125614, 'THSCPM8': 0.5511607816028703}" IDM_mhc_480_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 6.061 0.4849365 0.01584 480.0 354.267 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.7823 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.14684627785802004, 'THSCPM1b': 0.02793486779033029, 'THSCPM8': 0.007473454595594593}" IDM_mhc_620_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.1822 0.01458037 0.0005011 620.0 6.689 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.94 0.4984 TSelSel "{'TSelSel': 2.884674961597939e-05}" IDM_mhc_680_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.884e-05 0.1116437 3.162e-06 680.0 0.03504 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001471 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.03887547660983422, 'THSCPM11': 0.1678254314119615, 'THSCPM8': 0.014736914454439715}" IDM_mhc_940_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.2214 0.01771503 0.1584 940.0 917.799 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 1.774 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.09004741313695716, 'THSCPM11': 0.3936589313878437, 'THSCPM8': 0.025023088564964713}" IDM_mhc_520_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.5087 0.04069835 0.0003981 520.0 7.56 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.03958 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 23.14331819119768, 'THSCPM11': 43.31242679964839, 'THSCPM8': 11.858588216423682}" IDM_mhc_220_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 78.314 7.04829 0.2511 220.0 27559.631 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.738 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.476496229824432, 'THSCPM11': 1.6685282828303414, 'THSCPM8': 0.16403523013493945}" IDM_mhc_480_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 2.309 0.1847248 0.0007943 480.0 17.777 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 29.065 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 6.500703696104534, 'THSCPM11': 15.286053339690072, 'THSCPM8': 2.4602044241195675}" IDM_mhc_240_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 24.246 2.182227 0.0001995 240.0 18.271 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.2192 0.1365 TSelSel "{'TSelSel': 1.3596802128443562e-06}" IDM_mhc_860_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.359e-06 0.03029513 1.258e-05 860.0 0.08692 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 11.887 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.2537997147247163, 'THSCPM11': 1.1631637720602468, 'THSCPM8': 0.06667217036972259}" IDM_mhc_340_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.483 0.1335272 0.0001258 340.0 5.654 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001954 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.02901962286762105, 'THSCPM11': 0.1276360559045745, 'THSCPM8': 0.010695674931385396}" IDM_mhc_980_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.1673 0.01338811 0.1 980.0 531.878 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.003594 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 2.260217096258987, 'THSCPM11': 6.360545718682459, 'THSCPM8': 1.0026747734123724}" IDM_mhc_420_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 9.623 0.8661094 0.7943 420.0 23242.28 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.06389 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.9561246232510388, 'THSCPM11': 5.5568637286226465, 'THSCPM8': 0.7958272442246622}" IDM_mhc_440_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 8.308 0.6647052 0.03981 440.0 1060.897 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02041 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.04105158294279208, 'THSCPM11': 0.17174015126572978, 'THSCPM8': 0.014667630188938421}" IDM_mhc_900_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.2274 0.01819675 0.01258 900.0 79.567 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 4.836 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 9.209554627251764, 'THSCPM8': 10.931019188861914, 'THSCPM2b': 2.6075383499341584e-05, 'THSCPM9': 3.460680383660693e-05}" IDM_mhc_140_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 20.14 20.54345 0.003981 140.0 1121.175 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 5.154 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.462474531618641, 'THSCPM11': 1.6664007379849823, 'THSCPM8': 0.13928318550299007}" IDM_mhc_400_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 2.268 0.2041343 0.0003162 400.0 10.224 1[9000006,11]
Non-excluded CMS-EXO-13-006 0.56 4.946 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.036474014048508085, 'THSCPM8': 0.022286055872068878, 'THSCPM2b': 4.429614051577619e-05, 'THSCPM9': 3.037344466671057e-05}" IDM_mhc_420_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.05883 0.01000191 7.943e-05 420.0 2.324 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.2256 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.46878242302001133, 'THSCPM11': 1.614368645996879, 'THSCPM8': 0.17979915838533342}" IDM_mhc_580_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 2.262 0.181036 0.005011 580.0 76.483 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.09137 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 1.310865883576084e-09, 'THSCPM8': 6.761449382448155e-10, 'THSCPM2b': 4.333788036356639e-11, 'THSCPM9': 1.4128418454232916e-11}" IDM_mhc_920_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.044e-09 1.635582e-10 2.511e-05 920.0 0.1517 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.08015 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM8': 1.1042068688011353e-09, 'THSCPM1b': 5.813327820170706e-11, 'THSCPM11': 6.3166836494076e-14}" IDM_mhc_940_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.162e-09 9.299227e-11 5.011e-05 940.0 0.2901 1[9000006,11]
Non-excluded CMS-SUS-17-009 31.009 33.697 TSelSel "{'TSelSel': 6.393416322935862e-05}" IDM_mhc_260_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.393e-05 7.934479 1.584e-06 260.0 0.1233 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 37.219 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 27.934608408038514, 'THSCPM11': 36.10077386671881, 'THSCPM8': 8.91560438432325}" IDM_mhc_180_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 72.95 6.565589 0.0003162 180.0 52.62 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.6059 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.10067660340419105, 'THSCPM11': 0.42398298881699253, 'THSCPM8': 0.031342596905739165}" IDM_mhc_620_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.556 0.04448018 0.001 620.0 13.332 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.2488 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 2.7439158828958448, 'THSCPM11': 7.235403576291541, 'THSCPM8': 1.1060153752538302}" IDM_mhc_400_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 11.085 0.9976801 0.01258 400.0 406.859 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.4287 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 38.99017525145993, 'THSCPM11': 50.016345538904794, 'THSCPM8': 14.884754054183157}" IDM_mhc_180_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 103.891 9.350215 0.03162 180.0 5262.052 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001156 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.08226515560136813, 'THSCPM11': 0.33293183513215563, 'THSCPM8': 0.031992704153784204}" IDM_mhc_840_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.4471 0.03577518 0.3162 840.0 2291.834 1[9000006,11]
Non-excluded CMS-SUS-17-009 5.474 3.257 TSelSel "{'TSelSel': 7.97426504843829e-05}" IDM_mhc_460_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.974e-05 0.7462885 1.995e-06 460.0 0.0486 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 3.108 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 8.703629004031598, 'THSCPM11': 19.80214616037366, 'THSCPM8': 4.042279027277308}" IDM_mhc_280_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 32.548 2.929325 0.001995 280.0 133.329 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.4693 0.582 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 4.7295929891655404e-07, 'THSCPM1b': 9.76525020770163e-09, 'THSCPM8': 4.3733835435909644e-09, 'THSCPM2b': 4.688781990246482e-11, 'THSCPM9': 2.893631175908976e-11}" IDM_mhc_660_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.871e-07 4.871738e-08 3.981e-05 660.0 0.4687 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.5697 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 7.928178019967958, 'THSCPM11': 17.913008748408235, 'THSCPM8': 3.483325228387014}" IDM_mhc_300_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 29.324 2.639206 0.01 300.0 580.373 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.3794 0.6809 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 1.7947443516588723e-05, 'THSCPM1b': 8.124181255141974e-07, 'THSCPM8': 2.2155914392058267e-07, 'THSCPM2b': 3.1883381182774523e-09, 'THSCPM9': 9.681344057240958e-10}" IDM_mhc_640_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.898e-05 1.898558e-06 6.309e-05 640.0 0.7893 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 12.763 33.7 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.003937809334068614, 'THSCPM1b': 7.450891125271285e-05, 'THSCPM8': 2.9738745786012332e-06}" IDM_mhc_260_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.004015 0.0003613763 1e-05 260.0 0.7768 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 37.288 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 20.267887997109817, 'THSCPM8': 22.900993994310692, 'THSCPM2b': 0.00013732094256201126, 'THSCPM9': 0.00016766063683089998}" IDM_mhc_100_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 43.169 44.03257 0.0007943 100.0 456.775 1[9000006,11]
Non-excluded CMS-SUS-17-009 16.205 19.378 TSelSel "{'TSelSel': 2.064117163022958e-05}" IDM_mhc_300_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.064e-05 4.535303 3.162e-06 300.0 0.1827 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.08158 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.00017050418255871959, 'THSCPM11': 0.0006266693381869126, 'THSCPM8': 5.46234470906347e-05, 'THSCPM2b': 2.212036304277751e-07, 'THSCPM9': 7.585360241016942e-08}" IDM_mhc_940_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.000852 6.816752e-05 0.0003981 940.0 2.305 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 196.515 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 11.778779478123727, 'THSCPM8': 12.266038500402743, 'THSCPM2b': 0.0009057646112970209, 'THSCPM9': 0.001142130443843173}" IDM_mhc_120_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 24.046 24.5278 0.0001 120.0 39.074 1[9000006,11]
Non-excluded CMS-SUS-17-009 63.646 197.771 TSelSel "{'TSelSel': 2.3923677344939355e-05}" IDM_mhc_160_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.392e-05 47.20687 1.258e-06 160.0 0.2681 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.01837 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.37381460583839576, 'THSCPM11': 1.3045974257057391, 'THSCPM8': 0.14706920446478067}" IDM_mhc_640_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.825 0.1460385 0.05011 640.0 626.434 1[9000006,11]
