SModelS_status Analysis Disp MT_displaced_xsec Tx Tx_weights file r_max theory_pred MASS9000006 MASS37 ctau(37) BR(37)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1055 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 9.10677831871775e-05, 'THSCPM11': 0.00040971472442368823, 'THSCPM8': 3.0694965917460804e-05, 'THSCPM2b': 1.297592701031196e-07, 'THSCPM9': 4.885473144885094e-08}" IDM_mhc_900_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.0005316 5.316561e-05 0.0003162 900.0 1.997 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 17.849 45.607 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.0004796841513378596, 'THSCPM1b': 1.3370801948061635e-05, 'THSCPM8': 3.5913767053794887e-07}" IDM_mhc_240_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0004934 4.440727e-05 6.309e-06 240.0 0.5786 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.4275 0.4283 TSelSel "{'TSelSel': 2.755908949622398e-07}" IDM_mhc_700_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.755e-07 0.09575571 3.162e-05 700.0 0.3305 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.939 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.6350789428210369, 'THSCPM11': 2.1657070991515663, 'THSCPM8': 0.23747302359669992}" IDM_mhc_500_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 3.038 0.2430607 0.001584 500.0 32.616 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.006609 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.14519872285331914, 'THSCPM11': 0.5600174369201518, 'THSCPM8': 0.05592153140139551}" IDM_mhc_760_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.7611 0.06089102 0.07943 760.0 704.739 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03626 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.005088539355008127, 'THSCPM11': 0.020511824191977807, 'THSCPM8': 0.0014935573946094228}" IDM_mhc_1000_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.02709 0.002167514 0.002511 1000.0 12.813 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.007562 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.12388982566353393, 'THSCPM11': 0.48554019682372035, 'THSCPM8': 0.0471337360804608}" IDM_mhc_780_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.6565 0.0525251 0.06309 780.0 530.448 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03082 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.18620658313831537, 'THSCPM11': 0.690126175726554, 'THSCPM8': 0.07165960675157981}" IDM_mhc_720_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.9479 0.07583939 0.01995 720.0 197.326 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0639 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.0008901274873742555, 'THSCPM11': 0.0030112533280261004, 'THSCPM8': 0.0002979740428255682, 'THSCPM2b': 6.158892372042606e-07, 'THSCPM9': 2.296972675975676e-07}" IDM_mhc_980_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.0042 0.000336016 0.0007943 980.0 4.225 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.3906 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.20174102199481872, 'THSCPM11': 0.7806287701059227, 'THSCPM8': 0.07241889603264992}" IDM_mhc_620_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 1.054 0.0843831 0.001995 620.0 26.629 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.442 1.314 TSelSel "{'TSelSel': 2.050105564797498e-06}" IDM_mhc_560_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.05e-06 0.2976169 1.258e-05 560.0 0.2061 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.007651 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.2755322400616619, 'THSCPM11': 0.9929189406833893, 'THSCPM8': 0.10886249700707777}" IDM_mhc_680_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 1.377 0.1101851 0.1 680.0 1108.578 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 4.729 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 14.165139413704077, 'THSCPM8': 16.056944099445655, 'THSCPM2b': 2.318127127358593e-05, 'THSCPM9': 2.817883192576235e-05}" IDM_mhc_120_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 30.222 30.82658 0.005011 120.0 1953.732 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.7163 0.4987 TSelSel "{'TSelSel': 2.928180389237851e-06}" IDM_mhc_680_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.928e-06 0.1116437 1e-05 680.0 0.1108 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.002605 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.4330927764045116, 'THSCPM11': 4.324539043414867, 'THSCPM8': 0.6151826093920383}" IDM_mhc_480_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 6.372 0.5098252 0.7943 480.0 17777.203 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 2.747 25.75 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.12415756085064723, 'THSCPM1b': 0.016779597440780083, 'THSCPM8': 0.0027932120608997963}" IDM_mhc_280_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1437 0.01293573 3.162e-05 280.0 2.11 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 29.436 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 8.65856267247948, 'THSCPM8': 10.141400707553332, 'THSCPM2b': 0.0001585261522094842, 'THSCPM9': 0.0002079772676230914}" IDM_mhc_140_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 18.8 19.17634 0.0006309 140.0 177.772 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.01449 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.682487745161517, 'THSCPM11': 5.013884841597239, 'THSCPM8': 0.7057514894956272}" IDM_mhc_460_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 7.402 0.5921699 0.1584 460.0 3861.584 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 3.138 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 3.6853525150118003, 'THSCPM11': 9.255424308893499, 'THSCPM8': 1.5241233295939747}" IDM_mhc_340_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 14.464 1.301841 0.001258 340.0 56.54 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06381 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.01816635681963313, 'THSCPM1b': 0.003379802988322417, 'THSCPM8': 0.0009408651695304921}" IDM_mhc_960_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.02248 0.001798962 0.001584 960.0 8.809 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.003456 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.7163675315990323, 'THSCPM11': 2.3877296614006287, 'THSCPM8': 0.3015369159233305}" IDM_mhc_560_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 3.405 0.2724507 0.3981 560.0 6512.441 1[9000006,11]
Non-excluded CMS-SUS-17-009 3.546 3.964 TSelSel "{'TSelSel': 3.154195843197408e-06}" IDM_mhc_440_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.154e-06 0.9105337 1e-05 440.0 0.2662 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0003449 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.05404746944441319, 'THSCPM11': 0.22472193963939874, 'THSCPM8': 0.020643141860902547}" IDM_mhc_900_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.2994 0.023953 0.7943 900.0 5021.042 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.00124 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.608223027123413, 'THSCPM11': 2.067601950852037, 'THSCPM8': 0.25529582563018577}" IDM_mhc_580_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 2.931 0.2344897 1.0 580.0 15296.663 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.005259 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.03254133545301224, 'THSCPM11': 0.136732967003976, 'THSCPM8': 0.011792257593964482}" IDM_mhc_960_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.181 0.01448532 0.03981 960.0 220.97 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.001104 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.23824865181810134, 'THSCPM11': 0.8797638028577971, 'THSCPM8': 0.09514713149118091}" IDM_mhc_700_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 1.213 0.09705277 0.6309 700.0 6599.563 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.02612 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 10.167444465752228, 'THSCPM11': 22.44253734567868, 'THSCPM8': 4.959072060187854}" IDM_mhc_280_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 37.569 3.381215 0.2511 280.0 16722.624 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.07009 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 2.579367620105958e-10, 'THSCPM8': 4.6093258586314805e-10, 'THSCPM2b': 4.4733425958629513e-10, 'THSCPM9': 1.280387223701534e-10}" IDM_mhc_960_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.294e-09 1.035394e-10 1.995e-06 960.0 0.01108 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03028 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.05329476032087587, 'THSCPM11': 0.21735776502745818, 'THSCPM8': 0.01887365556918631}" IDM_mhc_860_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.2895 0.02316209 0.01 860.0 69.237 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.5177 0.2749 TSelSel "{'TSelSel': 1.5506945650242557e-05}" IDM_mhc_760_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.55e-05 0.06126512 3.981e-06 760.0 0.03529 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04949 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.08172218763074611, 'THSCPM11': 0.32249840297116694, 'THSCPM8': 0.028869013847937254}" IDM_mhc_800_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.433 0.03464717 0.007943 800.0 63.449 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.03579 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 5.0676764095746085, 'THSCPM11': 12.391087370070677, 'THSCPM8': 2.3024452478219777}" IDM_mhc_340_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 19.761 1.778509 0.1258 340.0 5654.067 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 30.431 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 30.200118364265766, 'THSCPM11': 40.13581611440908, 'THSCPM8': 10.1517809736466}" IDM_mhc_180_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 80.487 7.243894 0.0003981 180.0 66.217 1[9000006,11]
Non-excluded CMS-EXO-13-006 20.007 536.372 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.04776155463131637, 'THSCPM8': 0.036708013362490535, 'THSCPM2b': 0.00010344408398532627, 'THSCPM9': 8.974765388182936e-05}" IDM_mhc_120_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.08466 0.08635601 3.162e-06 120.0 1.233 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.3227 0.3162 TSelSel "{'TSelSel': 0.00023971327220861553}" IDM_mhc_740_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002397 0.07094892 1e-06 740.0 0.009351 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.2222 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 2.221198006349023, 'THSCPM11': 6.07554032908139, 'THSCPM8': 0.897880189937145}" IDM_mhc_420_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 9.194 0.8275157 0.01258 420.0 368.147 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 24.739 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 31.50096577217801, 'THSCPM11': 42.60984181915862, 'THSCPM8': 10.198061503467986}" IDM_mhc_180_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 84.308 7.587798 0.0005011 180.0 83.26 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.2706 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 39.0296806314018, 'THSCPM11': 50.02427392030137, 'THSCPM8': 14.89753384524776}" IDM_mhc_180_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 103.951 9.355634 0.05011 180.0 8326.032 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0007241 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.08320257515929173, 'THSCPM11': 0.3345712383589128, 'THSCPM8': 0.03200046533469465}" IDM_mhc_840_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.4497 0.03598194 0.5011 840.0 3634.014 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 5.332 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 3.933189077974286, 'THSCPM11': 10.04469590331692, 'THSCPM8': 1.6061152763907924}" IDM_mhc_320_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 15.584 1.40256 0.0007943 320.0 40.353 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.3054 0.3182 TSelSel "{'TSelSel': 1.6378195960999217e-07}" IDM_mhc_740_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.637e-07 0.07094892 3.981e-05 740.0 0.3723 1[9000006,11]
Non-excluded CMS-SUS-17-009 16.781 11.748 TSelSel "{'TSelSel': 0.0001574165788104654}" IDM_mhc_340_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001574 2.735409 1.258e-06 340.0 0.05654 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.587 1.107 TSelSel "{'TSelSel': 0.0003012849224920744}" IDM_mhc_580_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003012 0.2506959 1e-06 580.0 0.01529 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.01279 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 6.341974207580849, 'THSCPM11': 15.037674227139439, 'THSCPM8': 3.0024672897394487}" IDM_mhc_320_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 24.382 2.19439 0.3981 320.0 20238.662 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 16.955 33.698 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 6.527518347178662e-05, 'THSCPM1b': 4.5588349065618333e-07, 'THSCPM8': 2.329783826793128e-07}" IDM_mhc_260_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.596e-05 5.936764e-06 5.011e-06 260.0 0.3899 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 35.895 89.23 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 7.620375955736739e-05, 'THSCPM1b': 8.655063045830658e-07, 'THSCPM8': 7.870481227675085e-08, 'THSCPM2b': 6.942888829742735e-09, 'THSCPM9': 6.88798298130058e-10}" IDM_mhc_200_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.715e-05 9.721606e-05 2.511e-06 200.0 0.3355 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.237 0.6803 TSelSel "{'TSelSel': 7.8224719572368e-05}" IDM_mhc_640_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.822e-05 0.1529402 1.995e-06 640.0 0.02497 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.14 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.000501912446334633, 'THSCPM11': 0.0023736206906160317, 'THSCPM8': 0.00016988512490952846, 'THSCPM2b': 5.214039555265302e-07, 'THSCPM9': 1.9720806584257652e-07}" IDM_mhc_860_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.003046 0.0003046137 0.0003981 860.0 2.752 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 2.498 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 8.997703214817527, 'THSCPM11': 20.416838249564808, 'THSCPM8': 4.245926759829084}" IDM_mhc_280_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 33.66 3.029442 0.002511 280.0 167.226 1[9000006,11]
Non-excluded CMS-EXO-13-006 0.8962 3.272 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.005285390398007704, 'THSCPM8': 0.00283854097569839, 'THSCPM2b': 9.687387080975287e-06, 'THSCPM9': 5.8589519095429965e-06}" IDM_mhc_460_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.008139 0.001383711 6.309e-05 460.0 1.541 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.01668 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.3202639797531652, 'THSCPM11': 1.1304682419683914, 'THSCPM8': 0.12456477691945946}" IDM_mhc_660_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.575 0.1260238 0.05011 660.0 589.035 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.02892 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.3734479092310235, 'THSCPM11': 1.2868693069695225, 'THSCPM8': 0.1435373353129094}" IDM_mhc_640_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.803 0.1443084 0.03162 640.0 395.444 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.2214 7.643 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.14681611724105365, 'THSCPM1b': 0.014177307365456727, 'THSCPM8': 0.0026595502338315987}" IDM_mhc_380_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1636 0.01472877 7.943e-05 380.0 2.847 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 26.774 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 3.194871190209536, 'THSCPM11': 8.61696672488116, 'THSCPM8': 1.0672885035698279}" IDM_mhc_260_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 12.879 1.159121 0.0001584 260.0 12.332 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.8253 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.03966379933293256, 'THSCPM1b': 0.006691265782175214, 'THSCPM8': 0.0015334961636817887}" IDM_mhc_620_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.04788 0.003831085 0.0003162 620.0 4.216 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.398 0.2379 TSelSel "{'TSelSel': 3.691187149408594e-05}" IDM_mhc_780_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.691e-05 0.05301737 2.511e-06 780.0 0.02112 1[9000006,11]
Non-excluded CMS-EXO-13-006 0.3934 0.941 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.00022399229504459694, 'THSCPM8': 0.00010460862430166097, 'THSCPM2b': 5.61031493799515e-07, 'THSCPM9': 3.0029201011060115e-07}" IDM_mhc_600_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003294 5.271396e-05 7.943e-05 600.0 1.134 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 4.641 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.6469873346627001, 'THSCPM11': 2.200317285967952, 'THSCPM8': 0.20438809422096268}" IDM_mhc_400_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 3.051 0.2746523 0.0003981 400.0 12.897 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1635 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.1730259038053962, 'THSCPM11': 0.6482119971337046, 'THSCPM8': 0.06220744014350361}" IDM_mhc_680_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.8834 0.07067563 0.003981 680.0 44.144 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.08014 THSCPM1b,THSCPM8 "{'THSCPM8': 1.0875659084759896e-09, 'THSCPM1b': 5.677320925897712e-11}" IDM_mhc_940_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.144e-09 9.154713e-11 1.584e-05 940.0 0.09177 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 3.059 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 9.351722773458558, 'THSCPM8': 11.128423809207494, 'THSCPM2b': 1.6465872378024232e-05, 'THSCPM9': 2.184591576958129e-05}" IDM_mhc_140_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 20.48 20.88979 0.006309 140.0 1777.72 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 97.179 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 10.511431049476666, 'THSCPM11': 14.849611606125226, 'THSCPM8': 2.0587134559581224}" IDM_mhc_160_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 27.419 2.467778 0.0001258 160.0 26.81 1[9000006,11]
