SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Excluded ATLAS-SUSY-2016-32 0.4042 "[[],[[jet,jet]]]  (HSCP,HSCP)" 9.728 0.0 14.583 14.583 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 12.863 0.01 280.0 666.645 1[N1,mu-]
Excluded CMS-EXO-13-006 6.008 "[[],[[jet,jet]]]  (HSCP,HSCP)" 95.433 0.01189 143.07 143.07 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 13.092 0.001995 140.0 562.185 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1291 0.0 0.1936 0.1936 THSCPM1b IDM_mhc_720_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.3554 0.1584 720.0 1566.087 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1953 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1303 0.0 0.0 0.1953 TSmuSmuDisp IDM_mhc_720_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.4548 1.258e-05 720.0 0.1241 1[N1,mu-]
Non-excluded CMS-EXO-13-006 24.645 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 9.02 0.0 0.5346 16.61 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_260_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.5259 5.011e-05 260.0 3.899 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01217 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3361 0.0 0.4633 0.4633 THSCPM1b IDM_mhc_620_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.6388 0.01584 620.0 211.497 1[N1,mu-]
Excluded CMS-EXO-13-006 1.221 "[[],[[jet,jet]]]  (HSCP,HSCP)" 257.188 0.0 385.568 385.568 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 27.685 0.01258 100.0 7228.093 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.08503 0.0 0.08503 0.08503 THSCPM1b IDM_mhc_780_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 0.2455 0.1995 780.0 1672.262 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.771 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.698 0.0 0.0 2.771 TSmuSmuDisp IDM_mhc_440_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.534 3.162e-06 440.0 0.08432 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 114.211 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 65.05 0.0 0.0 114.212 TSmuSmuDisp IDM_mhc_160_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 33.201 2.511e-06 160.0 0.5347 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.02218 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.487e-09 6.309e-05 920.0 0.3809 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 19.779 "[[],[[jet,jet]]]  (HSCP,HSCP)" 57.05 0.1967 85.527 85.921 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 22.859 0.0005011 160.0 106.663 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3579 0.0 0.4934 0.4934 THSCPM1b IDM_mhc_620_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.7115 0.3162 620.0 4216.388 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.5796 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4209 0.0 0.0 0.5796 TSmuSmuDisp IDM_mhc_600_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.16 7.943e-06 600.0 0.1134 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.01417 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.01041 0.001258 880.0 8.326 1[N1,mu-]
Excluded CMS-EXO-13-006 160.476 "[[],[[jet,jet]]]  (HSCP,HSCP)" 28.097 0.0 42.122 78.936 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.481 3.981e-05 140.0 11.211 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.7004 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1779 0.0 0.05963 0.3043 THSCPM1b IDM_mhc_580_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.07281 0.0005011 580.0 7.648 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.594 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.9767 0.0 0.0 1.594 TSmuSmuDisp IDM_mhc_500_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.478 6.309e-06 500.0 0.1298 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.0544 0.0 0.0544 0.0544 THSCPM1b IDM_mhc_820_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.1483 0.01 820.0 76.188 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01508 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.131e-09 1.995e-06 980.0 0.0106 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05016 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05016 0.0 0.0 0.05016 TSmuSmuDisp IDM_mhc_860_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1629 3.162e-05 860.0 0.2187 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.7415 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4948 0.0 0.0 0.7418 TSmuSmuDisp IDM_mhc_580_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.736 2.511e-06 580.0 0.03831 1[N1,mu-]
Excluded CMS-EXO-13-006 188.593 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 49.595 0.0 12.168 98.804 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.353 1.995e-05 140.0 5.621 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.8727 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5834 0.0 0.0 0.8746 TSmuSmuDisp IDM_mhc_560_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.619 1e-06 560.0 0.0163 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1949 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1303 0.0 0.0 0.1953 TSmuSmuDisp IDM_mhc_720_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.4404 1.584e-06 720.0 0.01566 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.02558 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.07047 0.0 0.07047 0.07047 THSCPM1b IDM_mhc_740_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.1371 0.003162 740.0 29.584 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.04798 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.03513 0.0 0.0 0.03513 THSCPM1b IDM_mhc_840_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.003433 0.0006309 840.0 4.578 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.08761 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.108 0.0 25.648 25.648 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 22.017 0.03981 240.0 3647.448 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.102 0.0 4.651 4.651 THSCPM1b IDM_mhc_380_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 4.49 1.0 380.0 35812.516 1[N1,mu-]
Excluded CMS-EXO-13-006 192.221 "[[],[[jet,jet]]]  (HSCP,HSCP)" 75.329 0.0 112.93 137.122 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 13.703 5.011e-05 120.0 19.537 1[N1,mu-]
Excluded CMS-EXO-13-006 0.5151 "[[],[[jet,jet]]]  (HSCP,HSCP)" 97.596 0.0 146.312 146.312 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 13.665 0.01995 140.0 5621.85 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.293 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.405 0.0 0.0 2.293 TSmuSmuDisp IDM_mhc_460_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.563 1.258e-05 460.0 0.3064 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.09781 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02735 0.0 0.0 0.02735 THSCPM1b IDM_mhc_780_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.02094 0.001 780.0 8.396 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.07254 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.112 0.0 1.667 1.667 THSCPM1b IDM_mhc_480_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 1.632 0.01258 480.0 281.092 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1165 0.2511 900.0 1591.346 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02497 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.803 0.0 5.702 5.702 THSCPM1b IDM_mhc_360_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 5.482 0.03162 360.0 1264.916 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.05013 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05013 0.0 0.0 0.05013 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_860_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 3.132e-07 0.0001258 860.0 0.8692 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05686 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05723 0.0 0.0 0.05723 TSmuSmuDisp IDM_mhc_840_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.1248 1.258e-06 840.0 0.009135 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.03678 0.1258 960.0 697.268 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01314 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02645 0.0 0.02645 0.02645 THSCPM1b IDM_mhc_860_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.0501 0.003162 860.0 21.876 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.8179 0.0 1.226 1.226 THSCPM1b IDM_mhc_520_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 1.317 0.3981 520.0 7560.42 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.04949 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.03076 0.0 0.0 0.03076 THSCPM1b IDM_mhc_820_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.008275 0.0007943 820.0 6.052 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.029 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2751 0.0 0.1286 0.5411 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_540_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.1102 0.0003981 540.0 7.022 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3068 0.0 0.4235 0.4235 THSCPM1b IDM_mhc_640_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.6075 0.7943 640.0 9966.008 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.139 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.244 0.0104 6.363 6.363 THSCPM1b IDM_mhc_340_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 5.615 0.002511 340.0 112.758 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 10.838 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.056 0.0 0.0 10.841 TSmuSmuDisp IDM_mhc_320_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 16.862 1e-06 320.0 0.05085 1[N1,mu-]
Excluded CMS-EXO-13-006 296.673 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 107.043 0.0 6.399 192.224 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.918 1e-05 120.0 3.907 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.399 0.0 2.097 2.097 THSCPM1b IDM_mhc_460_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 2.111 0.1258 460.0 3064.083 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.126 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6902 0.0 0.0 1.126 TSmuSmuDisp IDM_mhc_540_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.749 7.943e-06 540.0 0.1399 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.02313 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3147 0.0 0.4338 0.4338 THSCPM1b IDM_mhc_620_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.5705 0.007943 620.0 106.089 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.424 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3073 0.0 0.0 0.4241 TSmuSmuDisp IDM_mhc_640_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.9342 6.309e-06 640.0 0.07893 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05719 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05723 0.0 0.0 0.05723 TSmuSmuDisp IDM_mhc_840_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.2473 3.981e-06 840.0 0.02884 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.03133 "[[],[[jet,jet]]]  (HSCP,HSCP)" 23.102 0.0 34.634 34.634 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 29.395 0.06309 220.0 6923.753 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 58.837 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 27.386 0.0 0.2225 48.674 TSmuSmuDisp IDM_mhc_200_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.303 1.995e-05 200.0 2.666 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 23.257 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.568 0.0 3.209 11.327 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 1.733 0.0001 260.0 7.768 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 5.289 "[[],[[jet,jet]]]  (HSCP,HSCP)" 20.917 0.03791 31.357 31.396 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 25.187 0.001258 220.0 137.99 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.03411 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.122 0.0 25.668 25.668 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 22.05 0.05011 240.0 4588.999 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.4312 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1576 0.0 0.217 0.2649 THSCPM1b IDM_mhc_600_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.1549 0.001 600.0 14.299 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.293 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.405 0.0 0.0 2.293 TSmuSmuDisp IDM_mhc_460_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.664 1.584e-06 460.0 0.03861 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01713 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.446e-10 7.943e-05 960.0 0.4404 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 41.069 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 23.149 0.0 0.0 41.07 TSmuSmuDisp IDM_mhc_220_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 26.962 2.511e-06 220.0 0.2755 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2702 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1952 0.0 0.0 0.2703 TSmuSmuDisp IDM_mhc_700_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.6884 3.162e-06 700.0 0.03305 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.518 0.0 3.774 3.774 THSCPM1b IDM_mhc_400_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 3.78 0.2511 400.0 8120.451 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.094 0.0 4.638 4.638 THSCPM1b IDM_mhc_380_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 4.469 0.1258 380.0 4515.491 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 12.29 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.944 0.0 26.901 27.427 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 20.912 0.0005011 220.0 54.965 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4891 0.0 0.7332 0.7332 THSCPM1b IDM_mhc_580_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.9695 0.07943 580.0 1210.594 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05723 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05723 0.0 0.0 0.05723 TSmuSmuDisp IDM_mhc_840_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2037 1.584e-05 840.0 0.1147 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5818 0.0 0.8722 0.8722 THSCPM1b IDM_mhc_560_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 1.113 0.3162 560.0 5179.185 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.08575 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.08575 0.0 0.0 0.08575 TSmuSmuDisp IDM_mhc_780_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2267 5.011e-05 780.0 0.4216 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.03611 0.06309 960.0 349.87 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.037 0.1584 960.0 880.923 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.04359 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04359 0.0 0.0 0.04359 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_880_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 8.639e-06 0.0001995 880.0 1.315 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1097 0.05011 900.0 316.229 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.04999 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04999 0.0 0.0 0.04999 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_860_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 5.11e-06 0.0001584 860.0 1.096 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.048 0.0 9.067 9.067 THSCPM1b IDM_mhc_320_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 8.613 0.1995 320.0 10119.331 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02512 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.123 0.0 1.684 1.684 THSCPM1b IDM_mhc_480_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.661 0.01584 480.0 354.267 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2483 0.0 0.343 0.343 THSCPM1b IDM_mhc_660_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.4653 0.01995 660.0 234.633 1[N1,mu-]
Excluded CMS-EXO-13-006 6.576 "[[],[[jet,jet]]]  (HSCP,HSCP)" 255.2 0.005751 382.587 382.587 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 27.544 0.002511 100.0 1440.342 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.495 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3591 0.0 0.0 0.4951 TSmuSmuDisp IDM_mhc_620_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.8952 1.258e-05 620.0 0.1686 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.806 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.615 0.0 0.0 6.365 TSmuSmuDisp IDM_mhc_360_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.217 5.011e-05 360.0 2.005 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2559 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1293 0.0 0.0 0.1791 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_700_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.008032 0.0003981 700.0 4.163 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01329 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.613e-09 5.011e-05 1000.0 0.2562 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 9.927 0.0 14.882 14.882 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 13.162 0.3162 280.0 21104.488 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05701 0.0 0.05701 0.05701 THSCPM1b IDM_mhc_840_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1718 0.5011 840.0 3634.014 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01585 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.67 0.0 2.504 2.504 THSCPM1b IDM_mhc_440_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 2.522 0.03162 440.0 843.277 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06537 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06537 0.0 0.0 0.06537 TSmuSmuDisp IDM_mhc_820_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.1236 0.0001 820.0 0.7618 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 170.91 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 97.839 0.0 0.0 170.911 TSmuSmuDisp IDM_mhc_140_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 68.822 1e-06 140.0 0.2818 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 8.453 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.805 0.0 0.0 8.453 TSmuSmuDisp IDM_mhc_340_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.446 1e-05 340.0 0.4494 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 9.262 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.866 0.0 8.795 9.644 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 6.224 0.0003981 280.0 26.593 1[N1,mu-]
