SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2694 0.0 0.3595 0.3595 THSCPM1b IDM_mhc_680_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.381 0.03162 680.0 350.491 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.337 "[[],[[jet,jet]]]  (HSCP,HSCP)" 10.535 0.0 15.167 15.167 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 11.422 0.01258 300.0 730.84 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.206 0.0 3.175 3.175 THSCPM1b,THSCPM8 IDM_mhc_440_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 2.661 0.5011 440.0 13332.902 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3809 0.0 0.5074 0.5074 THSCPM1b IDM_mhc_640_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.5621 0.3162 640.0 3954.448 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 121.252 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 23.199 0.0 19.334 61.394 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.423 5.011e-05 180.0 8.326 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3752 "[[],[[jet,jet]]]  (HSCP,HSCP)" 108.776 0.0 156.786 156.786 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 32.729 0.03162 160.0 6734.708 1[N1,mu-]
Excluded CMS-EXO-13-006 0.2463 "[[],[[jet,jet]]]  (HSCP,HSCP)" 173.312 0.0 249.873 249.873 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 20.561 0.05011 140.0 14094.783 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 7.73 "[[],[[jet,jet]]]  (HSCP,HSCP)" 21.644 0.05823 31.172 31.34 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 20.53 0.001 240.0 91.779 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.8943 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.291 0.0 0.04641 0.4945 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_580_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.06946 0.0003981 580.0 6.071 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.8337 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5271 0.0 0.0 0.8338 TSmuSmuDisp IDM_mhc_600_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.016 1e-05 600.0 0.1429 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 9.234 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 5.166 0.0 0.0 9.234 TSmuSmuDisp IDM_mhc_360_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.746 3.981e-06 360.0 0.1591 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.05309 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05309 0.0 0.0 0.05309 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_880_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 3.176e-06 0.0001584 880.0 1.049 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1044 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1045 0.0 0.0 0.1045 TSmuSmuDisp IDM_mhc_780_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.3251 6.309e-06 780.0 0.05304 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.02107 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02115 0.02027 0.0 0.02115 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_920_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.494e-09 1.995e-06 920.0 0.01203 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5964 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4483 0.0 0.0 0.5965 TSmuSmuDisp IDM_mhc_620_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.7781 1.584e-05 620.0 0.2114 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.816 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.241 0.0 0.0 5.718 TSmuSmuDisp IDM_mhc_400_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.219 5.011e-05 400.0 1.617 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.7 0.0 3.885 3.885 THSCPM1b,THSCPM8 IDM_mhc_420_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 3.166 0.6309 420.0 18441.772 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.139 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.816 0.0 0.0 3.139 TSmuSmuDisp IDM_mhc_460_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.767 2.511e-05 460.0 0.6109 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01562 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.055e-10 7.943e-05 960.0 0.4404 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05319 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05322 0.0 0.0 0.05322 TSmuSmuDisp IDM_mhc_880_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1693 5.011e-06 880.0 0.0331 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.957 "[[],[[jet,jet]]]  (HSCP,HSCP)" 9.755 0.009983 14.044 14.044 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 10.051 0.002511 300.0 146.168 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01701 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 5.462e-05 0.0003162 940.0 1.827 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 89.197 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 49.23 0.0 0.0 89.187 TSmuSmuDisp IDM_mhc_200_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 16.862 6.309e-06 200.0 0.8432 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.0214 0.005011 940.0 29.018 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.207 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1594 0.0 0.0 0.207 TSmuSmuDisp IDM_mhc_740_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.3055 3.162e-05 740.0 0.2958 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.756 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5565 0.0 0.8006 1.131 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.4925 0.0006309 480.0 14.094 1[N1,mu-]
Excluded CMS-EXO-13-006 18.783 "[[],[[jet,jet]]]  (HSCP,HSCP)" 540.057 0.01396 779.193 779.204 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 43.715 0.001584 100.0 909.34 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1579 0.0 0.2051 0.2051 THSCPM1b IDM_mhc_740_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.2804 0.1584 740.0 1483.661 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1008 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2886 0.0 0.3845 0.3845 THSCPM1b IDM_mhc_640_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.3493 0.003981 640.0 49.83 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01204 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.03202 0.0 0.03202 0.03202 THSCPM1b IDM_mhc_860_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.04591 0.003162 860.0 21.876 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 4.63 "[[],[[jet,jet]]]  (HSCP,HSCP)" 32.652 0.01479 47.034 47.057 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 31.742 0.001995 220.0 218.766 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.676 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.042 0.0 0.0 1.676 TSmuSmuDisp IDM_mhc_520_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.618 1.258e-05 520.0 0.2394 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1557 0.0 0.2022 0.2022 THSCPM1b IDM_mhc_740_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.2736 0.06309 740.0 590.799 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 7.375 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.129 0.0 0.0 7.375 TSmuSmuDisp IDM_mhc_380_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.963 1.995e-06 380.0 0.07149 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.9827 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6217 0.0 0.0 0.9836 TSmuSmuDisp IDM_mhc_580_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.554 1.584e-06 580.0 0.02418 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.4112 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2349 0.0 0.0 0.3132 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_660_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.009429 0.0003162 660.0 3.723 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 41.453 "[[],[[jet,jet]]]  (HSCP,HSCP)" 15.556 0.0 22.408 29.326 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 11.63 0.0001584 220.0 17.309 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06042 0.0 0.06042 0.06042 THSCPM1b IDM_mhc_860_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.1363 0.3981 860.0 2752.119 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 25.212 0.0 36.311 36.311 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 26.13 1.0 240.0 91779.982 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.01931 0.007943 980.0 42.254 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.04669 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.0467 0.0 0.0 0.0467 TSmuSmuDisp IDM_mhc_900_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1283 1.584e-05 900.0 0.1001 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.07291 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.752 0.0 2.52 2.52 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 2.209 0.01584 460.0 386.158 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5083 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3816 0.0 0.0 0.5083 TSmuSmuDisp IDM_mhc_640_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2919 7.943e-05 640.0 0.9966 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.032 "[[],[[jet,jet]]]  (HSCP,HSCP)" 48.741 0.0 70.222 70.222 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 46.11 0.01 200.0 1333.29 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1124 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.029 0.0 5.798 5.798 THSCPM1b,THSCPM8 IDM_mhc_380_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 4.661 0.01584 380.0 568.665 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.725 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.774 0.0 1.113 1.68 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_440_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.743 0.0005011 440.0 13.332 1[N1,mu-]
Excluded CMS-EXO-13-006 162.215 "[[],[[jet,jet]]]  (HSCP,HSCP)" 221.56 0.0 319.538 328.966 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 25.631 0.0001258 120.0 49.208 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.03436 0.3162 960.0 1761.847 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0927 "[[],[[jet,jet]]]  (HSCP,HSCP)" 173.397 0.0 249.997 249.997 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 20.562 0.1 140.0 28189.566 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1148 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.7707 0.0 1.108 1.108 THSCPM1b IDM_mhc_540_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.8791 0.006309 540.0 110.857 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3731 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2803 0.0 0.0 0.3741 TSmuSmuDisp IDM_mhc_680_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.517 1.258e-06 680.0 0.01399 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 4.08 "[[],[[jet,jet]]]  (HSCP,HSCP)" 70.015 0.005421 100.893 100.893 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 52.03 0.003162 180.0 526.205 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 36.844 "[[],[[jet,jet]]]  (HSCP,HSCP)" 32.456 0.0 46.76 49.862 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 25.596 0.0002511 200.0 33.559 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06073 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06073 0.0 0.0 0.06073 TSmuSmuDisp IDM_mhc_860_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1493 3.162e-05 860.0 0.2187 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 3.811 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.325 0.0 4.785 5.07 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 3.036 0.0007943 360.0 31.775 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.01465 0.0 0.01465 0.01465 THSCPM1b IDM_mhc_920_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.02734 0.006309 920.0 38.094 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5902 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4435 0.0 0.0 0.5902 TSmuSmuDisp IDM_mhc_620_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.2567 0.0001 620.0 1.333 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 197.76 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 108.995 0.0 0.0 197.761 TSmuSmuDisp IDM_mhc_160_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 25.6 3.162e-06 160.0 0.6734 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.8614 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.011 0.0 1.455 1.49 THSCPM1b,THSCPM8 IDM_mhc_480_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 1.047 0.001584 480.0 35.426 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.7203 0.0 1.018 1.018 THSCPM1b IDM_mhc_560_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 1.006 0.03981 560.0 651.244 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.247 0.0 1.794 1.794 THSCPM1b,THSCPM8 IDM_mhc_500_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 1.441 0.7943 500.0 16308.013 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.09702 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.09702 0.0 0.0 0.09702 TSmuSmuDisp IDM_mhc_780_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.04436 0.0002511 780.0 2.112 1[N1,mu-]
Excluded CMS-EXO-13-006 0.07097 "[[],[[jet,jet]]]  (HSCP,HSCP)" 548.354 0.0 791.164 791.164 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 44.523 0.1995 100.0 114724.978 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 11.628 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 6.263 0.0 0.0 11.204 TSmuSmuDisp IDM_mhc_340_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.782 3.981e-05 340.0 1.793 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 19.359 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 10.739 0.0 0.0 19.362 TSmuSmuDisp IDM_mhc_300_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 18.388 1.258e-06 300.0 0.07308 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 10.729 0.0 15.446 15.446 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 11.765 0.2511 300.0 14616.812 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2798 0.0 0.3734 0.3734 THSCPM1b IDM_mhc_680_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.4066 0.6309 680.0 6997.41 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05996 0.0 0.05996 0.05996 THSCPM1b IDM_mhc_860_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.1345 0.1584 860.0 1096.26 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.005 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.248 0.0 0.0 2.008 TSmuSmuDisp IDM_mhc_500_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.808 1e-06 500.0 0.02057 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05308 0.0 0.05308 0.05308 THSCPM1b IDM_mhc_880_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.1203 0.7943 880.0 5248.057 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.8332 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5271 0.0 0.0 0.8338 TSmuSmuDisp IDM_mhc_600_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.418 1.995e-06 600.0 0.02843 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 63.007 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 34.809 0.0 0.0 63.008 TSmuSmuDisp IDM_mhc_220_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 19.19 5.011e-06 220.0 0.5496 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 45.607 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 25.216 0.0 0.0 45.607 TSmuSmuDisp IDM_mhc_240_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 23.243 2.511e-06 240.0 0.2302 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.02733 0.01584 960.0 88.092 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 4.686 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.581 0.0 0.0 4.551 TSmuSmuDisp IDM_mhc_420_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.9029 6.309e-05 420.0 1.844 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1126 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1695 0.0 0.2262 0.2262 THSCPM1b IDM_mhc_680_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.1722 0.002511 680.0 27.831 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 5.872 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.908 0.0 0.0 5.13 TSmuSmuDisp IDM_mhc_400_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4242 7.943e-05 400.0 2.566 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01562 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.902e-10 5.011e-05 960.0 0.2779 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.0467 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.0467 0.0 0.0 0.0467 TSmuSmuDisp IDM_mhc_900_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1206 2.511e-05 900.0 0.1591 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01373 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.07497 0.0 0.07497 0.07497 THSCPM1b IDM_mhc_780_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.1297 0.005011 780.0 42.163 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.048 "[[],[[jet,jet]]]  (HSCP,HSCP)" 18.119 0.0 26.092 26.092 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 18.988 0.006309 260.0 490.863 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 49.249 0.0 70.955 70.955 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 47.486 1.0 200.0 133329.029 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 0.03933 0.2511 940.0 1450.933 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01201 "[[],[[jet,jet]]]  (HSCP,HSCP)" 34.781 0.0 50.101 50.101 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 34.942 0.1584 220.0 17309.382 1[N1,mu-]
Non-excluded CMS-EXO-13-006 4.125 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.761 0.0 0.8565 2.173 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_420_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.737 0.0003162 420.0 9.264 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05321 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05322 0.0 0.0 0.05322 TSmuSmuDisp IDM_mhc_880_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.1585 7.943e-06 880.0 0.05248 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.9833 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6217 0.0 0.0 0.9836 TSmuSmuDisp IDM_mhc_580_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.618 2.511e-06 580.0 0.03831 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05233 0.0 0.05233 0.05233 THSCPM1b IDM_mhc_880_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1175 0.1258 880.0 832.603 1[N1,mu-]
