SModelS_status Analysis Disp MT_displaced_xsec Tx Tx_weights file r_max theory_pred MASS9000006 MASS37 ctau(37) BR(37)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04414 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 3.690625488997813e-05, 'THSCPM11': 0.00012219844452704146, 'THSCPM8': 7.757392308181155e-06, 'THSCPM2b': 4.953947398403581e-08, 'THSCPM9': 1.3056097318131385e-08}" IDM_mhc_980_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001669 1.335397e-05 0.0003162 980.0 1.686 1[9000006,11]
Non-excluded CMS-SUS-17-009 6.946 3.707 TSelSel "{'TSelSel': 3.185847400245222e-05}" IDM_mhc_420_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.185e-05 1.183801 3.162e-06 420.0 0.09264 1[9000006,11]
Non-excluded CMS-EXO-13-006 30.818 447.577 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.20851410708481663, 'THSCPM8': 0.05242834670461039, 'THSCPM2b': 0.00025428288824389666, 'THSCPM9': 0.0001683585877068513}" IDM_mhc_100_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.2613 0.2665924 2.511e-06 100.0 1.44 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0001415 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.03377666631635852, 'THSCPM11': 0.08254254775509917, 'THSCPM8': 0.007301361002153852}" IDM_mhc_980_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.1236 0.009889646 1.0 980.0 5318.786 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.0167 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.648542258284468, 'THSCPM11': 1.467717594165388, 'THSCPM8': 0.14465174321276936}" IDM_mhc_580_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 2.26 0.1808729 0.06309 580.0 962.57 1[9000006,11]
Non-excluded CMS-SUS-17-009 13.472 5.566 TSelSel "{'TSelSel': 0.00029144569483209674}" IDM_mhc_380_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002914 1.815338 1e-06 380.0 0.03581 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1714 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.06326823761926809, 'THSCPM11': 0.18990869035739832, 'THSCPM8': 0.012539770711891685}" IDM_mhc_740_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.2657 0.02125734 0.001995 740.0 18.615 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.383 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 13.178514775971081, 'THSCPM11': 17.772381246263777, 'THSCPM8': 2.928427304470154}" IDM_mhc_260_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 33.879 3.049139 0.003981 260.0 309.289 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.4868 0.2622 TSelSel "{'TSelSel': 1.767140885971339e-06}" IDM_mhc_740_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.767e-06 0.07689346 1.258e-05 740.0 0.1174 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06251 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.004691612796419222, 'THSCPM11': 0.018038207082342668, 'THSCPM8': 0.0007565936384336014}" IDM_mhc_940_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.02348 0.001878913 0.001584 940.0 9.177 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 59.368 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 2.7064128405284, 'THSCPM11': 5.096780763316135, 'THSCPM8': 0.325701129886054}" IDM_mhc_200_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.128 0.7316005 5.011e-05 200.0 6.689 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.2741 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.030665611949359576, 'THSCPM11': 0.09400652143475362, 'THSCPM8': 0.004853718407590239}" IDM_mhc_720_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.1295 0.01036207 0.001 720.0 9.866 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 21.113 114.237 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.009370721809738225, 'THSCPM1b': 0.0006243408697093457, 'THSCPM8': 1.3742110129362419e-06}" IDM_mhc_160_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.009996 0.0008996793 3.981e-06 160.0 0.8468 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001336 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.14007673579653487, 'THSCPM11': 0.3808053806284284, 'THSCPM8': 0.03154268101433729}" IDM_mhc_780_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.5524 0.04419398 0.3162 780.0 2659.393 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.09083 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 24.011245695161122, 'THSCPM11': 28.649100853678544, 'THSCPM8': 5.4255227463638125}" IDM_mhc_220_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 58.085 5.227728 0.07943 220.0 8692.817 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.08754 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 2.216186019682482e-06, 'THSCPM11': 6.384057637483281e-06, 'THSCPM8': 4.162847687726334e-07, 'THSCPM2b': 5.409686248048645e-09, 'THSCPM9': 1.4615380771073354e-09}" IDM_mhc_900_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 9.023e-06 9.0234e-07 0.0001584 900.0 1.001 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 0.03101 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 9.580841165691673, 'THSCPM8': 4.090618851237668, 'THSCPM2b': 1.9279688592349398e-07, 'THSCPM9': 1.7753227656976113e-07}" IDM_mhc_140_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 13.671 13.94489 0.3981 140.0 112117.592 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1273 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.3706200095993355, 'THSCPM11': 0.8964851296619175, 'THSCPM8': 0.07943947251371129}" IDM_mhc_620_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 1.346 0.1077236 0.006309 620.0 84.327 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.004395 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.47215226213503625, 'THSCPM11': 1.1404477957784078, 'THSCPM8': 0.11021484264738646}" IDM_mhc_620_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 1.722 0.1378252 0.1995 620.0 2662.981 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0175 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.06454472516841755, 'THSCPM11': 0.18575279287504126, 'THSCPM8': 0.013496966844483147}" IDM_mhc_860_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.2637 0.02110356 0.01584 860.0 109.626 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.6159 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 3.9205371193602323, 'THSCPM11': 6.81211442979137, 'THSCPM8': 0.9286236921817608}" IDM_mhc_360_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 11.661 1.049515 0.005011 360.0 200.535 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.08855 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.017361500022618874, 'THSCPM11': 0.05547804995510619, 'THSCPM8': 0.00293467567495004}" IDM_mhc_860_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.07577 0.006061938 0.001995 860.0 13.799 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 10.746 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 11.991903361590415, 'THSCPM11': 15.905493479442377, 'THSCPM8': 2.3990044316692445}" IDM_mhc_240_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 30.296 2.726676 0.0005011 240.0 45.889 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.06479 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 2.9080815310327846, 'THSCPM11': 5.140612630699334, 'THSCPM8': 0.6669710552370157}" IDM_mhc_400_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 8.715 0.7844099 0.03981 400.0 1289.718 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.2831 0.1496 TSelSel "{'TSelSel': 9.784498917004226e-07}" IDM_mhc_820_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.784e-07 0.04348382 1.584e-05 820.0 0.1203 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.3107 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.11743995270385968, 'THSCPM11': 0.3144647687792376, 'THSCPM8': 0.02208660024375185}" IDM_mhc_660_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.4539 0.03631931 0.001584 660.0 18.615 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.0 0.08751 TSelSel "{'TSelSel': 3.5900079532820946e-08}" IDM_mhc_900_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.59e-08 0.02530024 7.943e-05 900.0 0.5021 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0768 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 2.6676526792854274e-08, 'THSCPM1b': 2.530330156369596e-09, 'THSCPM8': 4.418835101707132e-10, 'THSCPM2b': 1.0827644594932524e-11, 'THSCPM9': 2.567348676558973e-12}" IDM_mhc_920_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 2.966e-08 2.966214e-09 0.0001 920.0 0.6034 1[9000006,11]
Non-excluded CMS-SUS-17-009 29.345 30.544 TSelSel "{'TSelSel': 2.182451026715954e-05}" IDM_mhc_240_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.182e-05 11.21935 2.511e-06 240.0 0.2302 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.5647 0.2271 TSelSel "{'TSelSel': 2.651829430288099e-05}" IDM_mhc_760_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.651e-05 0.06647728 3.162e-06 760.0 0.02802 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.6239 0.4074 TSelSel "{'TSelSel': 7.968883459074092e-07}" IDM_mhc_680_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 7.968e-07 0.1205402 1.995e-05 680.0 0.2212 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.717 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 23.922385106455387, 'THSCPM11': 28.215934517458244, 'THSCPM8': 5.131168380572337}" IDM_mhc_220_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 57.269 5.154254 0.01 220.0 1096.26 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03276 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.033661525306145204, 'THSCPM11': 0.09773584679822252, 'THSCPM8': 0.006407846133544074}" IDM_mhc_900_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.1378 0.01102442 0.006309 900.0 39.864 1[9000006,11]
Non-excluded CMS-SUS-17-009 9.485 5.569 TSelSel "{'TSelSel': 2.9574262051833787e-05}" IDM_mhc_380_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.957e-05 1.815338 3.162e-06 380.0 0.1134 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 6.754 23.28 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.04799485836814669, 'THSCPM1b': 0.0059904980878420135, 'THSCPM8': 0.00031625110349525553}" IDM_mhc_260_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0543 0.004887145 1.995e-05 260.0 1.553 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 0.3901 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 9.577830448497432, 'THSCPM8': 4.0888083545871, 'THSCPM2b': 2.4163729429490544e-06, 'THSCPM9': 2.2292157935792403e-06}" IDM_mhc_140_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 13.666 13.93998 0.03162 140.0 8928.821 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0005472 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.22487809112180954, 'THSCPM11': 0.5732752810052625, 'THSCPM8': 0.050247976081197236}" IDM_mhc_720_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.8484 0.06787211 1.0 720.0 9866.348 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 10.323 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 21.125469687679125, 'THSCPM11': 15.326420755299388, 'THSCPM8': 2.9762453395539605}" IDM_mhc_160_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 39.428 3.548532 0.001 160.0 212.866 1[9000006,11]
Non-excluded CMS-SUS-17-009 10.126 4.527 TSelSel "{'TSelSel': 0.00011844320679648727}" IDM_mhc_400_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001184 1.460811 1.584e-06 400.0 0.05125 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.51 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.3874063651639623, 'THSCPM11': 2.760783505000867, 'THSCPM8': 0.2785896346886185}" IDM_mhc_420_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 4.426 0.3984102 0.001258 420.0 36.814 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.00726 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.3458525710096918, 'THSCPM11': 0.8498074382540768, 'THSCPM8': 0.07745328826751262}" IDM_mhc_660_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 1.273 0.1018491 0.1 660.0 1174.565 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.5884 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 40.31301439384336, 'THSCPM11': 29.802879669655763, 'THSCPM8': 5.394544161083124}" IDM_mhc_180_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 75.51 6.795939 0.01584 180.0 2638.061 1[9000006,11]
Non-excluded CMS-SUS-17-009 2.423 1.473 TSelSel "{'TSelSel': 5.4955623375512105e-06}" IDM_mhc_520_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.495e-06 0.4527868 7.943e-06 520.0 0.1506 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.009 0.5526 TSelSel "{'TSelSel': 3.4369161350558845e-06}" IDM_mhc_640_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.436e-06 0.164693 1e-05 640.0 0.1248 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1592 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 4.301882293264299, 'THSCPM11': 7.2807445615529796, 'THSCPM8': 0.9782539403622212}" IDM_mhc_360_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 12.56 1.130479 0.01995 360.0 798.894 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.32 0.6458 TSelSel "{'TSelSel': 8.402115330539954e-06}" IDM_mhc_620_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.402e-06 0.1933257 6.309e-06 620.0 0.08432 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 5.932 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.9030998041080691, 'THSCPM11': 3.476808924924425, 'THSCPM8': 0.33598050936966106}" IDM_mhc_340_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 5.715 0.51443 0.0003981 340.0 17.938 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1348 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.015538959897289983, 'THSCPM1b': 0.003282576765369032, 'THSCPM8': 0.0004738187850612186}" IDM_mhc_840_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.01929 0.001543628 0.0007943 840.0 5.752 1[9000006,11]
Non-excluded CMS-SUS-17-009 7.506 3.049 TSelSel "{'TSelSel': 0.00032607103592909975}" IDM_mhc_440_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.000326 0.9659949 1e-06 440.0 0.02662 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.4312 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.5758687397634551, 'THSCPM11': 1.3104052807750233, 'THSCPM8': 0.11805641310662672}" IDM_mhc_540_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 2.004 0.1603464 0.002511 540.0 44.243 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.05732 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 24.030992492858946, 'THSCPM11': 28.651848928034777, 'THSCPM8': 5.489096878466026}" IDM_mhc_220_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 58.171 5.235474 0.1258 220.0 13799.088 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.1621 0.1141 TSelSel "{'TSelSel': 1.492600372239024e-07}" IDM_mhc_860_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.492e-07 0.03305671 3.981e-05 860.0 0.2752 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.1174 0.1717 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 4.765357233871119e-06, 'THSCPM11': 1.2314908738344957e-05, 'THSCPM8': 8.924947048748098e-07, 'THSCPM2b': 1.1514126518446954e-08, 'THSCPM9': 3.1148285102818985e-09}" IDM_mhc_800_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 1.798e-05 1.798739e-06 0.0001258 800.0 1.006 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02429 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.04967112968663596, 'THSCPM11': 0.1435946252889979, 'THSCPM8': 0.010031286027415109}" IDM_mhc_880_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.2032 0.01626376 0.01 880.0 65.995 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.2051 0.1487 TSelSel "{'TSelSel': 0.00014410526050669692}" IDM_mhc_820_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001441 0.04348382 1.258e-06 820.0 0.009578 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04365 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 1.0104542938372495e-09, 'THSCPM8': 2.64886154374448e-10, 'THSCPM2b': 1.4055231792953874e-10, 'THSCPM9': 2.9367696566484625e-11}" IDM_mhc_980_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.445e-09 1.156208e-10 5.011e-06 980.0 0.02666 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.006084 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.05474410568910567, 'THSCPM11': 0.15288362868684743, 'THSCPM8': 0.011310499767388398}" IDM_mhc_900_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.2189 0.01751506 0.03981 900.0 251.371 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 144.464 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 5.449804973718526, 'THSCPM8': 2.183550611909323, 'THSCPM2b': 0.0008089425622236153, 'THSCPM9': 0.0007084635109993715}" IDM_mhc_140_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 7.634 7.78757 5.011e-05 140.0 14.094 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.02538 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 18.044289181674557, 'THSCPM11': 22.65822450527694, 'THSCPM8': 4.180265773588191}" IDM_mhc_240_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 44.882 4.03945 0.2511 240.0 23025.316 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 4.428 4.528 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 5.516998980623029e-06, 'THSCPM1b': 6.042331291719716e-08, 'THSCPM8': 1.9948417904577925e-08, 'THSCPM2b': 3.4054375917819786e-10, 'THSCPM9': 1.728938025821731e-10}" IDM_mhc_400_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 5.597e-06 1.343492e-06 1.258e-05 400.0 0.4068 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1481 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 40.435738007710896, 'THSCPM11': 29.879199851714738, 'THSCPM8': 5.680305278475181}" IDM_mhc_180_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 75.995 6.839572 0.06309 180.0 10496.115 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0768 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 2.265652955927961e-06, 'THSCPM1b': 1.242624400171773e-07, 'THSCPM8': 2.1911287689992088e-08, 'THSCPM2b': 3.9899149286471124e-10, 'THSCPM9': 1.0362638363370057e-10}" IDM_mhc_920_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 2.412e-06 2.412329e-07 0.0001258 920.0 0.7618 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001161 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.07692442038857164, 'THSCPM11': 0.22473159069957138, 'THSCPM8': 0.017436929196348407}" IDM_mhc_860_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.319 0.02552744 0.2511 860.0 1730.938 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.1057 0.08677 TSelSel "{'TSelSel': 0.0001300425846875024}" IDM_mhc_900_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.00013 0.02530024 1.258e-06 900.0 0.007956 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.156 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.2242725344079236, 'THSCPM11': 0.5666449353992166, 'THSCPM8': 0.04551435608070972}" IDM_mhc_660_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.8364 0.06691455 0.003981 660.0 46.871 1[9000006,11]
Non-excluded CMS-EXO-13-006 1.134 2.104 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.0008750360042189908, 'THSCPM8': 0.0002497453236486652, 'THSCPM2b': 1.8404189043828919e-06, 'THSCPM9': 8.190960438050846e-07}" IDM_mhc_480_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.001127 0.0001916649 5.011e-05 480.0 1.121 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.07855 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.007680762056728045, 'THSCPM11': 0.02555938681704617, 'THSCPM8': 0.001157869120614314}" IDM_mhc_900_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.03439 0.002751841 0.001584 900.0 10.016 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.053 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.0011885745085903796, 'THSCPM11': 0.0025692651272542686, 'THSCPM8': 0.00026621854154609153, 'THSCPM2b': 6.089861506753547e-07, 'THSCPM9': 1.817868261316932e-07}" IDM_mhc_960_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.004024 0.0003219879 0.0007943 960.0 4.404 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06645 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 2.6504186108241976e-10, 'THSCPM2b': 8.632638171385974e-10, 'THSCPM8': 3.1925974092077074e-10, 'THSCPM9': 1.7796244250824663e-10}" IDM_mhc_940_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.625e-09 1.300422e-10 1e-06 940.0 0.005786 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 6.628995278846344, 'THSCPM11': 10.456275992461478, 'THSCPM8': 1.5506433277766452}" IDM_mhc_320_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 18.635 1.677232 0.03981 320.0 2023.866 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.2138 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.09640446483418669, 'THSCPM11': 0.2551691906514406, 'THSCPM8': 0.017584001926258724}" IDM_mhc_700_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.3691 0.02953261 0.001995 700.0 20.859 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0006888 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.22476906629106044, 'THSCPM11': 0.5732396932456683, 'THSCPM8': 0.05024103640792361}" IDM_mhc_720_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.8482 0.06785998 0.7943 720.0 7861.632 1[9000006,11]
Non-excluded CMS-EXO-13-006 16.202 270.307 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.16402202721348172, 'THSCPM8': 0.04706263690325447, 'THSCPM2b': 0.00019565593804386357, 'THSCPM9': 0.000134135918027393}" IDM_mhc_120_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.2114 0.2156427 3.981e-06 120.0 1.553 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.01099 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.4712252085759, 'THSCPM11': 1.1189066732631217, 'THSCPM8': 0.10671602014305558}" IDM_mhc_620_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 1.696 0.1357478 0.07943 620.0 1060.897 1[9000006,11]
