SModelS_status Analysis Disp MT_displaced_xsec Tx Tx_weights file r_max theory_pred MASS9000006 MASS37 ctau(37) BR(37)
Excluded ATLAS-SUSY-2016-32 0.0 0.1161 THSCPM1b "{'THSCPM1b': 5.2943390599307625}" IDM_mhc_540_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 5.294 1.917282 0.01258 540.0 221.715 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03954 THSCPM1b "{'THSCPM1b': 0.8494436653469286}" IDM_mhc_800_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.8494 0.2527943 0.01 800.0 79.889 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.006887 THSCPM1b "{'THSCPM1b': 5.615475075312292}" IDM_mhc_560_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 5.615 1.61221 0.1995 560.0 3267.002 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 8.418 THSCPM1b "{'THSCPM1b': 34.06698418893274}" IDM_mhc_280_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 34.066 3.066029 0.0006309 280.0 42.163 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-13-006 0.0 240.262 THSCPM1b,THSCPM2b "{'THSCPM1b': 19.531032480090115, 'THSCPM2b': 0.002482386780040928}" IDM_mhc_140_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 19.533 19.92419 3.162e-05 140.0 8.928 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.002104 THSCPM1b "{'THSCPM1b': 1.3419476635633325}" IDM_mhc_760_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 1.341 0.3363662 0.2511 760.0 2227.166 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.2628 THSCPM1b "{'THSCPM1b': 2.0512196215073786}" IDM_mhc_620_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 2.051 0.9787696 0.003162 620.0 42.163 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.2961 0.05962 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.15018923422115502, 'TSmuSmuDisp': 0.14593435091404866}" IDM_mhc_880_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2961 0.004673461 3.981e-05 880.0 0.2631 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.01376 THSCPM1b "{'THSCPM1b': 1.8804375701926543}" IDM_mhc_700_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.88 0.5241483 0.05011 700.0 523.413 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.01963 THSCPM1b "{'THSCPM1b': 1.6921575708123058}" IDM_mhc_720_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.692 0.4511593 0.03162 720.0 312.226 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 11.787 2.991 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 6.493046424422292, 'TSmuSmuDisp': 5.294725484599719}" IDM_mhc_400_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 11.787 0.1866748 6.309e-06 400.0 0.2038 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0005923 THSCPM1b "{'THSCPM1b': 0.21914213868854224}" IDM_mhc_940_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.2191 0.01753137 0.3981 940.0 2305.221 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.118 THSCPM1b "{'THSCPM1b': 1.245163656300487}" IDM_mhc_700_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.245 0.5241483 0.005011 700.0 52.341 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.2455 0.05962 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.12169116789538799, 'TSmuSmuDisp': 0.12381878701888406}" IDM_mhc_880_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2455 0.003870921 6.309e-05 880.0 0.4171 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.4787 0.2506 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.2504626009460977, 'TSmuSmuDisp': 0.22824497782671407}" IDM_mhc_680_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.4787 0.007564863 0.0001 680.0 1.108 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 1.742 0.3994 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.9235833450179177, 'TSmuSmuDisp': 0.8186335079334303}" IDM_mhc_620_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.742 0.02754675 1.995e-05 620.0 0.2662 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.7154 THSCPM1b "{'THSCPM1b': 1.7657924660871385}" IDM_mhc_560_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.765 1.61221 0.001258 560.0 20.619 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 69.096 THSCPM1b "{'THSCPM1b': 13.591501332319261}" IDM_mhc_200_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 13.591 1.223235 5.011e-05 200.0 6.689 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 9.371 18.172 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 4.801316540844916, 'TSmuSmuDisp': 4.5701465710933205}" IDM_mhc_260_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 9.371 0.1479643 2.511e-05 260.0 1.953 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.00124 THSCPM1b "{'THSCPM1b': 0.1214552891180061}" IDM_mhc_1000_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1214 0.009716423 0.1258 1000.0 642.758 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 34.669 65.421 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 18.81786000236992, 'TSmuSmuDisp': 15.852101108610531}" IDM_mhc_180_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 34.669 0.5487125 6.309e-06 180.0 1.049 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04541 THSCPM1b,THSCPM2b "{'THSCPM1b': 6.52426189335765e-09, 'THSCPM2b': 1.203872011578652e-09}" IDM_mhc_920_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.728e-09 6.182507e-10 1.584e-06 920.0 0.009578 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.5363 0.1366 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.3031868675108497, 'TSmuSmuDisp': 0.23313590753981284}" IDM_mhc_760_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.5363 0.00850233 1e-06 760.0 0.008848 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 1.803 0.291 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.9954903298929351, 'TSmuSmuDisp': 0.807554252371359}" IDM_mhc_660_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.803 0.0285563 7.943e-06 660.0 0.09351 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.01309 THSCPM1b "{'THSCPM1b': 53.54106427031342}" IDM_mhc_280_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 53.541 4.818696 0.5011 280.0 33445.248 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.4884 0.1191 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.25023139735061245, 'TSmuSmuDisp': 0.23821471426996127}" IDM_mhc_780_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4884 0.007711968 5.011e-05 780.0 0.4216 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.07973 THSCPM1b "{'THSCPM1b': 0.042574603745014226}" IDM_mhc_900_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.04257 0.1274567 0.001258 900.0 7.956 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 2.875 THSCPM1b "{'THSCPM1b': 32.25741880704856}" IDM_mhc_320_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 32.257 18.50356 0.001584 320.0 80.541 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-13-006 0.0 9.386 THSCPM1b,THSCPM2b "{'THSCPM1b': 73.10983562888158, 'THSCPM2b': 8.747769818954565e-05}" IDM_mhc_120_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 73.109 74.57212 0.002511 120.0 981.726 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 1.07 THSCPM1b "{'THSCPM1b': 90.06566475303876}" IDM_mhc_240_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 90.065 8.10591 0.007943 240.0 728.143 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.5494 0.07818 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.3168782361413642, 'TSmuSmuDisp': 0.2325581108284617}" IDM_mhc_840_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.5494 0.00871722 3.162e-06 840.0 0.02291 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.3287 THSCPM1b "{'THSCPM1b': 0.11560608515416211}" IDM_mhc_700_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.1156 0.5241483 0.0006309 700.0 6.599 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02657 THSCPM1b "{'THSCPM1b': 0.6717145672797847}" IDM_mhc_840_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.6717 0.1912844 0.01258 840.0 91.355 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.4493 0.2149 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.2371488788917582, 'TSmuSmuDisp': 0.21218082815698502}" IDM_mhc_700_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.4493 0.007103193 0.0001 700.0 1.044 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-12-026 0.0 0.4772 THSCPM1b "{'THSCPM1b': 116.83957533007381}" IDM_mhc_100_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 116.839 646.5989 0.06309 100.0 36273.338 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 48.819 THSCPM1b "{'THSCPM1b': 10.848671485805623}" IDM_mhc_220_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 10.848 0.9763804 6.309e-05 220.0 6.923 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 3.296 0.4695 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 1.8534733995938752, 'TSmuSmuDisp': 1.4431139074484844}" IDM_mhc_600_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.296 0.05224936 1.584e-06 600.0 0.02257 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.07173 THSCPM1b "{'THSCPM1b': 0.88316629641192}" IDM_mhc_760_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.8831 0.3363662 0.006309 760.0 55.899 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 1.275 THSCPM1b "{'THSCPM1b': 51.95459478415236}" IDM_mhc_280_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 51.954 4.675914 0.005011 280.0 334.452 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 11.06 2.426 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 6.169378464246433, 'TSmuSmuDisp': 4.890658250514118}" IDM_mhc_420_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 11.06 0.1752401 5.011e-06 420.0 0.1461 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 6.389 1.628 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 3.465809842877481, 'TSmuSmuDisp': 2.9233326023899195}" IDM_mhc_460_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.389 0.1011169 1e-05 460.0 0.2436 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 11.727 1.982 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 6.67733837386972, 'TSmuSmuDisp': 5.049902545638781}" IDM_mhc_440_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 11.727 0.185966 2.511e-06 440.0 0.06689 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.02529 THSCPM1b "{'THSCPM1b': 19.00379088073877}" IDM_mhc_400_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 19.003 7.365318 0.1258 400.0 4068.597 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.6243 THSCPM1b "{'THSCPM1b': 120.25477167809768}" IDM_mhc_220_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 120.254 10.82293 0.01584 220.0 1730.938 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.03273 THSCPM1b "{'THSCPM1b': 2.40659653588966}" IDM_mhc_660_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 2.406 0.7125757 0.02511 660.0 295.399 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04006 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.7897277059533418e-09, 'THSCPM2b': 2.5054794726446765e-10}" IDM_mhc_940_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.04e-09 1.632221e-10 7.943e-06 940.0 0.04599 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 43.646 THSCPM1b "{'THSCPM1b': 131.20096663810062}" IDM_mhc_180_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 131.201 11.80809 0.0002511 180.0 41.806 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1313 THSCPM1b "{'THSCPM1b': 0.022954609226515075}" IDM_mhc_820_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.02295 0.2197021 0.0006309 820.0 4.801 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.04507 THSCPM1b "{'THSCPM1b': 2.8011047066405763}" IDM_mhc_640_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 2.801 0.8338765 0.01995 640.0 249.78 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 8.045 1.116 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 4.551326891637495, 'TSmuSmuDisp': 3.494633014587367}" IDM_mhc_500_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 8.045 0.127556 1.258e-06 500.0 0.02589 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.03211 THSCPM1b "{'THSCPM1b': 43.32278171355954}" IDM_mhc_320_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 43.322 18.50356 0.1584 320.0 8054.161 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001461 THSCPM1b "{'THSCPM1b': 0.8622646500674338}" IDM_mhc_840_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 0.8622 0.1912844 0.2511 840.0 1827.101 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 20.357 THSCPM1b "{'THSCPM1b': 78.47920216284717}" IDM_mhc_220_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 78.479 7.063128 0.0003981 220.0 43.656 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.5393 THSCPM1b "{'THSCPM1b': 202.62352096071515}" IDM_mhc_180_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 202.623 18.23612 0.02511 180.0 4180.656 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.01413 THSCPM1b "{'THSCPM1b': 4.1357119828794495}" IDM_mhc_600_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 4.135 1.152151 0.07943 600.0 1134.063 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03095 THSCPM1b,THSCPM2b "{'THSCPM1b': 5.2416892815574186e-09, 'THSCPM2b': 1.339706974216411e-10}" IDM_mhc_980_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.375e-09 4.300528e-10 1.258e-05 980.0 0.06711 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-13-006 0.0 141.538 THSCPM1b,THSCPM2b "{'THSCPM1b': 37.02587792369875, 'THSCPM2b': 0.0015159287426229095}" IDM_mhc_140_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 37.027 37.76794 0.0001 140.0 28.189 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.8972 THSCPM1b "{'THSCPM1b': 0.9167212690497689}" IDM_mhc_560_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.9167 1.61221 0.0007943 560.0 12.982 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 1.049 0.1374 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.5913475183187066, 'TSmuSmuDisp': 0.4582922275001183}" IDM_mhc_760_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.049 0.01663766 3.162e-06 760.0 0.02802 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.001558 THSCPM1b "{'THSCPM1b': 0.16069980104076675}" IDM_mhc_980_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1606 0.01285598 0.1258 980.0 671.18 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-13-006 0.0 4.591 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.594372841773887, 'THSCPM2b': 0.00035103838141134204}" IDM_mhc_400_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 2.594 0.4411031 0.0002511 400.0 8.12 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 14.138 THSCPM1b "{'THSCPM1b': 60.2600555047907}" IDM_mhc_240_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 60.26 5.423405 0.0005011 240.0 45.889 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.1318 0.4748 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.06705596394163561, 'TSmuSmuDisp': 0.06476030799380524}" IDM_mhc_620_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.1318 0.002080603 0.0001995 620.0 2.662 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.341 0.1863 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.17555838540238594, 'TSmuSmuDisp': 0.16550286183224283}" IDM_mhc_720_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.341 0.005386012 0.0001258 720.0 1.241 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1201 THSCPM1b "{'THSCPM1b': 0.05362698884328214}" IDM_mhc_840_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.05362 0.1912844 0.001 840.0 7.254 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-PAS-EXO-16-036 0.0 151.83 THSCPM1b "{'THSCPM1b': 15.723016534049748}" IDM_mhc_160_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 15.723 244.98 3.981e-05 160.0 8.468 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.03144 THSCPM1b "{'THSCPM1b': 120.89945960285269}" IDM_mhc_220_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 120.899 10.88095 0.3162 220.0 34679.606 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.4674 THSCPM1b "{'THSCPM1b': 2.2750939266884376}" IDM_mhc_580_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 2.275 1.360466 0.001995 580.0 30.451 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02258 THSCPM1b,THSCPM2b "{'THSCPM1b': 6.464103614310099e-09, 'THSCPM2b': 9.30297530159486e-10}" IDM_mhc_1000_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.394e-09 5.915521e-10 1.258e-06 1000.0 0.006427 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.3113 0.05215 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.16928020660623946, 'TSmuSmuDisp': 0.14203669707649969}" IDM_mhc_900_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.3113 0.004927499 1.995e-05 900.0 0.1256 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 4.362 0.5545 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 2.4558931629086342, 'TSmuSmuDisp': 1.9069379257807708}" IDM_mhc_580_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 4.362 0.06915214 1.995e-06 580.0 0.03045 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 21.829 3.713 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 12.499025138461622, 'TSmuSmuDisp': 9.330016189069502}" IDM_mhc_380_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 21.829 0.3462344 1.584e-06 380.0 0.05686 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-EXO-13-006 0.0 3.528 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.9851067418080621, 'THSCPM2b': 0.00022000651919582996}" IDM_mhc_420_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.9853 0.1675055 0.0001584 420.0 4.642 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2018-14 2.357 0.3994 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 1.2940420297737636, 'TSmuSmuDisp': 1.0630439868982668}" IDM_mhc_620_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.357 0.03732245 7.943e-06 620.0 0.106 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-12-026 0.0 0.7708 THSCPM1b "{'THSCPM1b': 53.097196893893475}" IDM_mhc_140_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 53.097 188.3809 0.02511 140.0 7072.651 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.01018 THSCPM1b "{'THSCPM1b': 13.051872789173377}" IDM_mhc_440_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 13.051 4.87528 0.2511 440.0 6689.049 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.1146 THSCPM1b "{'THSCPM1b': 7.190047240553686}" IDM_mhc_500_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 7.19 2.745166 0.01584 500.0 326.16 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.03709 THSCPM1b "{'THSCPM1b': 2.0012436835445793}" IDM_mhc_680_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 2.001 0.6103749 0.01995 680.0 221.218 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 1.391 THSCPM1b "{'THSCPM1b': 13.172710534169777}" IDM_mhc_400_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 13.172 7.365318 0.001995 400.0 64.485 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03495 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.3708926454672544e-09, 'THSCPM2b': 1.0771928081511645e-09}" IDM_mhc_960_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.448e-09 1.958468e-10 1.584e-06 960.0 0.008809 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.009867 THSCPM1b "{'THSCPM1b': 4.942539509535927}" IDM_mhc_580_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 4.942 1.360466 0.1258 580.0 1915.795 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.0161 THSCPM1b "{'THSCPM1b': 3.521080716594136}" IDM_mhc_620_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 3.521 0.9787696 0.06309 620.0 843.277 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.2319 THSCPM1b "{'THSCPM1b': 0.3945928634380264}" IDM_mhc_720_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.3945 0.4511593 0.001584 720.0 15.66 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.02905 THSCPM1b "{'THSCPM1b': 161.45106822140403}" IDM_mhc_200_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 161.451 14.5306 0.3981 200.0 53187.86 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2018-14 0.7561 0.1033 TSelSelDisp,TSmuSmuDisp "{'TSelSelDisp': 0.42673153172043965, 'TSmuSmuDisp': 0.32946505558750777}" IDM_mhc_800_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.7561 0.01198715 3.162e-06 800.0 0.02529 0.5[9000006,11]','0.5[9000006,13]
