SModelS_status Analysis Disp MT_displaced_xsec Tx Tx_weights file r_max theory_pred MASS9000006 MASS37 ctau(37) BR(37)
Excluded CMS-PAS-EXO-16-036 0.0 11.559 THSCPM1b "{'THSCPM1b': 2.4838168358115555}" IDM_mhc_320_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 2.483 18.50356 0.0001258 320.0 6.406 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 33.345 THSCPM1b "{'THSCPM1b': 52.1564468798085}" IDM_mhc_220_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 52.156 4.69408 0.0001995 220.0 21.876 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.007874 THSCPM1b "{'THSCPM1b': 0.9650532813114262}" IDM_mhc_820_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.965 0.2197021 0.05011 820.0 381.676 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.0135 THSCPM1b "{'THSCPM1b': 1.0429481815386266}" IDM_mhc_800_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.042 0.2527943 0.03162 800.0 252.983 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 5.957 THSCPM1b "{'THSCPM1b': 107.31698908943484}" IDM_mhc_220_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 107.317 9.658529 0.001584 220.0 173.093 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.00568 THSCPM1b "{'THSCPM1b': 34.94750027836093}" IDM_mhc_340_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 34.947 14.4859 0.7943 340.0 35682.995 1[9000006,11]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1523 THSCPM1b "{'THSCPM1b': 0.12110357413044076}" IDM_mhc_800_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1211 0.2527943 0.001258 800.0 10.067 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1274 THSCPM1b "{'THSCPM1b': 42.93975049946277}" IDM_mhc_320_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 42.939 18.50356 0.03981 320.0 2023.866 1[9000006,11]
Non-excluded CMS-EXO-13-006 10.376 2.426 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.499040735734912e-05, 'THSCPM2b': 3.2485246456217056e-08}" IDM_mhc_420_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.502e-05 2.553892e-06 1.584e-05 420.0 0.4642 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.002219 THSCPM1b "{'THSCPM1b': 0.5785546238606558}" IDM_mhc_900_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 0.5785 0.1274567 0.1258 900.0 795.673 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04007 THSCPM11,THSCPM2b,THSCPM8 "{'THSCPM11': 2.3943575918951308e-08, 'THSCPM8': 5.958380081894457e-10, 'THSCPM2b': 2.0505875190645362e-11}" IDM_mhc_940_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 2.455e-08 2.455992e-09 0.0001 940.0 0.5786 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.901 0.291 TSelSel "{'TSelSel': 1.606942142408822e-06}" IDM_mhc_660_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.606e-06 0.4215424 2.511e-05 660.0 0.2953 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.002905 THSCPM1b "{'THSCPM1b': 1.5433404850279984}" IDM_mhc_740_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 1.543 0.3891661 0.1995 740.0 1861.575 1[9000006,11]
Non-excluded CMS-EXO-13-006 1.824 0.4701 THSCPM1b,THSCPM2b "{'THSCPM1b': 6.819108895969729e-05, 'THSCPM2b': 9.605158800501722e-08}" IDM_mhc_600_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.828e-05 1.092594e-05 5.011e-05 600.0 0.7149 1[9000006,11]
Excluded CMS-EXO-12-026 0.0 14.976 THSCPM1b "{'THSCPM1b': 115.4664938544614}" IDM_mhc_100_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 115.466 646.5989 0.001995 100.0 1147.249 1[9000006,11]
Non-excluded CMS-EXO-13-006 19.528 35.084 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.8321971600209495, 'THSCPM2b': 0.00038178155488288105}" IDM_mhc_220_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.8325 0.3746605 1.995e-05 220.0 2.187 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.001932 THSCPM1b "{'THSCPM1b': 2.2185964138426364}" IDM_mhc_680_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 2.218 0.6103749 0.3981 680.0 4414.473 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.006051 THSCPM1b "{'THSCPM1b': 5.8674245393023305}" IDM_mhc_540_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 5.867 1.917282 0.2511 540.0 4424.371 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0425 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.0015640132573280102, 'THSCPM2b': 5.654367649079132e-07}" IDM_mhc_960_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.001564 0.0001251663 0.0005011 960.0 2.779 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.657 0.1844 TSelSel "{'TSelSel': 5.4480425272083845e-06}" IDM_mhc_720_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.448e-06 0.2667438 1.258e-05 720.0 0.1241 1[9000006,11]
Excluded CMS-EXO-13-006 10.285 192.024 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.23793482756394, 'THSCPM2b': 0.00115344612531712}" IDM_mhc_140_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.239 3.30387 1e-05 140.0 2.818 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.35 THSCPM1b "{'THSCPM1b': 202.21271098579484}" IDM_mhc_180_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 202.212 18.19914 0.01 180.0 1658.209 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.0164 THSCPM1b "{'THSCPM1b': 8.903776953305242}" IDM_mhc_480_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 8.903 3.306985 0.1258 480.0 2810.925 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.219 THSCPM1b "{'THSCPM1b': 2.4395226799440763}" IDM_mhc_500_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 2.439 0.1951618 0.001 500.0 20.576 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.5539 THSCPM1b "{'THSCPM1b': 32.69661702730829}" IDM_mhc_340_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 32.696 14.4859 0.007943 340.0 356.829 1[9000006,11]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.3834 THSCPM1b "{'THSCPM1b': 0.14932219293077953}" IDM_mhc_680_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.1493 0.6103749 0.0006309 680.0 6.997 1[9000006,11]
Non-excluded CMS-EXO-13-006 3.424 0.7813 THSCPM1b,THSCPM2b "{'THSCPM1b': 9.048081417870891e-06, 'THSCPM2b': 1.6841195924476936e-08}" IDM_mhc_540_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 9.064e-06 1.541037e-06 3.162e-05 540.0 0.5574 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 2.447 THSCPM1b "{'THSCPM1b': 119.95722341099447}" IDM_mhc_220_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 119.957 10.79615 0.003981 220.0 436.564 1[9000006,11]
Non-excluded CMS-SUS-17-009 16.641 3.714 TSelSel "{'TSelSel': 8.894320836660451e-06}" IDM_mhc_380_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 8.894e-06 5.434294 1e-05 380.0 0.3581 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06047 THSCPM11,THSCPM2b,THSCPM8 "{'THSCPM11': 0.00011447232010117817, 'THSCPM8': 2.538640099545532e-06, 'THSCPM2b': 3.29924701999362e-08}" IDM_mhc_880_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.000117 1.17044e-05 0.0001995 880.0 1.315 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03096 THSCPM11,THSCPM2b,THSCPM8 "{'THSCPM11': 6.441003352978573e-07, 'THSCPM8': 9.541493872199475e-09, 'THSCPM2b': 2.506018277991472e-10}" IDM_mhc_980_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 6.538e-07 6.538924e-08 0.0001258 980.0 0.6711 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.03892 THSCPM1b "{'THSCPM1b': 1.093976507060338}" IDM_mhc_760_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.093 0.3363662 0.01258 760.0 111.484 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.001758 THSCPM1b "{'THSCPM1b': 1.9572531344637807}" IDM_mhc_700_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 1.957 0.5241483 0.3981 700.0 4163.016 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 7.17 THSCPM1b "{'THSCPM1b': 27.888921109910434}" IDM_mhc_300_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 27.888 23.91426 0.0006309 300.0 36.609 1[9000006,11]
Non-excluded CMS-SUS-17-009 5.169 0.5548 TSelSel "{'TSelSel': 2.536700565459779e-05}" IDM_mhc_580_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.536e-05 0.805581 6.309e-06 580.0 0.09625 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 1.369 THSCPM1b "{'THSCPM1b': 4.9117284058727115}" IDM_mhc_460_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 4.911 4.004173 0.001258 460.0 30.64 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.03331 THSCPM1b "{'THSCPM1b': 6.517612508266321}" IDM_mhc_520_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 6.517 2.289225 0.05011 520.0 953.27 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.05824 THSCPM1b "{'THSCPM1b': 7.458909294764514}" IDM_mhc_500_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 7.458 2.745166 0.03162 500.0 651.244 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 44.443 16.849 THSCPM11,THSCPM8 "{'THSCPM11': 0.00034561233185204587, 'THSCPM8': 2.4689162902715793e-07}" IDM_mhc_260_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003458 3.112733e-05 7.943e-06 260.0 0.6166 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1991 THSCPM1b "{'THSCPM1b': 3.018793046920766}" IDM_mhc_600_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 3.018 1.152151 0.005011 600.0 71.495 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04567 THSCPM1b,THSCPM2b "{'THSCPM1b': 6.98765575902236e-09, 'THSCPM2b': 2.0688971582701786e-10}" IDM_mhc_920_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 7.194e-09 5.755636e-10 1e-05 920.0 0.06034 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03095 THSCPM1b,THSCPM2b "{'THSCPM1b': 5.458325732938441e-09, 'THSCPM2b': 4.3601431511132487e-11}" IDM_mhc_980_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.501e-09 4.401542e-10 3.981e-05 980.0 0.2119 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1521 THSCPM1b "{'THSCPM1b': 0.8475759318273375}" IDM_mhc_720_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.8475 0.4511593 0.003162 720.0 31.222 1[9000006,11]
Non-excluded CMS-EXO-13-006 3.666 3.929 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.12507407051388814, 'THSCPM2b': 6.988825415276256e-05}" IDM_mhc_380_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1251 0.02127447 5.011e-05 380.0 1.793 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.0 0.05215 TSelSel "{'TSelSel': 1.692712204313508e-07}" IDM_mhc_900_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.692e-07 0.07529822 6.309e-05 900.0 0.3986 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 30.72 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.3053513935272805, 'THSCPM2b': 0.0006451927945264811}" IDM_mhc_240_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.305 1.037698 3.981e-05 240.0 3.647 1[9000006,11]
Non-excluded CMS-EXO-13-006 23.092 7.5 THSCPM1b,THSCPM2b "{'THSCPM1b': 4.512589097191308e-05, 'THSCPM2b': 8.884007783857313e-08}" IDM_mhc_320_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.521e-05 2.034663e-05 1e-05 320.0 0.5085 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 3.698 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.4210064751232832, 'THSCPM2b': 0.00025542863858251763}" IDM_mhc_420_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 1.421 0.2416145 0.0001995 420.0 5.838 1[9000006,11]
Non-excluded CMS-EXO-13-006 0.6793 1.067 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.06870052475992616, 'THSCPM2b': 2.9106505470118096e-05}" IDM_mhc_520_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.06872 0.01168404 0.0001258 520.0 2.394 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.5469 THSCPM1b "{'THSCPM1b': 1.8550233202984092}" IDM_mhc_580_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 1.855 1.360466 0.001584 580.0 24.182 1[9000006,11]
Non-excluded CMS-SUS-17-009 88.921 12.682 TSelSel "{'TSelSel': 0.0003637929188463186}" IDM_mhc_280_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003637 18.64031 1.258e-06 280.0 0.08396 1[9000006,11]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.2077 THSCPM1b "{'THSCPM1b': 0.13284944518717892}" IDM_mhc_760_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.1328 0.3363662 0.001 760.0 8.848 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.05316 THSCPM1b "{'THSCPM1b': 0.6234542552028893}" IDM_mhc_820_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.6234 0.2197021 0.006309 820.0 48.011 1[9000006,11]
Non-excluded CMS-EXO-13-006 0.0 0.6263 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.08889521592860922, 'THSCPM2b': 2.5477850427749157e-05}" IDM_mhc_600_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.08892 0.01422731 0.0002511 600.0 3.581 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.149 0.1189 TSelSel "{'TSelSel': 0.0001882086409114454}" IDM_mhc_780_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001882 0.1721693 1.995e-06 780.0 0.01672 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1274 THSCPM1b "{'THSCPM1b': 0.40474625523323127}" IDM_mhc_780_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.4047 0.2913212 0.002511 780.0 21.127 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.05291 THSCPM1b "{'THSCPM1b': 1.2094264949180258}" IDM_mhc_740_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 1.209 0.3891661 0.01 740.0 93.519 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.003821 THSCPM1b "{'THSCPM1b': 0.6363456764398434}" IDM_mhc_880_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.6363 0.145716 0.07943 880.0 524.805 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.2965 0.06827 THSCPM11,THSCPM2b,THSCPM8 "{'THSCPM11': 2.1433634692658566e-06, 'THSCPM8': 2.8594188922325827e-08, 'THSCPM2b': 7.887508370527283e-10}" IDM_mhc_860_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 2.172e-06 2.172746e-07 0.0001 860.0 0.6923 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0004709 THSCPM1b "{'THSCPM1b': 0.22040984586318177}" IDM_mhc_940_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 0.2204 0.01763279 0.5011 940.0 2901.867 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.005241 THSCPM1b "{'THSCPM1b': 0.7169677371477737}" IDM_mhc_860_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.7169 0.1668211 0.06309 860.0 436.564 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 16.552 THSCPM1b "{'THSCPM1b': 32.3619902793832}" IDM_mhc_260_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 32.361 2.912579 0.0003162 260.0 24.573 1[9000006,11]
Non-excluded CMS-EXO-13-006 0.4277 0.4396 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.015463204494303386, 'THSCPM2b': 7.3798273894342325e-06}" IDM_mhc_620_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.01547 0.002475293 0.0001584 620.0 2.114 1[9000006,11]
Non-excluded CMS-SUS-17-009 159.065 65.177 TSelSel "{'TSelSel': 7.842945314197077e-05}" IDM_mhc_180_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.842e-05 96.21937 1.584e-06 180.0 0.2638 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04566 THSCPM1b,THSCPM2b "{'THSCPM1b': 6.8718072926061824e-09, 'THSCPM2b': 3.233210182802153e-10}" IDM_mhc_920_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.195e-09 5.756103e-10 6.309e-06 920.0 0.03809 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 35.323 THSCPM1b "{'THSCPM1b': 8.938854234709726}" IDM_mhc_240_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 8.938 0.8044969 7.943e-05 240.0 7.281 1[9000006,11]
Non-excluded CMS-SUS-17-009 30.318 2.991 TSelSel "{'TSelSel': 0.00035459982484348647}" IDM_mhc_400_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003545 4.373432 1.584e-06 400.0 0.05125 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.02165 THSCPM1b "{'THSCPM1b': 5.5269802632987}" IDM_mhc_560_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 5.526 1.61221 0.06309 560.0 1033.125 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0004088 THSCPM1b "{'THSCPM1b': 0.25594194318297603}" IDM_mhc_920_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.2559 0.02047536 0.6309 920.0 3809.4 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.006957 THSCPM1b "{'THSCPM1b': 1.9238950613116446}" IDM_mhc_700_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 1.923 0.5241483 0.1 700.0 1044.058 1[9000006,11]
Non-excluded CMS-SUS-17-009 4.273 0.3402 TSelSel "{'TSelSel': 0.00016023841576230015}" IDM_mhc_640_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001602 0.4934084 2.511e-06 640.0 0.03142 1[9000006,11]
Excluded CMS-EXO-12-026 0.0 72.72 THSCPM1b "{'THSCPM1b': 109.94785986523677}" IDM_mhc_100_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 109.947 646.5989 0.0003981 100.0 228.917 1[9000006,11]
Non-excluded CMS-SUS-17-009 4.222 0.3994 TSelSel "{'TSelSel': 3.980679101034289e-05}" IDM_mhc_620_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.98e-05 0.5792736 5.011e-06 620.0 0.06689 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.0008036 THSCPM1b "{'THSCPM1b': 1.821691995596055}" IDM_mhc_720_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 1.821 0.4511593 0.7943 720.0 7861.632 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.01559 THSCPM1b "{'THSCPM1b': 4.906553618395061}" IDM_mhc_580_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 4.906 1.360466 0.07943 580.0 1210.594 1[9000006,11]
Non-excluded CMS-SUS-17-009 126.64 44.615 TSelSel "{'TSelSel': 6.49524631626175e-05}" IDM_mhc_200_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.495e-05 65.80782 1.995e-06 200.0 0.2666 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03278 THSCPM1b "{'THSCPM1b': 0.4215978822119389}" IDM_mhc_880_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.4215 0.145716 0.007943 880.0 52.48 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.01428 THSCPM1b "{'THSCPM1b': 1.465713968904858}" IDM_mhc_740_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 1.465 0.3891661 0.03981 740.0 372.315 1[9000006,11]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03095 THSCPM1b,THSCPM2b "{'THSCPM1b': 5.19836199128121e-09, 'THSCPM2b': 1.6752818817080272e-10}" IDM_mhc_980_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.365e-09 4.292712e-10 1e-05 980.0 0.05318 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.05621 THSCPM1b "{'THSCPM1b': 2.7322674371868496}" IDM_mhc_640_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 2.732 0.8338765 0.01584 640.0 198.318 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.4592 THSCPM1b "{'THSCPM1b': 160.60787401449278}" IDM_mhc_200_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 160.607 14.45471 0.02511 200.0 3355.9 1[9000006,11]
Non-excluded CMS-SUS-17-009 0.5875 0.05962 TSelSel "{'TSelSel': 2.7313768847502715e-06}" IDM_mhc_880_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.731e-06 0.08608647 1.584e-05 880.0 0.1049 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.02551 THSCPM1b "{'THSCPM1b': 43.34933273480522}" IDM_mhc_320_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 43.349 18.50356 0.1995 320.0 10119.331 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.0004035 THSCPM1b "{'THSCPM1b': 1.0244938895459565}" IDM_mhc_820_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 1.024 0.2197021 1.0 820.0 7618.801 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 0.09472 THSCPM1b,THSCPM2b "{'THSCPM1b': 73.93102535713979, 'THSCPM2b': 8.999108621744801e-07}" IDM_mhc_120_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 73.931 75.40965 0.2511 120.0 98172.618 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.00319 THSCPM1b "{'THSCPM1b': 19.102083283141347}" IDM_mhc_400_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 19.102 7.365318 1.0 400.0 32295.738 1[9000006,11]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.2113 THSCPM1b "{'THSCPM1b': 0.08825855746763765}" IDM_mhc_760_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.08825 0.3363662 0.0007943 760.0 7.047 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.4964 THSCPM1b "{'THSCPM1b': 120.30436305596177}" IDM_mhc_220_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 120.304 10.82739 0.01995 220.0 2187.66 1[9000006,11]
Non-excluded CMS-SUS-17-009 7.249 0.6571 TSelSel "{'TSelSel': 0.00010310042373466552}" IDM_mhc_560_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001031 0.9549135 3.162e-06 560.0 0.05179 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.002574 THSCPM1b "{'THSCPM1b': 3.6065748536052196}" IDM_mhc_620_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 3.606 0.9787696 0.3981 620.0 5304.488 1[9000006,11]
Excluded CMS-EXO-13-006 0.0 5.628 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.603880884150582, 'THSCPM2b': 0.0004381630269375693}" IDM_mhc_380_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 3.604 0.6127342 0.0002511 380.0 9.01 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.3848 THSCPM1b "{'THSCPM1b': 11.355544354650869}" IDM_mhc_440_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 11.355 4.87528 0.006309 440.0 168.655 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.1038 THSCPM1b "{'THSCPM1b': 53.31749350477791}" IDM_mhc_280_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 53.317 4.798574 0.06309 280.0 4216.388 1[9000006,11]
Non-excluded CMS-SUS-17-009 1.774 0.2135 TSelSel "{'TSelSel': 0.0005322956790112141}" IDM_mhc_700_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0005322 0.309952 1.258e-06 700.0 0.01315 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 0.09423 THSCPM1b "{'THSCPM1b': 68.77340839305083}" IDM_mhc_260_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 68.773 6.189607 0.07943 260.0 6166.467 1[9000006,11]
Excluded ATLAS-SUSY-2016-32 0.0 2.017 THSCPM1b "{'THSCPM1b': 128.67466931749493}" IDM_mhc_160_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 128.674 11.58072 0.007943 160.0 1686.555 1[9000006,11]
