SModelS_status Analysis Disp MT_displaced_xsec Tx Tx_weights file r_max theory_pred MASS9000006 MASS37 ctau(37) BR(37)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0495 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 3.710731663702433e-10, 'THSCPM8': 3.1255514022571465e-10, 'THSCPM2b': 5.1065592002349335e-11, 'THSCPM9': 1.0611381339628474e-11}" IDM_mhc_960_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 7.453e-10 5.962442e-11 1.584e-05 960.0 0.08809 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.1257 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 10.594045375307466, 'THSCPM11': 15.101431652997158, 'THSCPM8': 2.391351295881147}" IDM_mhc_280_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 28.086 2.527815 0.03981 280.0 2659.393 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.09107 0.1305 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 7.505664295930303e-08, 'THSCPM1b': 5.710261150024524e-09, 'THSCPM8': 8.402309819104013e-10, 'THSCPM2b': 2.2897992328933434e-11, 'THSCPM9': 5.123668197065886e-12}" IDM_mhc_840_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.163e-08 8.163516e-09 7.943e-05 840.0 0.5752 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1531 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.1361634817406342, 'THSCPM11': 0.351612627793228, 'THSCPM8': 0.02616988377304086}" IDM_mhc_700_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.5139 0.04111568 0.003162 700.0 33.053 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 0.9887 0.6457 TSlepSlep "{'TSlepSlep': 1.814660924101876e-05}" IDM_mhc_620_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.814e-05 0.09666285 3.162e-06 620.0 0.04216 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 12.191 13.789 TSlepSlep "{'TSlepSlep': 1.7867458799874577e-05}" IDM_mhc_300_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.786e-05 2.376213 2.511e-06 300.0 0.1461 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06959 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.05092826689166333, 'THSCPM11': 0.151396480333371, 'THSCPM8': 0.009693311950836806}" IDM_mhc_820_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.212 0.01696144 0.003981 820.0 30.311 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.2609 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.8580794036233924, 'THSCPM11': 1.8902587011085603, 'THSCPM8': 0.18894394271437162}" IDM_mhc_520_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 2.937 0.2349826 0.005011 520.0 95.327 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-EXO-13-006 0.9133 2.102 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.00012552933673710878, 'THSCPM8': 3.169042812321524e-05, 'THSCPM2b': 3.3247053381286235e-07, 'THSCPM9': 1.3522224647179204e-07}" IDM_mhc_480_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001576 2.680687e-05 3.981e-05 480.0 0.8888 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 0.4577 0.303 TSlepSlep "{'TSlepSlep': 1.0268863407737222e-05}" IDM_mhc_720_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.026e-05 0.04455819 3.981e-06 720.0 0.0393 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.8153 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 31.925136505363263, 'THSCPM11': 35.50605039127289, 'THSCPM8': 6.616786185143218}" IDM_mhc_200_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 74.047 6.664318 0.01 200.0 1333.29 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02242 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.027267472279167204, 'THSCPM11': 0.08618182179422204, 'THSCPM8': 0.005680943198622119}" IDM_mhc_940_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.1191 0.009530419 0.007943 940.0 45.996 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 1.53 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 9.717757396818454, 'THSCPM11': 13.946570700837725, 'THSCPM8': 2.222336063077581}" IDM_mhc_280_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 25.886 2.3298 0.003162 280.0 211.044 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1006 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 6.168739664400596e-05, 'THSCPM11': 0.00025015637807479475, 'THSCPM8': 1.2387266357443414e-05, 'THSCPM2b': 9.01989767288821e-08, 'THSCPM9': 2.690269431939258e-08}" IDM_mhc_880_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003243 3.243481e-05 0.0002511 880.0 1.658 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.02837 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 5.3301001873044624, 'THSCPM11': 8.72351684719105, 'THSCPM8': 1.2400485814008482}" IDM_mhc_340_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 15.293 1.37643 0.1258 340.0 5654.067 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 1.149 1.241 TSlepSlep "{'TSlepSlep': 1.2267895582298124e-06}" IDM_mhc_540_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.226e-06 0.1895515 1.258e-05 540.0 0.2217 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.4535 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 23.942131903914404, 'THSCPM11': 28.418969038966093, 'THSCPM8': 5.197267652636214}" IDM_mhc_220_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 57.558 5.180253 0.01584 220.0 1730.938 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.001397 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.0712348971020687, 'THSCPM11': 2.332848459940869, 'THSCPM8': 0.25387628478143054}" IDM_mhc_520_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 3.657 0.2926368 1.0 520.0 18973.746 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.09156 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.0022275170653184126, 'THSCPM11': 0.006053096751876481, 'THSCPM8': 0.0005044128499885886, 'THSCPM2b': 1.1352046029524912e-06, 'THSCPM9': 3.576967181283441e-07}" IDM_mhc_900_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.008786 0.000878652 0.0007943 900.0 5.021 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.02833 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.3313007125134124, 'THSCPM11': 0.806387382281143, 'THSCPM8': 0.07200198549052836}" IDM_mhc_660_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 1.209 0.09677521 0.02511 660.0 295.399 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-13-006 0.0 8.357 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 20.73947837801152, 'THSCPM8': 6.745184697374318, 'THSCPM2b': 3.806812542585512e-05, 'THSCPM9': 2.9476439176601116e-05}" IDM_mhc_100_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 27.484 28.03443 0.001995 100.0 1147.249 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.0159 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 6.652321361314803, 'THSCPM11': 10.523902551501994, 'THSCPM8': 1.6100543715555447}" IDM_mhc_320_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 18.786 1.690765 0.2511 320.0 12730.771 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.007257 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.07337975304746974, 'THSCPM11': 0.20973456009793254, 'THSCPM8': 0.015786506204359677}" IDM_mhc_860_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.2989 0.02391207 0.03981 860.0 275.211 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.003686 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.07469515850677232, 'THSCPM11': 0.21908054516240233, 'THSCPM8': 0.016403876957578407}" IDM_mhc_860_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.3101 0.02481437 0.07943 860.0 549.657 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.1205 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.1896262044101211, 'THSCPM11': 2.4693121718343747, 'THSCPM8': 0.2671495067263263}" IDM_mhc_500_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 3.926 0.314087 0.01258 500.0 258.959 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06749 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 1.5639437070351883e-06, 'THSCPM1b': 8.746864852553212e-08, 'THSCPM8': 1.502593322032906e-08, 'THSCPM2b': 2.933337847277157e-10, 'THSCPM9': 7.240162210556135e-11}" IDM_mhc_940_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 1.666e-06 1.666804e-07 0.0001258 940.0 0.7281 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04896 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 2.6316687395785393e-10, 'THSCPM2b': 5.713368389822891e-10, 'THSCPM8': 2.967866771836961e-10, 'THSCPM9': 1.1839242613350882e-10}" IDM_mhc_960_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.249e-09 9.997463e-11 1.258e-06 960.0 0.006972 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.01901 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 1.7861516349278295, 'THSCPM11': 3.6173772842692977, 'THSCPM8': 0.42538217034072406}" IDM_mhc_460_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 5.828 0.4663129 0.1 460.0 2436.135 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 0.2696 0.1716 TSlepSlep "{'TSlepSlep': 8.928718369970892e-06}" IDM_mhc_800_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.928e-06 0.02499996 3.981e-06 800.0 0.03182 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.08476 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.27660914533287095, 'THSCPM11': 0.6952648620973316, 'THSCPM8': 0.05877441197401283}" IDM_mhc_660_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 1.03 0.08245187 0.007943 660.0 93.519 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 0.112 0.09986 TSlepSlep "{'TSlepSlep': 2.1189006976078142e-07}" IDM_mhc_880_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.118e-07 0.01444913 2.511e-05 880.0 0.1658 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.00239 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.5546121107223706, 'THSCPM11': 1.2929664832257473, 'THSCPM8': 0.12655987209344263}" IDM_mhc_600_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 1.974 0.1579311 0.3981 600.0 5670.315 0.5[9000006,11]','0.5[9000006,13]
Excluded CMS-EXO-13-006 0.0 0.02858 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 14.560268209158894, 'THSCPM8': 5.370731616129474, 'THSCPM2b': 1.64228399509202e-07, 'THSCPM9': 1.3643391053465618e-07}" IDM_mhc_120_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 19.931 20.32962 0.5011 120.0 195373.231 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 4.143 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 11.183237855111619, 'THSCPM11': 15.780652227552398, 'THSCPM8': 2.4583963078235103}" IDM_mhc_260_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 29.422 2.648006 0.001258 260.0 97.686 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.01579 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.40254065889375656, 'THSCPM11': 0.955551249416091, 'THSCPM8': 0.08744747539940086}" IDM_mhc_640_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 1.445 0.1156432 0.05011 640.0 626.434 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.2027 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.14051758026424527, 'THSCPM11': 0.37379046466559507, 'THSCPM8': 0.026932783482260223}" IDM_mhc_680_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.5412 0.04329927 0.002511 680.0 27.831 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 1.517 1.049 TSlepSlep "{'TSlepSlep': 1.90324657408259e-05}" IDM_mhc_560_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.903e-05 0.1593438 3.162e-06 560.0 0.05179 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 1.403 2.101 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 3.125389726484171e-06, 'THSCPM1b': 3.71831693931088e-08, 'THSCPM8': 7.001389969744666e-09, 'THSCPM2b': 1.949453595928405e-10, 'THSCPM9': 9.868788563918785e-11}" IDM_mhc_480_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.169e-06 7.607683e-07 1.995e-05 480.0 0.4454 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0008668 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.22466004146144505, 'THSCPM11': 0.5732041054864446, 'THSCPM8': 0.05023409673472215}" IDM_mhc_720_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.848 0.06784786 0.6309 720.0 6224.825 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.0138 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.4709934451862823, 'THSCPM11': 1.1138376013963671, 'THSCPM8': 0.10542660134132584}" IDM_mhc_620_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 1.69 0.1352206 0.06309 620.0 843.277 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.1299 0.1717 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM11': 8.274375950007621e-08, 'THSCPM1b': 5.202474899540571e-09, 'THSCPM8': 9.015470965770682e-10, 'THSCPM2b': 2.5064575930615787e-11, 'THSCPM9': 6.274341773509803e-12}" IDM_mhc_800_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.887e-08 8.887912e-09 6.309e-05 800.0 0.5046 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 22.057 79.054 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM11': 0.0006526506521030276, 'THSCPM1b': 7.847767544108066e-05, 'THSCPM8': 4.695828052547171e-07}" IDM_mhc_180_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0007315 6.584381e-05 3.162e-06 180.0 0.5262 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 0.07088 0.1128 TSlepSlep "{'TSlepSlep': 0.00012427157055651083}" IDM_mhc_860_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001242 0.01652835 1e-06 860.0 0.006923 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0526 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 0.0007116711058919532, 'THSCPM11': 0.00155057622132278, 'THSCPM8': 0.00014610025886370228, 'THSCPM2b': 4.4296342057190787e-07, 'THSCPM9': 1.3976215589070037e-07}" IDM_mhc_960_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.002408 0.0001927144 0.0006309 960.0 3.498 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01075 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.042714419696789935, 'THSCPM11': 0.12426248595212945, 'THSCPM8': 0.008776134133749782}" IDM_mhc_920_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1757 0.01406024 0.01995 920.0 120.321 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 1.1 0.7562 TSlepSlep "{'TSlepSlep': 7.170406692354799e-05}" IDM_mhc_600_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 7.17e-05 0.1138119 1.584e-06 600.0 0.02257 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 0.3951 0.3031 TSlepSlep "{'TSlepSlep': 2.6046256195443706e-06}" IDM_mhc_720_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.604e-06 0.04455819 7.943e-06 720.0 0.07861 0.5[9000006,11]','0.5[9000006,13]
Non-excluded CMS-SUS-17-009 3.394 3.707 TSlepSlep "{'TSlepSlep': 4.162125881875606e-06}" IDM_mhc_420_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.162e-06 0.5919005 6.309e-06 420.0 0.1844 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.1176 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 40.45619194351793, 'THSCPM11': 29.87931430696663, 'THSCPM8': 5.734212166140729}" IDM_mhc_180_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 76.069 6.846275 0.07943 180.0 13243.42 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03938 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 7.163731542726694e-05, 'THSCPM11': 0.00016967848792688592, 'THSCPM8': 1.4031895414822017e-05, 'THSCPM2b': 7.66677147905277e-08, 'THSCPM9': 2.114974487358193e-08}" IDM_mhc_1000_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002554 2.043564e-05 0.0003981 1000.0 2.034 0.5[9000006,11]','0.5[9000006,13]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.06749 THSCPM11,THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 "{'THSCPM1b': 4.166580555435607e-10, 'THSCPM11': 8.833704437817918e-10, 'THSCPM8': 3.409717399402921e-10, 'THSCPM2b': 3.166424257346578e-11, 'THSCPM9': 6.526767439053857e-12}" IDM_mhc_940_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.679e-09 1.343353e-10 3.162e-05 940.0 0.1827 0.5[9000006,11]','0.5[9000006,13]
Excluded ATLAS-SUSY-2016-32 0.0 0.06306 THSCPM11,THSCPM1b,THSCPM8 "{'THSCPM1b': 0.8853835926196538, 'THSCPM11': 1.899648004877543, 'THSCPM8': 0.194147926153617}" IDM_mhc_540_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 2.979 0.2383344 0.01995 540.0 351.741 0.5[9000006,11]','0.5[9000006,13]
